,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Old Tbilisi (Старый город),Дигоми,Авлобари,Varketili,Vake,Батуми,Центр,desc_en
0,26-07-2020 11:33:03,Tbilisi,EIH4,San4oPan4o,!!Hash!! Гашиш 0.5г !!! BTC SALE 5%!!!!,True,2,нет,Тбилиси,0.5 гр,0.0068,4820,1891,161,58,,,,,,,,,,,!!Hash!! Gashish 0.5g !!! BTC SALE 5%!!!!
1,26-07-2020 11:33:03,Tbilisi,7LHWP,GEOBUDS,0.5 gr HYBRID buds,,16,нет,Тбилиси,0.5 гр,0.0034,2363,925,79,,True,33,,,,,,,,,0.5 gr HYBRID buds
2,26-07-2020 11:33:03,Tbilisi,7R3WM,RastaShop,0.5 gr. Lemon Haze (Sativa),True,9,нет,Тбилиси,0.5 гр,0.0033,2291,897,76,,,32,,,,,,,,,0.5 gr. Lemon Haze (Sativa)
3,26-07-2020 11:33:03,Tbilisi,ABOAB,ProGrow,0.5-G ---> Pineapple (BTC - Sale),True,6,нет,Тбилиси,0.5 гр,0.0029,2005,785,67,,,28,,,,,,,,,0.5-G ---> Pineapple (BTC - Sale)
4,26-07-2020 11:33:03,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 0.5G,,22,нет,Тбилиси,0.5 гр,0.0034,2363,925,79,,True,33,True,,,,,,,,VHQ Hybrid MJ Buds 0.5G
5,26-07-2020 11:33:03,Tbilisi,43MUT,Canartvelo,Бошки OG Kush 05g.,,1,нет,Тбилиси,0.5 гр,0.0026,1790,701,60,,True,25,,,,,,,,,Boshki OG Kush 05g.
6,26-07-2020 11:33:03,Tbilisi,LGRP8,Walker12,(!!!NEW!!! 27 THC #VHQ# 1 G Phantom OG ),,2,нет,Тбилиси,1 гр,0.0057,3938,1541,131,,,55,,True,,,,,,,(!!!NEW!!! 27 THC #VHQ# 1 G Phantom OG )
7,26-07-2020 11:33:03,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",,3,нет,Тбилиси,1 гр,0.0062,4296,1681,143,,True,60,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
8,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,,1,нет,Тбилиси,1 гр,0.0062,4296,1681,143,,True,60,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
9,26-07-2020 11:33:03,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,,3,нет,Тбилиси,1 гр,0.0061,4224,1653,141,,True,59,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
10,26-07-2020 11:33:03,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,,8,нет,Тбилиси,1 гр,0.0051,3508,1373,117,,True,49,,,,,,,,,1gr HYBRID o.g
11,26-07-2020 11:33:03,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,3,нет,Тбилиси,1 гр,0.0051,3508,1373,117,,True,49,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
12,26-07-2020 11:33:03,Tbilisi,5LZ,ExtraShop,Hybrid Bomba 1 г. TOP BUDS,,1,нет,Тбилиси,1 гр,0.0052,3938,1541,131,,True,55,,,,,,,,,Hybrid Bomba 1 g. TOP BUDS
13,26-07-2020 11:33:03,Tbilisi,7U9YP,ChitosPizz,Сирец Иран 1гр,,4,нет,Тбилиси,1 гр,0.0258,18615,7285,621,,True,260,,,,,,,,,Sirets Iran 1gr
14,26-07-2020 11:33:03,Tbilisi,H9FHF,OldStar,Шишка добрая 1 g,,23,нет,Тбилиси,1 гр,0.0051,3600,1657,120,,True,,,,,,,,,,Shishka dobraja 1 g
15,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,3,нет,Тбилиси,1.2 гр,0.0124,8592,3362,287,,True,120,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
16,26-07-2020 11:33:03,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,1,нет,Тбилиси,2 гр,0.0102,7088,2774,237,,,99,,,True,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
17,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,5,нет,Тбилиси,2 гр,0.0124,8592,3362,287,,True,120,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
18,26-07-2020 11:33:03,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,,1,нет,Тбилиси,2 гр,0.0114,7876,3082,263,,True,110,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
19,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,3,нет,Тбилиси,2 гр,0.0124,8592,3362,287,,True,120,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
20,26-07-2020 11:33:03,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,,3,нет,Тбилиси,2 гр,0.0124,8592,3362,287,,True,120,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
21,26-07-2020 11:33:03,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,,3,нет,Тбилиси,2 гр,0.0124,8592,3362,287,,True,120,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
22,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,5 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 2g,,1,нет,Тбилиси,2 гр,0.0206,14319,5604,478,,True,200,,,,,,,,,5 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 2g
23,26-07-2020 11:33:03,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,,1,нет,Тбилиси,2 гр,0.0124,8592,3362,287,,True,120,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
24,26-07-2020 11:33:03,Tbilisi,LGRP8,Walker12,!!! NEW !!! 3G Jack Herer(VHQ 24%THC),True,2,нет,Тбилиси,3 гр,0.0155,10740,4203,358,,,150,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC)
25,26-07-2020 11:33:03,Tbilisi,JVZTQ,partyshop,3 ecstasy red maseratti VHQ екстази импорт с США,,1,нет,Тбилиси,3 гр,0.0129,8950,3503,299,,True,125,,,,,,,,,3 ecstasy red maseratti VHQ ekstazi import s SShA
26,26-07-2020 11:33:03,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan,,1,нет,Тбилиси,3 гр,0.0025,1718,672,57,,,24,,,True,,,,,,Marijuana Super Skunk leaves 3g plan
27,26-07-2020 11:33:03,Tbilisi,JVZTQ,partyshop,5 ecstasy red maseratti VHQ екстази импорт с США,,1,нет,Тбилиси,5 гр,0.0217,15035,5884,502,,True,210,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
28,26-07-2020 11:33:03,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0289,20047,7846,669,,True,280,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
29,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.0279,19331,7565,645,,True,270,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
30,26-07-2020 11:33:03,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0183,13962,5464,466,,True,195,,,,,,,,,5g. marihuana shishki Critical
31,26-07-2020 11:33:03,Tbilisi,X4ZM,ZYX,Maserati (ecstasy) 6шт,,1,нет,Тбилиси,6 гр,0.0237,16467,6445,550,,True,230,,,,,,,,,Maserati (ecstasy) 6sht
32,26-07-2020 11:33:03,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2083,143195,56040,4780,,True,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
33,26-07-2020 11:33:03,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0375,25762,10106,859,310,True,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
34,26-07-2020 11:33:03,Tbilisi,03F3,geoshop,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,10,Тбилиси,4 гр,0.0413,28639,11208,956,,True,400,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
35,26-07-2020 11:34:16,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0279,19331,7565,645,,True,270,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
36,26-07-2020 11:34:16,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0284,19689,7706,657,,True,275,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
37,26-07-2020 11:34:16,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0248,17183,6725,574,,True,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
38,26-07-2020 11:34:16,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0289,20047,7846,669,,True,280,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,26-07-2020 11:34:16,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0279,19331,7565,645,,True,270,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,26-07-2020 11:34:16,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0205,15680,6136,523,,True,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,26-07-2020 11:34:16,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,6,Тбилиси,5 гр,0.0242,16825,6585,562,,True,235,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
42,26-07-2020 11:34:16,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,нет,1,Тбилиси,5 гр,0.0225,17183,6725,574,,True,240,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
43,26-07-2020 11:34:16,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0279,19331,7565,645,,True,270,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
44,26-07-2020 11:34:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2489,190000,87429,6346,,True,,,,,,,,,,reagent 25i nbome. 5gr
45,26-07-2020 11:34:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2814,214792,84060,7169,,,3000,,True,,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,26-07-2020 11:34:16,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.0242,16621,6520,554,200,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
47,26-07-2020 11:34:16,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0928,64438,25218,2151,,True,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,26-07-2020 11:34:16,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0567,39379,15411,1314,,True,550,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
49,26-07-2020 11:34:16,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0722,50118,19614,1673,,True,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,26-07-2020 11:34:16,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0433,30071,11768,1004,,True,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,26-07-2020 11:34:16,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0825,57278,22416,1912,,True,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,26-07-2020 11:34:17,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,8,Тбилиси,10 гр,0.0433,30071,11768,1004,,True,420,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
53,26-07-2020 11:34:17,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2295,159304,62345,5317,,True,2225,,,,,,,,,Amfetamin [White] [Import] 10G
54,26-07-2020 11:34:17,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0423,29355,11488,980,,True,410,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
55,26-07-2020 11:34:17,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0532,36565,14344,1219,440,True,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
56,26-07-2020 11:34:17,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0471,32410,12714,1081,390,True,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
57,26-07-2020 11:34:17,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2476,171834,67248,5736,,True,2400,,,,,,,,,100 gr marijuana buds
58,26-07-2020 11:34:17,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2579,178994,70050,5975,,True,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
59,26-07-2020 11:34:17,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6087,422425,165318,14100,,True,5900,,,,,,,,,180 gr marihuana persoalno
60,26-07-2020 11:34:17,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,3,Тбилиси,500 гр,0.1032,71597,28020,2390,,,1000,,,,True,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
61,26-07-2020 11:34:17,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8769,608578,238170,20313,,True,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
62,26-07-2020 11:34:17,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0188,14319,5604,478,,True,200,,,,,,,,,KURYER..500RUB.+BONUS
63,26-07-2020 11:34:17,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0103,7160,2802,239,,,100,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
64,26-07-2020 11:34:17,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0258,17899,7005,597,,True,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
65,26-07-2020 11:34:17,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 400$ 5гр,,1,нет,Тбилиси,5 гр,0.0375,28639,11208,956,,True,400,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 400$ 5gr
66,26-07-2020 11:34:17,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0206,14319,5604,478,,True,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
67,26-07-2020 11:34:17,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0258,17899,7005,597,,True,250,,,,,,,,,Rabota na marki (kur'er)
68,26-07-2020 11:34:17,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0516,35799,14010,1195,,True,500,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
69,26-07-2020 11:35:39,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5619,1073961,420300,35847,,True,15000,,,,,,,,,Vakansija optovogo kur'era na mef
70,26-07-2020 11:35:39,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0516,35799,14010,1195,,,500,,True,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
71,26-07-2020 11:37:55,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,2,нет,Батуми,2 гр,0.0043,3007,1177,100,,,42,,,,,,,True,,Melkie shishki (Indica) 2g
