,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,€,Центр,Батуми,desc_en
33,05-08-2020 20:05:13,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,5,нет,Тбилиси,1 гр,0.0054,4617,1758,154,63,,,,True,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
34,05-08-2020 20:05:13,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.005,4324,1646,144,59,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
35,05-08-2020 20:05:13,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0043,3664,1395,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
36,05-08-2020 20:06:30,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0043,3664,1395,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
37,05-08-2020 20:06:30,Tbilisi,I7IU,MrPickless,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,True,6,нет,Тбилиси,1 гр,0.0033,2931,1116,98,40,,,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
38,05-08-2020 20:06:30,Tbilisi,42AF,Leningrad6,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,11,нет,Тбилиси,1 гр,0.0031,2638,1004,88,36,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
39,05-08-2020 20:06:30,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,3,нет,Тбилиси,2 гр,0.0093,7988,3041,266,109,,,,,,,,,,,,2 G Hybrid Marijuana Buds
40,05-08-2020 20:06:30,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0102,8794,3348,293,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
41,05-08-2020 20:06:30,Tbilisi,7R3WM,RastaShop,2.0 gr. Magic Kush IMPORT (INDICA),,1,нет,Тбилиси,2 гр,0.0084,7255,2762,242,99,True,,,,,,,,,,,2.0 gr. Magic Kush IMPORT (INDICA)
42,05-08-2020 20:06:30,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0075,6449,2455,215,88,,,,,,,,,,,,2gr HYBRID buds
43,05-08-2020 20:06:30,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0102,8794,3348,293,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
44,05-08-2020 20:06:30,Tbilisi,8B31,GEOWEEDSHOP,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),,3,нет,Тбилиси,2 гр,0.0085,7255,2762,242,99,,,,,True,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
45,05-08-2020 20:06:30,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0085,8061,3069,268,110,,,,,True,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
46,05-08-2020 20:06:30,Tbilisi,LYHBG,Playboy,NEW !!! 2G OG KusH !!! NEW,True,4,нет,Тбилиси,2 гр,0.0085,7255,2762,242,99,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
47,05-08-2020 20:06:30,Tbilisi,LYHBG,Playboy,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0085,7255,2762,242,99,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
48,05-08-2020 20:06:30,Tbilisi,5XD8,TYsonWeed,TYson Budds 2G Скидка 5%,True,4,нет,Тбилиси,2 гр,0.0062,5862,2232,195,80,,,,,,,,,,,,TYson Budds 2G Skidka 5%
49,05-08-2020 20:06:30,Tbilisi,ABOAB,ProGrow,3G ---> Big Devil (BTC - Sale),,1,нет,Тбилиси,3 гр,0.0119,10259,3906,342,140,True,,,,,,,,,,,3G ---> Big Devil (BTC - Sale)
50,05-08-2020 20:06:30,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.007,6595,2511,220,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
51,05-08-2020 20:06:30,Tbilisi,A3I9,Joookerrr,марки н-боом 3 шт.,True,4,47,Тбилиси,3 гр,0.0042,3591,1367,120,49,True,,,,,,,,,,,marki n-boom 3 sht.
52,05-08-2020 20:06:30,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0137,11652,4436,388,159,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
53,05-08-2020 20:06:30,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,9,нет,Тбилиси,5 гр,0.0137,11652,4436,388,159,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
54,05-08-2020 20:06:30,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,2,нет,Тбилиси,5 гр,0.0186,17587,6696,585,240,,,,,,True,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
55,05-08-2020 20:06:30,Tbilisi,LD5U,Marshydroo,LSD-25 шишки 10gram,True,1,нет,Тбилиси,10 гр,0.0302,27114,10323,903,370,,,,,,,,,,,,LSD-25 shishki 10gram
56,05-08-2020 20:06:30,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (1 грамм)",True,нет,18,Тбилиси,1 гр,0.0043,3664,1395,122,50,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (1 gramm)"
57,05-08-2020 20:06:30,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,7,Тбилиси,3 гр,0.0119,10259,3906,342,140,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
58,05-08-2020 20:06:30,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0213,18320,6975,610,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
59,05-08-2020 20:06:30,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.023,19786,7533,659,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
60,05-08-2020 20:06:30,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0234,20152,7673,671,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
61,05-08-2020 20:06:30,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0204,17587,6696,585,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
62,05-08-2020 20:06:30,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0238,20519,7812,683,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
63,05-08-2020 20:06:30,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.023,19786,7533,659,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
64,05-08-2020 20:06:30,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0169,16048,6110,534,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
65,05-08-2020 20:06:30,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0186,17587,6696,585,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
66,05-08-2020 20:06:30,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.023,19786,7533,659,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
67,05-08-2020 20:06:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2005,190000,87429,6311,,,,,,,,,,,,,reagent 25i nbome. 5gr
68,05-08-2020 20:06:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.232,219842,83700,7318,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
69,05-08-2020 20:06:30,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0468,40304,15345,1342,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
70,05-08-2020 20:06:30,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0595,51296,19530,1708,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,05-08-2020 20:07:23,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1896,163049,62078,5428,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
72,05-08-2020 20:07:23,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0397,33784,12874,1122,,,,,,,,,,390,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
73,05-08-2020 20:07:23,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0504,47632,18135,1586,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
74,05-08-2020 20:07:23,Tbilisi,7U9YP,ChitosPizz,Сирец мощный Иран 50гр,True,нет,1,Тбилиси,50 гр,0.7734,693000,264080,23011,,,,,,,,,,8000,,,Sirets moschnyj Iran 50gr
75,05-08-2020 20:07:23,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2046,175873,66960,5855,2400,,,,,,,,,,,,100 gr marijuana buds
76,05-08-2020 20:07:23,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2131,183202,69750,6099,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
77,05-08-2020 20:07:23,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5029,432356,164610,14392,5900,,,,,,,,,,,,180 gr marihuana persoalno
78,05-08-2020 20:07:23,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0209,18000,8283,598,,,,True,,,,,,,,,GABAGAMA 250 shtuk
79,05-08-2020 20:07:23,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,2,Тбилиси,500 гр,0.0852,73281,27900,2439,1000,,,,True,,,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
80,05-08-2020 20:07:23,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7245,622885,237150,20735,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,05-08-2020 20:07:23,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0155,14656,5580,488,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
82,05-08-2020 20:07:23,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0213,18320,6975,610,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
83,05-08-2020 20:07:23,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0213,18320,6975,610,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
84,05-08-2020 20:07:23,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0465,43968,16740,1464,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
85,05-08-2020 20:07:23,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.017,14656,5580,488,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
86,05-08-2020 20:07:23,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,2,Тбилиси,1 гр,0.0213,18320,6975,610,250,,,,,,,,,,,,Rabota na marki (kur'er)
87,05-08-2020 20:07:23,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0426,36640,13950,1220,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
88,05-08-2020 20:07:23,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0426,36640,13950,1220,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
89,05-08-2020 20:07:23,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2901,1099209,418500,36591,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
90,05-08-2020 20:07:23,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0426,36640,13950,1220,500,,,,True,,True,True,,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
91,05-08-2020 20:09:44,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.0405,34563,13171,1148,,,,,,,,,,399,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
92,05-08-2020 20:09:44,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,нет,3,Батуми,0.3 гр,0.0258,21984,8370,732,300,,,,,,,,,,,True,METADON - 0.30 - SALE
93,05-08-2020 20:09:44,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0396,33784,12874,1122,,,,,,,,,,390,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
94,05-08-2020 20:09:44,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0193,18320,6975,610,250,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
95,05-08-2020 20:09:44,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0193,18320,6975,610,250,,,,,,,,,,,True,Ischu kur'era v Gruzii!
96,05-08-2020 20:09:44,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.017,14656,5580,488,200,,,,,,,,,,,True,Kur'er Batumi na marihuanu
97,05-08-2020 20:09:44,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2875,1099209,418500,36591,15000,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
98,05-08-2020 20:09:44,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0425,36640,13950,1220,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
