,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Saburtalo,Авлобари,Дигоми,Varketili,Gldani,Didube,Nadzaladevi,€,Центр,Батуми,Кутаиси,desc_en
99,06-05-2020 14:17:21,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.021,14545,5410,488,200,,,,,,,,,,,,,Rabota na marki (kur'er)
100,06-05-2020 14:17:21,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5894,1090895,405750,36606,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
101,06-05-2020 14:18:47,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0037,2532,938,85,,,,,,,,,,32,True,,,Batumi n-booom 2 shtuki
102,06-05-2020 14:18:47,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,3,нет,Батуми,5 гр,0.0315,21818,8115,732,300,,,,,,,,,,True,,,shishki marihuany 5G
103,06-05-2020 14:18:47,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2312,159998,59510,5369,2200,,,,,,,,,,,True,,[100g] SPAIN HASH
104,06-05-2020 14:18:47,Batumi,A3I9,Joookerrr,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0064,4431,1641,149,,,,,,,,,,56,,True,,Marki N-VoooooM!!!! 4 shtuki
105,06-05-2020 14:18:47,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,7,Батуми,10 гр,0.0116,8000,2976,268,110,,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
106,06-05-2020 14:18:47,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1633,112990,51992,3722,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
107,06-05-2020 14:18:47,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2585,178900,82321,5893,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
108,06-05-2020 14:18:47,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7273,2705,244,100,,,,,,,,,,,True,,kur'er v Batumi
109,06-05-2020 14:18:47,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,18182,6763,610,250,,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
110,06-05-2020 14:18:47,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,18182,6763,610,250,,,,,,,,,,,True,,Ischu kur'era v Gruzii!
111,06-05-2020 14:18:47,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5907,1090895,405750,36606,15000,,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
112,06-05-2020 14:18:47,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0525,36363,13525,1220,500,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
113,06-05-2020 14:19:46,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0227,16000,5951,537,220,,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
114,06-05-2020 14:19:46,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0546,37818,14066,1269,520,,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
115,06-05-2020 14:19:46,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0402,28363,10550,952,390,,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
116,06-05-2020 14:19:46,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.021,14545,5410,488,200,,,,,,,,,,,,True,Rabota na marki (kur'er)
