,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Gldani,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
91,27-03-2020 09:25:48,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0282,15744,5720,518,200,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
92,27-03-2020 09:25:48,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,50 гр,0.035,21491,7813,707,,,,,250,,,,,,Rabota na marki (kur'er)
93,27-03-2020 09:25:48,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0282,15744,5720,518,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
94,27-03-2020 09:25:48,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0353,19681,7150,648,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
95,27-03-2020 09:25:48,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1357,1180835,429000,38850,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
96,27-03-2020 09:26:38,Batumi,V4T,COCAcoLA,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,2,нет,Батуми,0.25 гр,0.0268,14957,5434,492,190,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
97,27-03-2020 09:26:38,Batumi,V4T,COCAcoLA,METHADONE 0.25 THE BEST QUALITY VHQ,,9,нет,Батуми,0.25 гр,0.0282,15744,5720,518,200,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
98,27-03-2020 09:26:38,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,3,нет,Батуми,0.7 гр,0.0168,10316,3750,339,,,,,120,,,,True,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
99,27-03-2020 09:26:38,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,1,нет,Батуми,1 гр,0.0385,23617,8580,777,300,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
100,27-03-2020 09:26:38,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,9,нет,Батуми,1 гр,0.0244,14957,5434,492,190,,,,,,,,True,,NZT-52 limited 1 g muka
101,27-03-2020 09:26:38,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,4,нет,Батуми,2 гр,0.0436,26766,9724,881,340,,,,,,,,True,,NZT-52 limited 2g muka
102,27-03-2020 09:26:38,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,22,нет,Батуми,2 гр,0.0058,3543,1287,117,45,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
103,27-03-2020 09:26:38,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,5,нет,Батуми,4 гр,0.009,5511,2002,181,70,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
104,27-03-2020 09:26:38,Batumi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,6,нет,Батуми,6 гр,0.0122,7479,2717,246,95,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
105,27-03-2020 09:26:38,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3104,173189,62920,5698,2200,,,,,,,,True,,[100g] SPAIN HASH
106,27-03-2020 09:26:38,Batumi,XH0NP,XX-PABLO-XX,METADON - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0323,17870,6492,588,227,,,,,,,True,,,METADON - BATUMI - 0.27 G
107,27-03-2020 09:26:38,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0257,15744,5720,518,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
108,27-03-2020 09:26:38,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.285,157445,57200,5180,2000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
109,27-03-2020 09:26:38,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2138,118083,42900,3885,1500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
110,27-03-2020 09:26:38,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0128,7872,2860,259,100,,,,,,,,True,,kur'er v Batumi
111,27-03-2020 09:26:38,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0321,19681,7150,648,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
112,27-03-2020 09:26:38,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0321,19681,7150,648,250,,,,,,,,True,,Ischu kur'era v Gruzii!
113,27-03-2020 09:26:38,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.035,21491,7813,707,,,,,250,,,,True,,Rabota na marki (kur'er)
114,27-03-2020 09:26:38,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1357,1180835,429000,38850,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
115,27-03-2020 09:26:38,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0705,39361,14300,1295,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
116,27-03-2020 09:28:54,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0273,15351,5577,505,195,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
117,27-03-2020 09:28:54,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0217,12202,4433,401,155,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
118,27-03-2020 09:28:54,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0524,29521,10725,971,375,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
119,27-03-2020 09:28:54,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0203,11415,4147,376,145,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
120,27-03-2020 09:28:54,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0412,23223,8437,764,295,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
121,27-03-2020 09:28:54,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,50 гр,0.035,21491,7813,707,,,,,250,,,,,True,Rabota na marki (kur'er)
