,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,07-02-2020 23:12:22,Tbilisi,8ec76151d3,Metadon VHQ 0.25 24/7,True,12,нет,Тбилиси,0.25 гр,0.0163,11425,4446,389,180.0,,,,,,,,,Metadon VHQ 0.25 24/7
1,1,07-02-2020 23:12:22,Tbilisi,32e645c201,"methadone 0,29 gr",,8,нет,Тбилиси,0.29 гр,0.0209,13329,5187,454,210.0,True,,,,,,,,"methadone 0,29 gr"
2,2,07-02-2020 23:12:22,Tbilisi,61df6a1c90,Метадон 0.30гр,True,6,нет,Тбилиси,0.3 гр,0.0162,12060,4693,411,190.0,,,,,,,,,Metadon 0.30gr
3,3,07-02-2020 23:12:22,Tbilisi,8a650ecf5f,"A PVP 0,33 VHQ",True,2,нет,Тбилиси,0.33 гр,0.0057,3808,1482,130,60.0,,,,,,,,,"A PVP 0,33 VHQ"
4,4,07-02-2020 23:12:22,Tbilisi,2dbb5960b9,Methadone HQ in city 0.35g,True,1,нет,Тбилиси,0.35 гр,0.0179,11425,4446,389,180.0,,,,,,,,,Methadone HQ in city 0.35g
5,5,07-02-2020 23:12:22,Tbilisi,366326d4d6,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,1,нет,Тбилиси,0.5 гр,0.012,7553,2939,257,119.0,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
6,6,07-02-2020 23:12:22,Tbilisi,da96c34455,ALFA PVP in City 0.5g,True,4,нет,Тбилиси,0.5 гр,0.008,5078,1976,173,80.0,,,,,,,,,ALFA PVP in City 0.5g
7,7,07-02-2020 23:12:22,Tbilisi,8219f5e7b8,"Cocaine, 0.5 g",True,2,нет,Тбилиси,0.5 гр,0.011000000000000001,6982,2717,238,110.0,,,,,,,,,"Cocaine, 0.5 g"
8,8,07-02-2020 23:12:22,Tbilisi,be97026d1d,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0102,6665,2594,227,105.0,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
9,9,07-02-2020 23:12:22,Tbilisi,8219f5e7b8,Ketamine 0.5g,True,16,нет,Тбилиси,0.5 гр,0.006,3808,1482,130,60.0,,,,,,,,,Ketamine 0.5g
10,10,07-02-2020 23:12:22,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0099,6918,2692,236,109.0,,,,,,,,,Pure COCAINE VHQ 0.5g
11,11,07-02-2020 23:12:22,Tbilisi,dd631c4acf,❄❄❄0.5g HQ COCAINE❄❄❄,True,4,нет,Тбилиси,0.5 гр,0.0099,6284,2445,214,99.0,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
12,12,07-02-2020 23:12:22,Tbilisi,61df6a1c90,Метадон 0.6гр,True,3,нет,Тбилиси,0.6 гр,0.027999999999999997,19676,7657,670,310.0,,,,,,,,,Metadon 0.6gr
13,13,07-02-2020 23:12:22,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,12,нет,Тбилиси,0.8 гр,0.0119,7617,2964,259,120.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
14,14,07-02-2020 23:12:22,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,2,нет,Тбилиси,1 гр,0.0041,2856,1112,97,45.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
15,15,07-02-2020 23:12:22,Tbilisi,8ec76151d3,Apvp VHQ 1g 24/7,True,7,нет,Тбилиси,1 гр,0.0119,7617,2964,259,120.0,,,,,,,,,Apvp VHQ 1g 24/7
16,16,07-02-2020 23:12:22,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,2,нет,Тбилиси,1 гр,0.0221,13964,5434,476,220.0,,,,,,,,,"Cocaine, 1g"
17,17,07-02-2020 23:12:22,Tbilisi,8219f5e7b8,Ketamine 1g,True,13,нет,Тбилиси,1 гр,0.01,6347,2470,216,100.0,,,,,,,,,Ketamine 1g
18,18,07-02-2020 23:12:22,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0452,31736,12350,1081,500.0,,,,,,,,,Metadon VHQ 1 24/7
19,19,07-02-2020 23:12:23,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.018000000000000002,11361,4421,387,179.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
20,20,07-02-2020 23:12:23,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,7,нет,Тбилиси,1 гр,0.0127,8886,3458,303,140.0,,,,,,,,,NZT-52 mind storm limited 1g muka
21,21,07-02-2020 23:12:23,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0143,9521,3705,324,150.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
22,22,07-02-2020 23:12:23,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0186,11996,4668,409,189.0,,,,,,,,,Kokain HQ 1g.
