,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
53,03-02-2020 11:00:19,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0795,53668,21378,1817,850,,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
54,03-02-2020 11:00:19,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0883,53668,21378,1817,850,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
55,03-02-2020 11:00:19,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,4,нет,Тбилиси,5 гр,0.0156,9471,3773,321,150,,,,,,,,,,"LSD - 250 ug, 5 pieces"
56,03-02-2020 11:00:19,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,4,нет,Тбилиси,5 гр,0.0165,10039,3999,340,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
57,03-02-2020 11:00:19,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,2,нет,Тбилиси,5 гр,0.016,9723,3873,329,154,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
58,03-02-2020 11:00:19,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.0803,54236,21604,1837,859,,,,,,,,,,VHQ BEST Cocaine 5g.
59,03-02-2020 11:00:19,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0207,13259,5282,449,210,,,,,,,,,,gashish evro 5g
60,03-02-2020 11:00:19,Tbilisi,9VLN,AlienShop,❄❄5g. HQ coco Best OFFER❄❄,True,1,нет,Тбилиси,5 гр,0.0947,57519,22912,1948,911,,,,,,,,,,❄❄5g. HQ coco Best OFFER❄❄
61,03-02-2020 11:00:19,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.041,25192,10035,853,399,True,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
62,03-02-2020 11:00:19,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,12,нет,Тбилиси,10 гр,0.0275,16858,6715,571,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
63,03-02-2020 11:00:19,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0395,25255,10060,855,400,,,,,,,,,,gashish evro 10g
64,03-02-2020 11:00:19,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -30 %,True,3,нет,Тбилиси,11 гр,0.1203,104396,41550,3535,,,1500,,,,,,,,* SALE * COCAINE Peru 11 gr BTC -30 %
65,03-02-2020 11:00:19,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 280mg MDMA.,True,1,10,Тбилиси,15 гр,0.0463,28412,11318,962,450,,,,,,,,,,15x Extasy Duracell 280mg MDMA.
66,03-02-2020 11:00:19,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0767,49059,19542,1661,777,,,,,,,,,,Gashish Evro 20gr
67,03-02-2020 11:00:19,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr,True,2,нет,Тбилиси,22 гр,0.2085,180954,72020,6128,,,2600,,,,,,,,* SALE *COCAINE Peru 20+2 gr
68,03-02-2020 11:00:19,Tbilisi,6ZR,Geogrowers,Exstasy blue punisher 25 шт BTC -10%,True,1,нет,Тбилиси,25 гр,0.0795,53668,21378,1817,850,,,,,,,,,,Exstasy blue punisher 25 sht BTC -10%
69,03-02-2020 11:00:19,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.026,15785,6288,535,250,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
70,03-02-2020 11:00:19,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0364,22098,8803,748,350,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
71,03-02-2020 11:01:06,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0623,37883,15090,1283,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
72,03-02-2020 11:01:06,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0226,13890,5533,470,220,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
73,03-02-2020 11:01:06,Tbilisi,03F3,geoshop,5 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 2g,True,нет,1,Тбилиси,2 гр,0.0206,12628,5030,428,200,,,,,,,,,,5 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 2g
74,03-02-2020 11:01:06,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0412,25255,10060,855,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
75,03-02-2020 11:01:06,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0247,15153,6036,513,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
76,03-02-2020 11:01:06,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0257,15785,6288,535,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
77,03-02-2020 11:01:06,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1403,94708,37725,3207,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
78,03-02-2020 11:01:06,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0257,15785,6288,535,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
79,03-02-2020 11:01:06,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0257,15785,6288,535,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
80,03-02-2020 11:01:06,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0205,12565,5005,425,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
81,03-02-2020 11:01:06,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 280mg MDMA.,True,нет,10,Тбилиси,5 гр,0.0182,11049,4401,374,175,,,,,,,,,,5x Extasy Duracell 280mg MDMA.
82,03-02-2020 11:01:06,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0257,15785,6288,535,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
83,03-02-2020 11:01:06,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0205,13827,5508,468,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
84,03-02-2020 11:01:06,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0195,13196,5256,447,209,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
85,03-02-2020 11:01:06,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0257,15785,6288,535,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
86,03-02-2020 11:01:06,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,20,Тбилиси,5 гр,0.0187,12628,5030,428,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
87,03-02-2020 11:01:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2074,140000,64421,4740,,,,,,,,,,,reagent 25i nbome. 5gr
88,03-02-2020 11:01:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2806,189416,75450,6414,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
89,03-02-2020 11:01:06,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,4,Тбилиси,5 гр,0.0196,11933,4753,404,189,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
90,03-02-2020 11:01:06,Tbilisi,9VLN,AlienShop,💊💊5. ecstasy Tekashi69💊💊,True,нет,1,Тбилиси,5 гр,0.0192,11681,4653,396,185,,,,,,,,,,💊💊5. ecstasy Tekashi69💊💊
91,03-02-2020 11:01:06,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0508,30875,12298,1045,489,,,,,,,,,,💘✨5g. MDMA ✨💘
92,03-02-2020 11:01:06,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.041,25192,10035,853,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
93,03-02-2020 11:01:06,Tbilisi,9VLN,AlienShop,10 грам. Амфетамин SPEED,True,нет,5,Тбилиси,10 гр,0.0416,25255,10060,855,400,,,,,,,,,,10 gram. Amfetamin SPEED
94,03-02-2020 11:01:06,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.187,126277,50300,4276,2000,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
95,03-02-2020 11:01:06,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0823,50511,20120,1710,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
96,03-02-2020 11:01:06,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0373,25192,10035,853,399,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
97,03-02-2020 11:01:06,Tbilisi,NLKH,STARS,Extazy MORTAL KOMBAT 204 . 280 mg 10 shtuk. SALE SALE SALE ....,True,нет,3,Тбилиси,10 гр,0.0226,13890,5533,470,220,,,,,,,,,,Extazy MORTAL KOMBAT 204 . 280 mg 10 shtuk. SALE SALE SALE ....
98,03-02-2020 11:01:06,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2289,140483,55959,4757,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
99,03-02-2020 11:01:06,Tbilisi,9VLN,AlienShop,️‍🌈10. LSD 200ug.🌈,True,нет,3,Тбилиси,10 гр,0.0331,20141,8023,682,319,,,,,,,,,,️‍🌈10. LSD 200ug.🌈
100,03-02-2020 11:01:06,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.084,51016,20321,1728,808,,,,,,,,,,💘✨10gram MDMA ✨💘
101,03-02-2020 11:01:06,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3086,208357,82995,7055,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
102,03-02-2020 11:01:06,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1122,75766,30180,2566,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
103,03-02-2020 11:01:06,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0888,56825,22635,1924,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
104,03-02-2020 11:01:52,Tbilisi,ABOAB,ProGrow,100G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,100 гр,0.1678,107335,42755,3635,1700,,,,,,,,,,100G -- HYBRID-> Skidka 5% za BTC
105,03-02-2020 11:01:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2057,126277,50300,4276,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
106,03-02-2020 11:01:52,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1851,113649,45270,3848,1800,,,,,,,,,,Hybrid Skunk! 100 gr
