,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,03-02-2020 10:59:57,Tbilisi,Z5UFK,Vein,DMT A.K.A. Молекула Духа 0.28,True,1,нет,Тбилиси,0.28 гр,0.0229,14080,5608,477,223,,,,,,,,,,DMT A.K.A. Molekula Duha 0.28
1,03-02-2020 10:59:57,Tbilisi,LYHBG,Playboy,0.5 g. Ketamine,True,10,нет,Тбилиси,0.5 гр,0.0061,3725,1484,126,59,,,,,,,,,,0.5 g. Ketamine
2,03-02-2020 10:59:57,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",True,6,нет,Тбилиси,0.5 гр,0.0103,6251,2490,212,99,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
3,03-02-2020 10:59:57,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,8,нет,Тбилиси,0.5 гр,0.0102,6882,2741,233,109,,,,,,,,,,Pure COCAINE VHQ 0.5g
4,03-02-2020 10:59:57,Tbilisi,9VLN,AlienShop,❄❄❄0.5g HQ COCAINE❄❄❄,True,9,нет,Тбилиси,0.5 гр,0.0093,5682,2264,192,90,,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
5,03-02-2020 10:59:57,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL)! 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0154,9471,3773,321,150,,,,,,,,,,SUBUTEX B8 (ORIGINAL)! 0.8 gr. (1 shtuka)
6,03-02-2020 10:59:57,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,True,4,нет,Тбилиси,1 гр,0.0042,2652,1056,90,42,True,,,,,,,,,1G -- AK-47 -> Sativa
7,03-02-2020 10:59:57,Tbilisi,ABOAB,ProGrow,1G -- G/S Cookie -> Sativa,,1,нет,Тбилиси,1 гр,0.0045,2841,1132,96,45,True,,,,,,,,,1G -- G/S Cookie -> Sativa
8,03-02-2020 10:59:57,Tbilisi,LYHBG,Playboy,1g MDMA - !!!NEW!!! - Purity 93%,True,1,нет,Тбилиси,1 гр,0.0103,6251,2490,212,99,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
9,03-02-2020 10:59:57,Tbilisi,WLV7F,AGsgrowgro,1gr hybrid mix,True,4,нет,Тбилиси,1 гр,0.0049,3283,1308,111,52,,,,,,,,,,1gr hybrid mix
10,03-02-2020 10:59:57,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,1 гр,0.0092,5916,2355,200,,,85,,,,,,,,1gr mdma (skidka v bitkoin 5%)
11,03-02-2020 10:59:57,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,7,нет,Тбилиси,1 гр,0.0206,12501,4980,423,198,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
12,03-02-2020 10:59:57,Tbilisi,03F3,geoshop,2 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,2,нет,Тбилиси,1 гр,0.0082,5051,2012,171,80,,,,,,,,,,2 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
13,03-02-2020 10:59:57,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,6,нет,Тбилиси,1 гр,0.0123,7577,3018,257,120,,,,,,,,,,Apvp VHQ 1g 24/7
14,03-02-2020 10:59:57,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0228,13890,5533,470,220,,,,,,,,,,"Cocaine, 1g"
15,03-02-2020 10:59:57,Tbilisi,Z5UFK,Vein,Crystal Mephedrone 1g,True,2,нет,Тбилиси,1 гр,0.0112,6882,2741,233,109,,,,,,,,,,Crystal Mephedrone 1g
16,03-02-2020 10:59:57,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,1,нет,Тбилиси,1 гр,0.0067,4524,1801,153,,,65,,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
17,03-02-2020 10:59:57,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,9,нет,Тбилиси,1 гр,0.0104,6314,2515,214,100,,,,,,,,,,Ketamine 1g
18,03-02-2020 10:59:57,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,6,нет,Тбилиси,1 гр,0.0092,5619,2238,190,89,,,,,,,,,,Ketamine 1g.
19,03-02-2020 10:59:57,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0467,31569,12575,1069,500,,,,,,,,,,Metadon VHQ 1 24/7
20,03-02-2020 10:59:57,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.0186,11302,4502,383,179,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
21,03-02-2020 10:59:57,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,5,нет,Тбилиси,1 гр,0.0131,8839,3521,299,140,,,,,,,,,,NZT-52 mind storm limited 1g muka
22,03-02-2020 10:59:57,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0186,12565,5005,425,199,,,,,,,,,,VHQ BEST Cocaine 1g.
23,03-02-2020 10:59:57,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0203,12565,5005,425,199,,,,,,,,,,Kokain HQ 1g.
24,03-02-2020 10:59:57,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,5,нет,Тбилиси,1 гр,0.0205,12565,5005,425,199,,,True,,,,,,,Kokain KOLUMBIA 1g
25,03-02-2020 10:59:57,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0463,28412,11318,962,450,,,,,,,,,,"Metadon, 1gr"
26,03-02-2020 10:59:57,Tbilisi,JPY,OaksShopp,мощный гибрид /hybrid weed 1g strong,,8,нет,Тбилиси,1 гр,0.0033,2210,880,75,35,True,,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
27,03-02-2020 10:59:57,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,True,4,нет,Тбилиси,1 гр,0.0103,6251,2490,212,99,,,,,,,,,,✨ 1g. MDMA ✨
28,03-02-2020 10:59:57,Tbilisi,9VLN,AlienShop,❄1g. New COCAINE!!❄,True,2,нет,Тбилиси,1 гр,0.0187,11365,4527,385,180,,,,,,,,,,❄1g. New COCAINE!!❄
29,03-02-2020 10:59:57,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,2 гр,0.0076,4872,1939,165,,,70,,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
30,03-02-2020 10:59:57,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,True,1,нет,Тбилиси,2 гр,0.0098,5998,2389,203,95,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
31,03-02-2020 10:59:57,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0394,23930,9532,810,379,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
32,03-02-2020 10:59:57,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 2G (BTC sale 10%)",True,4,нет,Тбилиси,2 гр,0.0082,5556,2213,188,88,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 2G (BTC sale 10%)"
33,03-02-2020 10:59:57,Tbilisi,ITJ,seazon,Georgian Sativa 2 gr //btc 10 % sale// sale sale sale !!!,,5,нет,Тбилиси,2 гр,0.0035,2336,931,79,37,True,,,,,,,,,Georgian Sativa 2 gr //btc 10 % sale// sale sale sale !!!
34,03-02-2020 10:59:57,Tbilisi,Z9UT,Rainbow,Hybrid Marijuana High Quality 2G,True,2,нет,Тбилиси,2 гр,0.0082,5051,2012,171,80,,,,,,,,,,Hybrid Marijuana High Quality 2G
35,03-02-2020 10:59:57,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0187,11365,4527,385,180,,,,,,,,,,Ketamine 2 g
36,03-02-2020 11:00:19,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0187,11365,4527,385,180,,,,,,,,,,Ketamine 2 g
37,03-02-2020 11:00:19,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0073,4420,1761,150,70,,,,,,,,,,"LSD - 250 ug, 2 pieces"
38,03-02-2020 11:00:19,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0224,15153,6036,513,240,,,,,,,,,,NZT-52 mind storm limited 2g muka
39,03-02-2020 11:00:19,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0365,24624,9809,834,390,,,,,,,,,,VHQ BEST Cocaine 2g.
40,03-02-2020 11:00:19,Tbilisi,V4T,COCAcoLA,Гашиш gashish 2 грамма лучшая цена 10% при покупки биткойном!,True,7,нет,Тбилиси,2 гр,0.011,6882,2741,233,109,,,,,,,,,,Gashish gashish 2 gramma luchshaja tsena 10% pri pokupki bitkojnom!
41,03-02-2020 11:00:19,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0394,25192,10035,853,399,,,,,,,,,,Kokain HQ 2g.
42,03-02-2020 11:00:19,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,1,нет,Тбилиси,2 гр,0.0374,22730,9054,770,360,,,,,,,,,,❄❄2g HQ COCAINE❄❄
43,03-02-2020 11:00:19,Tbilisi,NLKH,STARS,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.0345,21151,8425,716,335,,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
44,03-02-2020 11:00:19,Tbilisi,9Y6T,MrKind,HQ сатива 2.3г,,4,нет,Тбилиси,2.3 гр,0.0057,3473,1383,118,55,,,,True,,,,,,HQ sativa 2.3g
45,03-02-2020 11:00:19,Tbilisi,LYHBG,Playboy,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,3 гр,0.0103,6251,2490,212,99,,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
46,03-02-2020 11:00:19,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 280mg MDMA. Акция 1+1=3,True,2,нет,Тбилиси,3 гр,0.0083,5051,2012,171,80,,,,,,,,,,3x Extasy Duracell 280mg MDMA. Aktsija 1+1=3
47,03-02-2020 11:00:19,Tbilisi,9VLN,AlienShop,3г. SPEED Амфетамин стимулятор,True,1,нет,Тбилиси,3 гр,0.0103,6251,2490,212,99,,,,,,,,,,3g. SPEED Amfetamin stimuljator
48,03-02-2020 11:00:19,Tbilisi,V4T,COCAcoLA,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.0166,10418,4150,353,165,True,,,,,,,,,GASHISH 3 gr luchshaja tsena
49,03-02-2020 11:00:19,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0337,22730,9054,770,360,,,,,,,,,,NZT-52 mind storm limited 3g muka
50,03-02-2020 11:00:19,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.0103,6251,2490,212,99,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
51,03-02-2020 11:00:19,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0165,10039,3999,340,159,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
52,03-02-2020 11:00:19,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0161,9786,3898,331,155,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
