,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Varketili,€,Vake,Saburtalo,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
104,03-02-2020 15:59:41,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0995,60714,23893,2031,950,,,,,,,,,,,Hybrid Skunk! 50 gr
105,03-02-2020 15:59:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2095,127818,50300,4276,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
106,03-02-2020 15:59:41,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1886,115036,45270,3848,1800,,,,,,,,,,,Hybrid Skunk! 100 gr
107,03-02-2020 15:59:41,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2619,159773,62875,5345,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
108,03-02-2020 15:59:41,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.041,27481,10815,919,430,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
109,03-02-2020 15:59:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.482,293982,115690,9835,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
110,03-02-2020 15:59:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7858,479318,188625,16035,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
111,03-02-2020 15:59:41,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8906,543227,213775,18173,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
112,03-02-2020 15:59:41,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0191,12782,5030,428,200,,,,,,,,,,,KURYER..500RUB.+BONUS
113,03-02-2020 15:59:41,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0191,12782,5030,428,200,,,,,,,,,,,Trebuetsja Kur'er
114,03-02-2020 15:59:41,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.021,12782,5030,428,200,,,,,,,,,,,Trebuetsja sotrudnik
115,03-02-2020 15:59:41,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.021,12782,5030,428,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
116,03-02-2020 15:59:41,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0262,15977,6288,535,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
117,03-02-2020 15:59:41,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5859,958637,377250,32070,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
118,03-02-2020 16:01:11,Batumi,O9SXJ,Parnavaz,"Шишки OGKZ, 3гр.",,1,нет,Батуми,3 гр,157.6721,95224559,37473500,3185620,1490000,,,,,,,,True,,,"Shishki OGKZ, 3gr."
119,03-02-2020 16:01:11,Batumi,SM7B,SWEETWEED,Гашиш Евро 4гр,,1,нет,Батуми,4 гр,0.0205,12782,5030,428,200,,,,,,,,,True,,Gashish Evro 4gr
120,03-02-2020 16:01:11,Batumi,6UG,Good Enuff,Мощные жирные марки 25i nbome 50шт. Готовые клады в Грузии от производителя!,,1,нет,Батуми,50 гр,0.0324,21729,8551,727,340,,,,,,,,,True,,Moschnye zhirnye marki 25i nbome 50sht. Gotovye klady v Gruzii ot proizvoditelja!
121,03-02-2020 16:01:11,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G,,5,10,Батуми,0.27 гр,0.0265,15977,6288,535,250,,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G
122,03-02-2020 16:01:11,Batumi,7LJT,Suboxine77,suboxine HQ -1 G,,нет,3,Батуми,1 гр,0.01,6071,2389,203,95,,,,,,,,True,,,suboxine HQ -1 G
123,03-02-2020 16:01:11,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,19,Батуми,5 гр,0.0191,12782,5030,428,200,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
124,03-02-2020 16:01:11,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0995,60714,23893,2031,950,,,,,,,,,True,,Hybrid Skunk! 50 gr
125,03-02-2020 16:01:11,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1886,115036,45270,3848,1800,,,,,,,,,True,,Hybrid Skunk! 100 gr
126,03-02-2020 16:01:11,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3175,191727,75450,6414,3000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
127,03-02-2020 16:01:11,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2646,159773,62875,5345,2500,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
128,03-02-2020 16:01:11,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0106,6391,2515,214,100,,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
129,03-02-2020 16:01:11,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0048,3195,1258,107,50,,,,,,,,,True,,kur'er v Batumi
130,03-02-2020 16:01:11,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0048,3195,1258,107,50,,,,,,,,,True,,Vakansija Kur'era v Batumi
131,03-02-2020 16:01:11,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0075,5000,2301,169,,,,,,,,,,True,,Vakansija Kur'era v Batumi
132,03-02-2020 16:01:11,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0238,15977,6288,535,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
133,03-02-2020 16:01:11,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5859,958637,377250,32070,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
134,03-02-2020 16:01:11,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0524,31955,12575,1069,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
135,03-02-2020 16:02:42,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,4,Кутаиси,1 гр,0.0039,2365,931,79,37,,,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
136,03-02-2020 16:02:42,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.0111,6710,2641,224,105,,,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
137,03-02-2020 16:02:42,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 5g",,нет,3,Кутаиси,5 гр,0.0169,10225,4024,342,160,,,,,,,,,,True,"Shishki/Weeds OG Kush, 5g"
138,03-02-2020 16:02:42,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0106,6391,2515,214,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
