,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,01-03-2020 13:17:31,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,2,нет,Тбилиси,0.25 гр,0.0258,15408,5681,515,230,,,,,,,,,,Metadon VHQ 0.25 24/7
1,01-03-2020 13:17:31,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,5,нет,Тбилиси,1 гр,0.0049,3216,1186,107,48,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
2,01-03-2020 13:17:31,Tbilisi,03F3,geoshop,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1 гр,0.0056,3350,1235,112,50,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
3,01-03-2020 13:17:31,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0674,40195,14820,1343,600,,,,,,,,,,Metadon VHQ 1 24/7
4,01-03-2020 13:17:31,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,6,нет,Тбилиси,2 гр,0.0087,5694,2100,190,85,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
5,01-03-2020 13:17:31,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,1,нет,Тбилиси,2 гр,0.0101,6029,2223,202,90,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
6,01-03-2020 13:17:31,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0356,21437,7904,717,320,True,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
7,01-03-2020 13:17:31,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,1,нет,Тбилиси,2 гр,0.0392,23380,8620,781,349,,True,,,,,,,,Kokain KOLUMBIA 2g
8,01-03-2020 13:17:31,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0964,56942,20995,1903,850,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
9,01-03-2020 13:17:31,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,1,нет,Тбилиси,5 гр,0.017,10049,3705,336,150,,,,,,,,,,"LSD - 250 ug, 5 pieces"
