,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Дигоми,Gldani,Varketili,Авлобари,Didube,€,Old Tbilisi (Старый город),Центр,Батуми,Кутаиси,desc_en
14,04-05-2020 17:28:49,Tbilisi,A3SS3,Parrots,"Somango, MARIJUANA BUDS 1.5G, BTC SALE 10%",,10,нет,Тбилиси,1.5 гр,0.0068,5091,1901,169,70,,True,True,True,True,True,,,,,,,"Somango, MARIJUANA BUDS 1.5G, BTC SALE 10%"
15,04-05-2020 17:28:49,Tbilisi,LYHBG,Playboy,2 ECSTASY << PACO RABANNE >>,True,5,нет,Тбилиси,2 гр,0.0096,6473,2416,215,89,,,,,,,,,,,,,2 ECSTASY << PACO RABANNE >>
16,04-05-2020 17:28:49,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,2 гр,0.0096,6473,2416,215,89,,,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
17,04-05-2020 17:28:49,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds.,,3,нет,Тбилиси,2 гр,0.0092,6182,2308,205,85,,,,True,,,,,,,,,2g super Skunk top class buds.
18,04-05-2020 17:28:49,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,5,нет,Тбилиси,2 гр,0.0076,5091,1901,169,70,,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
19,04-05-2020 17:28:49,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,11,нет,Тбилиси,2 гр,0.0095,6473,2416,215,89,,,,,,,True,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
20,04-05-2020 17:28:49,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0508,34909,13032,1159,480,,,,,,,,,,,,,VHQ BEST Cocaine 2g.
21,04-05-2020 17:28:49,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,2 гр,0.0091,6182,2308,205,85,,True,,,,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
22,04-05-2020 17:28:49,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,4,нет,Тбилиси,3 гр,0.0129,8654,3231,287,119,,,,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
23,04-05-2020 17:28:49,Tbilisi,LYHBG,Playboy,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,3 гр,0.0129,8654,3231,287,119,,,,,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
24,04-05-2020 17:28:49,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds.,,2,нет,Тбилиси,3 гр,0.0128,8654,3231,287,119,,,,True,,,,,,,,,3g superskunk top class buds.
25,04-05-2020 17:28:49,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0113,7636,2851,254,105,,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
26,04-05-2020 17:28:49,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,,1,нет,Тбилиси,3 гр,0.0129,8654,3231,287,119,,True,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
27,04-05-2020 17:28:49,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0329,23272,8688,773,320,,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
28,04-05-2020 17:28:49,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0318,21818,8145,724,300,,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
29,04-05-2020 17:28:49,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,5 гр,0.0189,12727,4751,423,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
30,04-05-2020 17:28:49,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 5g TOP VHQ,True,2,нет,Тбилиси,5 гр,0.0171,11636,4344,386,160,,,,,,,,,,,,,AKA-47 ONLY BUDS 5g TOP VHQ
31,04-05-2020 17:28:49,Tbilisi,PTO3,MeDuZa777,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%,True,3,нет,Тбилиси,10 гр,0.0407,27636,10317,917,380,,,,,,,,,,,,,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%
32,04-05-2020 17:28:49,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0411,29091,10860,966,400,,,,,,,,,,,,,gashish evro 10g
33,04-05-2020 17:28:49,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,6,нет,Тбилиси,20 гр,0.0433,29454,10996,978,405,,,True,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
34,04-05-2020 17:28:49,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0798,56508,21096,1876,777,,,,,,,,,,,,,Gashish Evro 20gr
35,04-05-2020 17:28:49,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1945,145453,54300,4829,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,04-05-2020 17:29:57,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0802,56508,21096,1876,777,,,,,,,,,,,,,Gashish Evro 20gr
37,04-05-2020 17:29:57,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1956,145453,54300,4829,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
38,04-05-2020 17:29:57,Tbilisi,8B31,GEOWEEDSHOP,100 гр Марихуана шишки. ИНДИКА. оптовая Цена,,1,нет,Тбилиси,100 гр,0.1827,123562,46128,4102,1699,,True,,,,,,,,,,,100 gr Marihuana shishki. INDIKA. optovaja Tsena
39,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.2 грамм",True,нет,13,Тбилиси,0.2 гр,0.0042,2836,1059,94,39,,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.2 gramm"
40,04-05-2020 17:29:57,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,7,Тбилиси,1 гр,0.0172,11636,4344,386,160,,,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
41,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",True,нет,2,Тбилиси,1 гр,0.0145,9818,3665,326,135,,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
42,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0351,26109,9768,867,,,,,,,,,330,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
43,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,"""JoKer Express"" - Марки н боом 2 штуки!",True,нет,42,Тбилиси,2 гр,0.0038,2545,950,85,35,,,,,,,,,,,,,"""JoKer Express"" - Marki n boom 2 shtuki!"
44,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,4,Тбилиси,2 гр,0.0228,15273,5702,507,210,,,,,,,,,,,,,✨✨2gram. MDMA✨✨
45,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0401,26836,10018,891,369,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
46,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0629,42109,15720,1398,579,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
47,04-05-2020 17:29:57,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.043,29091,10860,966,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,Предзаказ н-бооом 4 штуки!!!,True,нет,6,Тбилиси,4 гр,0.0065,4364,1629,145,60,,,,,,,,,,,,,Predzakaz n-booom 4 shtuki!!!
49,04-05-2020 17:29:57,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0592,39999,14933,1328,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,04-05-2020 17:29:57,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0253,17091,6380,567,235,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
51,04-05-2020 17:29:57,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0258,17454,6516,579,240,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
52,04-05-2020 17:29:57,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0247,16727,6245,555,230,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
53,04-05-2020 17:29:57,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0258,17454,6516,579,240,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
54,04-05-2020 17:29:57,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0258,17454,6516,579,240,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
55,04-05-2020 17:29:57,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0258,17454,6516,579,240,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,04-05-2020 17:29:57,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,True,нет,10,Тбилиси,5 гр,0.0258,17454,6516,579,240,,,,,,,,,,,,,5gr Stardawg Auto WEED BUDS
57,04-05-2020 17:29:57,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0247,16727,6245,555,230,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
58,04-05-2020 17:29:57,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0214,15927,5946,529,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
59,04-05-2020 17:29:57,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0253,17091,6380,567,235,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,04-05-2020 17:29:57,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0172,11636,4344,386,160,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
61,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,"Марки Н-ВоооооМ!!!! ""Джокер экспресс"" 5 штук",True,нет,74,Тбилиси,5 гр,0.0054,3636,1358,121,50,,,,,,,,,,,,,"Marki N-VoooooM!!!! ""Dzhoker ekspress"" 5 shtuk"
62,04-05-2020 17:29:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2554,190000,87429,6306,,,,,,,,,,,,,,reagent 25i nbome. 5gr
63,04-05-2020 17:29:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2933,218179,81450,7243,3000,,,,,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
64,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1042,69745,26037,2315,959,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
65,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,3,Тбилиси,5 гр,0.0205,13745,5131,456,189,,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
66,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0206,13818,5159,459,190,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
67,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0531,35563,13276,1181,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
68,04-05-2020 17:29:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0205,13745,5131,456,189,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,04-05-2020 17:29:57,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",True,нет,8,Тбилиси,10 гр,0.0118,8000,2987,266,110,,,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
70,04-05-2020 17:30:38,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.075,50908,19005,1690,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,04-05-2020 17:30:38,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0343,23272,8688,773,320,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
72,04-05-2020 17:30:38,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,40,Тбилиси,10 гр,0.0107,7273,2715,241,100,,,,,,,,,,,,,10G Hybrid Marijuana Leafs
73,04-05-2020 17:30:38,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0857,58181,21720,1931,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,04-05-2020 17:30:38,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0311,21091,7874,700,290,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
75,04-05-2020 17:30:38,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2383,161816,60409,5372,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,04-05-2020 17:30:38,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1687,113380,42327,3764,1559,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
77,04-05-2020 17:30:38,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0399,26836,10018,891,369,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
78,04-05-2020 17:30:38,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.541,363632,135750,12072,5000,,,,,,,,,,,,,METADON - 20 G.
79,04-05-2020 17:30:38,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0648,43563,16263,1446,599,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
80,04-05-2020 17:30:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1178,79999,29865,2656,1100,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
81,04-05-2020 17:30:38,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2571,174543,65160,5794,2400,,,,,,,,,,,,,100 gr marijuana buds
82,04-05-2020 17:30:38,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,2,Тбилиси,100 гр,0.3214,218179,81450,7243,3000,,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
83,04-05-2020 17:30:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2142,145453,54300,4829,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
84,04-05-2020 17:30:38,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2678,181816,67875,6036,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
85,04-05-2020 17:30:38,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.632,429085,160185,14244,5900,,,,,,,,,,,,,180 gr marihuana persoalno
86,04-05-2020 17:30:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4928,334541,124890,11106,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
87,04-05-2020 17:30:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8034,545447,203625,18107,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
88,04-05-2020 17:30:38,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9105,618174,230775,20522,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
89,04-05-2020 17:30:38,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0195,14545,5430,483,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
90,04-05-2020 17:30:38,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0214,14545,5430,483,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,04-05-2020 17:30:38,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0268,18182,6788,604,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,04-05-2020 17:30:38,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0214,14545,5430,483,200,,,,,,,,,,,,,Rabota na marki (kur'er)
93,04-05-2020 17:30:38,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6215,1090895,407250,36215,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
94,04-05-2020 17:31:52,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0037,2532,947,84,,,,,,,,,32,,True,,,Batumi n-booom 2 shtuki
95,04-05-2020 17:31:52,Batumi,A3I9,Joookerrr,Батуми н-бооом 5 штук,,1,нет,Батуми,5 гр,0.0063,4747,1776,158,,,,,,,,,60,,,True,,Batumi n-booom 5 shtuk
96,04-05-2020 17:31:52,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,4,нет,Батуми,5 гр,0.0321,21818,8145,724,300,,,,,,,,,,True,,,shishki marihuany 5G
97,04-05-2020 17:31:52,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2354,159998,59730,5311,2200,,,,,,,,,,,True,,[100g] SPAIN HASH
98,04-05-2020 17:31:52,Batumi,A3I9,Joookerrr,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0065,4431,1658,147,,,,,,,,,56,,,True,,Marki N-VoooooM!!!! 4 shtuki
99,04-05-2020 17:31:52,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,8,Батуми,10 гр,0.0118,8000,2987,266,110,,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
100,04-05-2020 17:31:52,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1662,112990,51992,3750,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
101,04-05-2020 17:31:52,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2632,178890,82316,5937,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
102,04-05-2020 17:31:52,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0097,7273,2715,241,100,,,,,,,,,,,True,,kur'er v Batumi
