,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
38,38,15-03-2020 23:15:13,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0612,26714,9815,854,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
39,39,15-03-2020 23:15:13,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0151,7246,2662,232,99.0,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,40,15-03-2020 23:15:13,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0643,29275,10756,936,400.0,,,,,,,,,,,gashish evro 10g
41,41,15-03-2020 23:15:13,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.1332,58185,21378,1860,795.0,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
42,42,15-03-2020 23:15:13,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,15,5,Тбилиси,0.27 гр,0.0457,19761,7260,632,270.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
43,43,15-03-2020 23:15:13,Tbilisi,2dbb5960b9,Methadone HQ in city 0.35g,True,нет,4,Тбилиси,0.35 гр,0.0385,16833,6185,538,230.0,,,,,,,,,,,Methadone HQ in city 0.35g
44,44,15-03-2020 23:15:14,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,2,Тбилиси,0.75 гр,0.062,27080,9949,866,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
45,45,15-03-2020 23:15:14,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.1185,51232,18823,1638,700.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
46,46,15-03-2020 23:15:14,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,2,Тбилиси,1.4 гр,0.1173,51232,18823,1638,700.0,,,,,,,,,,,Methadone HQ in city 1.4g
47,47,15-03-2020 23:15:14,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0999,43181,15865,1381,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
48,48,15-03-2020 23:15:14,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.067,29275,10756,936,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,49,15-03-2020 23:15:14,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0922,40254,14790,1287,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,50,15-03-2020 23:15:14,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0261,11417,4195,365,156.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,51,15-03-2020 23:15:14,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0334,14564,5351,466,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,52,15-03-2020 23:15:14,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0268,11710,4302,374,160.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,53,15-03-2020 23:15:14,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0334,14564,5351,466,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,54,15-03-2020 23:15:14,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0334,14564,5351,466,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
55,55,15-03-2020 23:15:14,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0243,10612,3899,339,145.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
56,56,15-03-2020 23:15:14,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0334,16028,5889,513,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
57,57,15-03-2020 23:15:14,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0508,21956,8067,702,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
58,58,15-03-2020 23:15:14,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0251,10978,4034,351,150.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
59,59,15-03-2020 23:15:14,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0305,14638,5378,468,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
60,60,15-03-2020 23:15:14,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3955,190000,87429,6072,,,,,,,,,,,,reagent 25i nbome. 5gr
61,61,15-03-2020 23:15:14,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4571,219565,80670,7021,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
62,62,15-03-2020 23:15:14,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1454,62869,23099,2010,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
63,63,15-03-2020 23:15:14,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0313,13540,4975,433,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
64,64,15-03-2020 23:15:14,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0828,35789,13149,1144,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
65,65,15-03-2020 23:15:14,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0557,24079,8847,770,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
66,66,15-03-2020 23:15:43,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1513,65869,24201,2106,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
67,67,15-03-2020 23:15:43,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1177,51232,18823,1638,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
68,68,15-03-2020 23:15:43,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0671,29202,10729,934,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
69,69,15-03-2020 23:15:43,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0594,25616,9412,819,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
70,70,15-03-2020 23:15:43,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1345,58551,21512,1872,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
71,71,15-03-2020 23:15:43,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.374,162844,59830,5207,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
72,72,15-03-2020 23:15:43,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.24600000000000002,106050,38964,3391,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
73,73,15-03-2020 23:15:43,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0626,27006,9922,864,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
74,74,15-03-2020 23:15:43,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0508,21883,8040,700,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
75,75,15-03-2020 23:15:43,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.1017,43840,16107,1402,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
76,76,15-03-2020 23:15:43,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1834,87826,32268,2808,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
77,77,15-03-2020 23:15:43,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3362,146376,53780,4680,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
78,78,15-03-2020 23:15:43,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3395,146376,53780,4680,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
79,79,15-03-2020 23:15:43,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4202,182971,67225,5851,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,80,15-03-2020 23:15:43,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2546,109782,40335,3510,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
81,81,15-03-2020 23:15:43,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7732,336666,123694,10765,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,82,15-03-2020 23:15:43,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2606,548912,201675,17552,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,83,15-03-2020 23:15:43,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.4287,622100,228565,19892,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,84,15-03-2020 23:15:43,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0306,14638,5378,468,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
85,85,15-03-2020 23:15:43,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0229,10978,4034,351,150.0,,,,,,,,,,,Rabota na marki (kur'er)
86,86,15-03-2020 23:15:43,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0336,14638,5378,468,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,87,15-03-2020 23:15:43,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.042,18297,6723,585,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
88,88,15-03-2020 23:15:43,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.5441,1097823,403350,35103,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
89,89,15-03-2020 23:17:08,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2521,109782,40335,3510,1500.0,,,,,,,,True,,,Skunk! 50 gr.
90,90,15-03-2020 23:17:08,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0306,14638,5378,468,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
91,91,15-03-2020 23:17:08,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3395,146376,53780,4680,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
92,92,15-03-2020 23:17:08,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2546,109782,40335,3510,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
93,93,15-03-2020 23:17:08,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0153,7319,2689,234,100.0,,,,,,,,True,,,kur'er v Batumi
94,94,15-03-2020 23:17:08,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0382,18297,6723,585,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
95,95,15-03-2020 23:17:08,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0229,10978,4034,351,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
96,96,15-03-2020 23:17:08,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0382,18297,6723,585,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
97,97,15-03-2020 23:17:08,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5441,1097823,403350,35103,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
98,98,15-03-2020 23:17:08,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.084,36594,13445,1170,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
99,99,15-03-2020 23:18:25,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0229,10978,4034,351,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
