,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
105,14-02-2020 14:15:43,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2879,209885,81312,7260,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
106,14-02-2020 14:15:43,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0553,38161,14784,1320,600,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
107,14-02-2020 14:15:43,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1047,76322,29568,2640,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
108,14-02-2020 14:15:43,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0829,57241,22176,1980,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
109,14-02-2020 14:15:43,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 50g Promotion -15% for Bitcoin,True,нет,1,Тбилиси,50 гр,0.1648,127203,49280,4400,2000,,,,,,,,,,Hashish Ice-o-lator 50g Promotion -15% for Bitcoin
110,14-02-2020 14:15:43,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0912,60422,23408,2090,950,,,,,,,,,,Hybrid Skunk! 50 gr
111,14-02-2020 14:15:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1919,127203,49280,4400,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
112,14-02-2020 14:15:43,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1727,114483,44352,3960,1800,,,,,,,,,,Hybrid Skunk! 100 gr
113,14-02-2020 14:15:43,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2399,159004,61600,5500,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
114,14-02-2020 14:15:43,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0375,27349,10595,946,430,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
115,14-02-2020 14:15:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4414,292567,113344,10120,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
116,14-02-2020 14:15:43,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7197,477012,184800,16501,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
117,14-02-2020 14:15:43,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8157,540614,209440,18701,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
118,14-02-2020 14:15:43,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0174,12720,4928,440,200,,,,,,,,,,KURYER..500RUB.+BONUS
119,14-02-2020 14:15:43,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0174,12720,4928,440,200,,,,,,,,,,Trebuetsja Kur'er
120,14-02-2020 14:15:43,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0192,12720,4928,440,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
121,14-02-2020 14:15:43,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.024,15900,6160,550,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
122,14-02-2020 14:15:43,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4526,954024,369600,33002,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
123,14-02-2020 14:17:31,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,5,10,Батуми,0.27 гр,0.022,14438,5593,499,227,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
124,14-02-2020 14:17:31,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,1,19,Батуми,5 гр,0.0174,12720,4928,440,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
125,14-02-2020 14:17:31,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0912,60422,23408,2090,950,,,,,,,True,,,Hybrid Skunk! 50 gr
126,14-02-2020 14:17:31,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1727,114483,44352,3960,1800,,,,,,,True,,,Hybrid Skunk! 100 gr
127,14-02-2020 14:17:31,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2908,190805,73920,6600,3000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
128,14-02-2020 14:17:31,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2423,159004,61600,5500,2500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
129,14-02-2020 14:17:31,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0097,6360,2464,220,100,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
130,14-02-2020 14:17:31,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3180,1232,110,50,,,,,,,True,,,kur'er v Batumi
131,14-02-2020 14:17:31,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3180,1232,110,50,,,,,,,True,,,Vakansija Kur'era v Batumi
132,14-02-2020 14:17:31,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0069,5000,2301,173,,,,,,,,True,,,Vakansija Kur'era v Batumi
133,14-02-2020 14:17:31,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0218,15900,6160,550,250,,,,,,,True,,,Ischu kur'era v Gruzii!
134,14-02-2020 14:17:31,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4526,954024,369600,33002,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
135,14-02-2020 14:17:31,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.048,31801,12320,1100,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
136,14-02-2020 14:18:54,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0021,1399,542,48,22,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
137,14-02-2020 14:18:54,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0039,2544,986,88,40,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
138,14-02-2020 14:18:54,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0078,5088,1971,176,80,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
139,14-02-2020 14:18:54,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0108,7060,2735,244,111,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
140,14-02-2020 14:18:54,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0097,6360,2464,220,100,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
