,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Vazisubani,Дигоми,Old Tbilisi (Старый город),Авлобари,€,Didube,Vake,Varketili,Центр,Батуми,desc_en
25,11-08-2020 13:52:18,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0047,4058,1529,135,55,,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
26,11-08-2020 13:52:18,Tbilisi,5XD8,TYsonWeed,TYson Budds 1G Скидка 5%,True,12,нет,Тбилиси,1 гр,0.0036,3246,1223,108,44,,,,,,,,,,,,,TYson Budds 1G Skidka 5%
27,11-08-2020 13:52:18,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3689,1390,122,50,,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
28,11-08-2020 13:52:18,Tbilisi,I7IU,MrPickless,АКЦИЯ-1g hindu kish best buds BTC 11% sale,True,3,нет,Тбилиси,1 гр,0.0035,3394,1279,113,46,,,,,,,,,,,,,AKTsIJa-1g hindu kish best buds BTC 11% sale
29,11-08-2020 13:52:18,Tbilisi,42AF,Leningrad6,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,5,нет,Тбилиси,1 гр,0.003,2656,1001,88,36,,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
30,11-08-2020 13:52:18,Tbilisi,I7IU,MrPickless,1.2гр перемолотые шишки btc 5% sale,True,1,нет,Тбилиси,1.2 гр,0.0028,2582,973,86,35,,,,,,,,,,,,,1.2gr peremolotye shishki btc 5% sale
31,11-08-2020 13:52:18,Tbilisi,LYHBG,Playboy,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,6,нет,Тбилиси,2 гр,0.0085,7304,2752,242,99,,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
32,11-08-2020 13:52:18,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0102,8853,3336,294,120,,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
33,11-08-2020 13:52:18,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,5,нет,Тбилиси,2 гр,0.0085,7378,2780,245,100,,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
34,11-08-2020 13:52:18,Tbilisi,ABOAB,ProGrow,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0084,7304,2752,242,99,,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
35,11-08-2020 13:52:18,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0074,6492,2446,215,88,,,,,,,,,,,,,2gr HYBRID buds
36,11-08-2020 13:53:34,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,2,нет,Тбилиси,2 гр,0.0079,6861,2585,228,93,,True,True,,,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
37,11-08-2020 13:53:34,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 2 гр",,1,нет,Тбилиси,2 гр,0.0085,8115,3058,269,110,,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
38,11-08-2020 13:53:34,Tbilisi,LYHBG,Playboy,NEW !!! 2G OG KusH !!! NEW,True,7,нет,Тбилиси,2 гр,0.0085,7304,2752,242,99,,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
39,11-08-2020 13:53:34,Tbilisi,LYHBG,Playboy,NEW !!! 2G White Widow !!! NEW,True,5,нет,Тбилиси,2 гр,0.0085,7304,2752,242,99,,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
40,11-08-2020 13:53:34,Tbilisi,5XD8,TYsonWeed,TYson Budds 2G Скидка 5%,True,6,нет,Тбилиси,2 гр,0.0062,5902,2224,196,80,,,,,,,,,,,,,TYson Budds 2G Skidka 5%
41,11-08-2020 13:53:34,Tbilisi,9R7SU,ClownBaroN,3G CLOWNBARON ШИШКИ* VHQ*♤THC 28%♤ SPECIAL PRICE,,1,нет,Тбилиси,3 гр,0.0127,11066,4170,367,150,True,,,,,,,,,,,,3G CLOWNBARON ShIShKI* VHQ*♤THC 28%♤ SPECIAL PRICE
42,11-08-2020 13:53:34,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan (подезд),,2,нет,Тбилиси,3 гр,0.0021,1771,667,59,24,,True,,,,,,,,,,,Marijuana Super Skunk leaves 3g plan (podezd)
43,11-08-2020 13:53:34,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.0069,6640,2502,220,90,,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
44,11-08-2020 13:53:34,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0212,18444,6950,612,250,,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
45,11-08-2020 13:53:34,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0229,19919,7506,661,270,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
46,11-08-2020 13:53:34,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0233,20288,7645,673,275,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,11-08-2020 13:53:34,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0203,17706,6672,588,240,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,11-08-2020 13:53:34,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0237,20657,7784,686,280,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,11-08-2020 13:53:34,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0229,19919,7506,661,270,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,11-08-2020 13:53:34,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0169,16157,6088,536,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,11-08-2020 13:53:34,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0185,17706,6672,588,240,,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
52,11-08-2020 13:53:34,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0229,19919,7506,661,270,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,11-08-2020 13:53:34,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1981,190000,87429,6317,,,,,,,,,,,,,,reagent 25i nbome. 5gr
54,11-08-2020 13:53:34,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2308,221325,83400,7345,3000,,,,,True,True,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,11-08-2020 13:53:34,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0465,40576,15290,1347,550,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
56,11-08-2020 13:53:34,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0592,51643,19460,1714,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,11-08-2020 13:53:34,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0355,30986,11676,1028,420,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,11-08-2020 13:53:34,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0677,59020,22240,1959,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,11-08-2020 13:53:34,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,True,нет,8,Тбилиси,10 гр,0.0012,1033,389,34,14,,,,,,,,,,,,,GABAGAMA 10 shtuk
60,11-08-2020 13:53:34,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1883,164149,61855,5447,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
61,11-08-2020 13:53:34,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0392,33862,12753,1130,,,,,,,,390,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
62,11-08-2020 13:53:34,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.05,47954,18070,1591,650,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
63,11-08-2020 13:53:34,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2031,177060,66720,5876,2400,,,,,,,,,,,,,100 gr marijuana buds
64,11-08-2020 13:53:34,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2116,184438,69500,6121,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,11-08-2020 13:53:34,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.4993,435273,164020,14444,5900,,,,,,,,,,,,,180 gr marihuana persoalno
66,11-08-2020 13:53:34,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0241,21000,9663,698,,,,,,,,,True,,,,,GABAGAMA 250 shtuk
67,11-08-2020 13:53:34,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7194,627088,236300,20810,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,11-08-2020 13:53:34,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0212,18444,6950,612,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,11-08-2020 13:53:34,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0462,44265,16680,1469,600,,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
70,11-08-2020 13:53:34,Tbilisi,51K,tiabaldo66,РоСС Убой 2гр,True,нет,32,Тбилиси,2 гр,0.0063,5681,2141,189,77,,,,,,,,,,,,,RoSS Uboj 2gr
71,11-08-2020 13:53:34,Tbilisi,S54D,wildindian,10g Methadone Crystal (В ЦЕНТРЕ НА МАГНИТАХ),True,нет,2,Тбилиси,10 гр,0.2462,236080,88960,7834,3200,,,,,,,,,,,,,10g Methadone Crystal (V TsENTRE NA MAGNITAH)
72,11-08-2020 13:54:25,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0172,14755,5560,490,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
73,11-08-2020 13:54:25,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0215,18444,6950,612,250,,,,,,,,,,,,,Rabota na marki (kur'er)
74,11-08-2020 13:54:25,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0429,36888,13900,1224,500,,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
75,11-08-2020 13:54:25,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0429,36888,13900,1224,500,,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
76,11-08-2020 13:54:25,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.299,1106625,417000,36723,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
77,11-08-2020 13:54:25,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0429,36888,13900,1224,500,,,,,True,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
78,11-08-2020 13:54:25,Tbilisi,MAGIC,MAGtravki,КУРЬЕР [Любой город!],True,нет,5,Тбилиси,1 гр,0.0606,51643,19460,1714,700,,,,,,,,,,,,,KUR'ER [Ljuboj gorod!]
79,11-08-2020 13:54:25,Tbilisi,ALISA,AlisaMSK,верифицированный аккаунт на localbitcoins 1 шт,True,нет,3,Тбилиси,1 гр,0.0035,3000,1380,100,,,,,,,,,,,,,,verifitsirovannyj akkaunt na localbitcoins 1 sht
80,11-08-2020 13:54:25,Tbilisi,ALISA,AlisaMSK,Генацвале! Работай у лучшей девушки RC!,True,нет,1,Тбилиси,2 гр,0.0086,7378,2780,245,100,,,,,,,,,,,,,Genatsvale! Rabotaj u luchshej devushki RC!
81,11-08-2020 13:56:36,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️,,5,нет,Батуми,0.5 гр,0.0036,3039,1145,101,,,,,,,,35,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️
82,11-08-2020 13:56:36,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,1,нет,Батуми,2 гр,0.0028,2435,917,81,33,,,,,,,,,,,,True,Melkie shishki (Indica) 2g
83,11-08-2020 13:56:36,Batumi,Z9UT,Rainbow,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0386,33199,12510,1102,450,,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
84,11-08-2020 13:56:36,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0407,34644,13047,1156,,,,,,,,399,,,,,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
85,11-08-2020 13:56:36,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0397,33862,12753,1130,,,,,,,,390,,,,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
86,11-08-2020 13:56:36,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0407,34644,13047,1156,,,,,,,,399,,,,,True,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
87,11-08-2020 13:56:36,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0195,18444,6950,612,250,,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
88,11-08-2020 13:56:36,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0195,18444,6950,612,250,,,,,,,,,,,,True,Ischu kur'era v Gruzii!
89,11-08-2020 13:56:36,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0172,14755,5560,490,200,,,,,,,,,,,,True,Kur'er Batumi na marihuanu
90,11-08-2020 13:56:36,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2988,1106625,417000,36723,15000,,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
91,11-08-2020 13:56:36,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0429,36888,13900,1224,500,,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
