,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,€,Дигоми,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
45,20-03-2020 02:31:27,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0297,15951,5691,506,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
46,20-03-2020 02:31:27,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0239,12825,4576,407,160,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,20-03-2020 02:31:27,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0297,15951,5691,506,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,20-03-2020 02:31:27,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0297,15951,5691,506,199,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
49,20-03-2020 02:31:27,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0217,11623,4147,369,145,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,20-03-2020 02:31:27,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0297,17554,6263,557,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,20-03-2020 02:31:27,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0452,24047,8580,762,300,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,20-03-2020 02:31:27,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0224,12024,4290,381,150,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,20-03-2020 02:31:27,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0272,16031,5720,508,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,20-03-2020 02:31:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3218,190000,87429,6043,,True,,,,,,,,,,reagent 25i nbome. 5gr
55,20-03-2020 02:31:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4072,240471,85800,7624,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,20-03-2020 02:31:27,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1295,68855,24567,2183,859,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,20-03-2020 02:31:27,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0279,14829,5291,470,185,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,20-03-2020 02:31:27,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0737,39197,13985,1243,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
59,20-03-2020 02:31:27,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0496,26372,9409,836,329,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
60,20-03-2020 02:31:27,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0271,14428,5148,457,180,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
61,20-03-2020 02:31:27,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1344,72141,25740,2287,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
62,20-03-2020 02:31:27,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1045,56110,20020,1779,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
63,20-03-2020 02:31:27,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,7,Тбилиси,10 гр,0.0478,25650,9152,813,320,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
64,20-03-2020 02:31:27,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0528,28055,10010,889,350,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
65,20-03-2020 02:32:37,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1179,64126,22880,2033,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
66,20-03-2020 02:32:37,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.328,178349,63635,5655,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
67,20-03-2020 02:32:37,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2157,116148,41441,3682,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
68,20-03-2020 02:32:37,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0549,29578,10553,938,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
69,20-03-2020 02:32:37,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0445,23967,8551,760,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
70,20-03-2020 02:32:37,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0892,48014,17131,1522,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
71,20-03-2020 02:32:37,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1608,96188,34320,3050,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
72,20-03-2020 02:32:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2948,160314,57200,5083,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
73,20-03-2020 02:32:37,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2978,160314,57200,5083,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
74,20-03-2020 02:32:37,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3685,200393,71500,6354,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
75,20-03-2020 02:32:37,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2233,120236,42900,3812,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
76,20-03-2020 02:32:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6781,368722,131560,11690,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,20-03-2020 02:32:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.1056,601178,214500,19061,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,20-03-2020 02:32:37,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.2531,681335,243100,21602,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,20-03-2020 02:32:37,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0268,16031,5720,508,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
80,20-03-2020 02:32:37,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0201,12024,4290,381,150,True,,,,,,,,,,Rabota na marki (kur'er)
81,20-03-2020 02:32:37,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0295,16031,5720,508,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,20-03-2020 02:32:37,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0369,20039,7150,635,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,20-03-2020 02:32:37,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.2314,1202355,429000,38121,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
84,20-03-2020 02:34:08,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,26,нет,Батуми,1 гр,0.0255,15230,5434,483,190,,,,,,,,True,,,NZT-52 limited 1 g muka
85,20-03-2020 02:34:08,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0456,27253,9724,864,340,,,,,,,,True,,,NZT-52 limited 2g muka
86,20-03-2020 02:34:08,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3248,176345,62920,5591,2200,,,,,,,,True,,,[100g] SPAIN HASH
87,20-03-2020 02:34:08,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0268,16031,5720,508,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
88,20-03-2020 02:34:08,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2982,160314,57200,5083,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
89,20-03-2020 02:34:08,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2237,120236,42900,3812,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
90,20-03-2020 02:34:08,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0134,8016,2860,254,100,,,,,,,,True,,,kur'er v Batumi
91,20-03-2020 02:34:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0336,20039,7150,635,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,20-03-2020 02:34:08,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0201,12024,4290,381,150,,,,,,,,True,,,Rabota na marki (kur'er)
93,20-03-2020 02:34:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0336,20039,7150,635,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
94,20-03-2020 02:34:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.2345,1202355,429000,38121,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
95,20-03-2020 02:34:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0738,40079,14300,1271,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
96,20-03-2020 02:36:07,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,1 гр,0.03,16432,5863,521,205,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
97,20-03-2020 02:36:07,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0262,14348,5119,455,179,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
98,20-03-2020 02:36:07,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0568,31181,11125,989,389,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
99,20-03-2020 02:36:07,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! КУТАИСИ!!!,,6,нет,Кутаиси,2 гр,0.0262,14348,5119,455,179,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! KUTAISI!!!
100,20-03-2020 02:36:07,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0468,25650,9152,813,320,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! KUTAISI!!!
101,20-03-2020 02:36:07,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0201,12024,4290,381,150,,,,,,,,,,True,Rabota na marki (kur'er)
