,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,€,Дигоми,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,20-03-2020 02:29:57,Tbilisi,V4T,COCAcoLA,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,True,12,нет,Тбилиси,0.25 гр,0.0279,15230,5434,483,190,,,,,,,,,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
1,20-03-2020 02:29:57,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 0.25g,,1,нет,Тбилиси,0.25 гр,0.0133,7214,2574,229,90,True,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
2,20-03-2020 02:29:57,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.33 грамм",,1,нет,Тбилиси,0.33 гр,0.005,2967,1047,94,,True,34,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.33 gramm"
3,20-03-2020 02:29:57,Tbilisi,V4T,COCAcoLA,MEPHEDRONE 0.5 лучший меф! лечит корона вирус!!!))) скидка припокупке битком!,True,10,нет,Тбилиси,0.5 гр,0.0107,6012,2145,191,75,,,,,,,,,,,MEPHEDRONE 0.5 luchshij mef! lechit korona virus!!!))) skidka pripokupke bitkom!
4,20-03-2020 02:29:57,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,4,нет,Тбилиси,1 гр,0.0074,4008,1430,127,50,True,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
5,20-03-2020 02:29:57,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,,4,нет,Тбилиси,1 гр,0.0178,9619,3432,305,120,True,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
6,20-03-2020 02:29:57,Tbilisi,1GT8,GREENGY,1g MDMA (IMPORTED),,6,нет,Тбилиси,1 гр,0.0171,9619,3432,305,120,True,,,,,,,,,,1g MDMA (IMPORTED)
7,20-03-2020 02:29:57,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,,10,нет,Тбилиси,1 гр,0.0068,3687,1316,117,46,True,,,,,,,,,,Amsterdam weed sativa 1gr
8,20-03-2020 02:29:57,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,,1,нет,Тбилиси,1 гр,0.0889,48094,17160,1525,600,True,,,,,,,,,,Metadon VHQ 1 24/7
9,20-03-2020 02:29:57,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 1G,,4,нет,Тбилиси,1 гр,0.0074,4008,1430,127,50,True,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 1G
10,20-03-2020 02:29:57,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,1,нет,Тбилиси,1 гр,0.0189,11222,4004,356,140,True,,,,,,,,,,NZT-52 mind storm limited 1g muka
11,20-03-2020 02:29:57,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1212,72141,25740,2287,900,True,,,,,,,,,,Metadon 1gr
12,20-03-2020 02:29:57,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,6,нет,Тбилиси,2 гр,0.0121,7214,2574,229,90,True,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
13,20-03-2020 02:29:57,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,3,нет,Тбилиси,2 гр,0.0119,6413,2288,203,80,True,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
14,20-03-2020 02:29:57,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,3,нет,Тбилиси,2 гр,0.0102,5531,1973,175,69,True,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
15,20-03-2020 02:29:57,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,3,нет,Тбилиси,2 гр,0.0117,6332,2259,201,79,True,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
16,20-03-2020 02:29:57,Tbilisi,ABOAB,ProGrow,2G ---> Plan,,13,нет,Тбилиси,2 гр,0.0044,2405,858,76,30,True,,,,,,,,,,2G ---> Plan
17,20-03-2020 02:29:57,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0521,28456,10153,902,355,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
18,20-03-2020 02:29:57,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,,1,нет,Тбилиси,2 гр,0.0552,32864,11726,1042,410,True,,,,,,,,,,VHQ BEST Cocaine 2g.
19,20-03-2020 02:29:57,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,7,нет,Тбилиси,2 гр,0.0048,2886,1030,92,36,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
20,20-03-2020 02:29:57,Tbilisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! !!BTC SALE 5%!! ПОДЪЕЗД!!!,,1,нет,Тбилиси,2 гр,0.0191,10340,3689,328,129,,,True,,,,,,,,GAShISh tverdyj!!! Hash!!!! !!BTC SALE 5%!! POD'EZD!!!
21,20-03-2020 02:29:57,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0341,19199,6776,608,,True,220,,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
22,20-03-2020 02:29:57,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,6,нет,Тбилиси,3 гр,0.0157,8416,3003,267,105,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
23,20-03-2020 02:29:57,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,,2,нет,Тбилиси,3 гр,0.0067,4008,1430,127,50,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
24,20-03-2020 02:29:57,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0431,25650,9152,813,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
25,20-03-2020 02:29:57,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.044,24047,8580,762,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
26,20-03-2020 02:29:57,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.048,27053,9548,857,,True,310,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
27,20-03-2020 02:29:57,Tbilisi,ABOAB,ProGrow,5G ---> ONLY BUDS,True,4,нет,Тбилиси,5 гр,0.0178,9619,3432,305,120,,,,,,,,,,,5G ---> ONLY BUDS
28,20-03-2020 02:29:57,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,6,нет,Тбилиси,5 гр,0.0262,14027,5005,445,175,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
29,20-03-2020 02:29:57,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1166,63084,22508,2000,787,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
30,20-03-2020 02:29:57,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,9,нет,Тбилиси,5 гр,0.0088,5210,1859,165,65,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
31,20-03-2020 02:29:57,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0482,26051,9295,826,325,,,True,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
32,20-03-2020 02:29:57,Tbilisi,UJP9,420Inc,THC Snow Leavs 6G,,4,нет,Тбилиси,6 гр,0.0066,3607,1287,114,45,True,,,,,,,,,,THC Snow Leavs 6G
33,20-03-2020 02:29:57,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0541,29257,10439,928,365,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
34,20-03-2020 02:31:27,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0134,7936,2831,252,99,True,,,,True,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
35,20-03-2020 02:31:27,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0573,32063,11440,1017,400,True,,,,,,,,,,gashish evro 10g
36,20-03-2020 02:31:27,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0948,50900,18161,1614,635,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
37,20-03-2020 02:31:27,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2715,160314,57200,5083,2000,True,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
38,20-03-2020 02:31:27,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,10,10,Тбилиси,0.27 гр,0.0377,20039,7150,635,250,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
39,20-03-2020 02:31:27,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,14,5,Тбилиси,0.27 гр,0.0377,20039,7150,635,250,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
40,20-03-2020 02:31:27,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,2,3,Тбилиси,1.1 гр,0.1056,56110,20020,1779,700,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
41,20-03-2020 02:31:27,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.089,47293,16874,1499,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,20-03-2020 02:31:27,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0597,32063,11440,1017,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,20-03-2020 02:31:27,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0821,44086,15730,1398,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,20-03-2020 02:31:27,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0233,12505,4462,396,156,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
