,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),€,Saburtalo,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
0,12-03-2020 08:33:28,Tbilisi,F8K,BestAcid,Метадон - 0.12 г Новая партия!,True,22,нет,Тбилиси,0.12 гр,0.0121,7862,2915,255,110,,,,,,,,,,Metadon - 0.12 g Novaja partija!
1,12-03-2020 08:33:28,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,10,нет,Тбилиси,0.25 гр,0.0231,15009,5565,486,210,,,,,,,,,,Metadon VHQ 0.25 24/7
2,12-03-2020 08:33:28,Tbilisi,I8ED,KKGRUZ,0.35gr ALFA PVP GREEN,True,19,нет,Тбилиси,0.35 гр,0.0086,5003,1855,162,70,,,,,,,,,,0.35gr ALFA PVP GREEN
3,12-03-2020 08:33:28,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,2,нет,Тбилиси,0.35 гр,0.0391,22871,8480,741,320,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
4,12-03-2020 08:33:28,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,5,нет,Тбилиси,0.5 гр,0.0133,7790,2889,252,109,,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,12-03-2020 08:33:28,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,2,нет,Тбилиси,0.5 гр,0.0115,7076,2624,229,99,,,,,,,,,,Cocaine Pure VHQ 0.5g
6,12-03-2020 08:33:28,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",True,6,нет,Тбилиси,0.5 гр,0.0121,7076,2624,229,99,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
7,12-03-2020 08:33:28,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0127,7790,2889,252,109,,,,,,,,,,Pure COCAINE VHQ 0.5g
8,12-03-2020 08:33:28,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,3,нет,Тбилиси,0.5 гр,0.004,2359,875,76,33,,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
9,12-03-2020 08:33:28,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,8,нет,Тбилиси,0.5 гр,0.0121,7076,2624,229,99,,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
10,12-03-2020 08:33:28,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS saburtalo!! btc sale 1%",True,4,нет,Тбилиси,1 гр,0.0047,2787,1034,90,39,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS saburtalo!! btc sale 1%"
11,12-03-2020 08:33:28,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,6,нет,Тбилиси,1 гр,0.0242,14151,5247,458,198,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
12,12-03-2020 08:33:28,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,7,нет,Тбилиси,1 гр,0.0182,10721,3975,347,150,,,,,,,,,,Apvp VHQ 1g 24/7
