,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Дигоми,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
96,15-02-2020 04:00:17,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0818,57108,22176,1979,900,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
97,15-02-2020 04:00:17,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0899,60281,23408,2089,950,,,,,,,,,,,Hybrid Skunk! 50 gr
98,15-02-2020 04:00:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1893,126907,49280,4397,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
99,15-02-2020 04:01:00,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1704,114216,44352,3957,1800,,,,,,,,,,,Hybrid Skunk! 100 gr
100,15-02-2020 04:01:00,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2367,158634,61600,5497,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
101,15-02-2020 04:01:00,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.037,27285,10595,945,430,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
102,15-02-2020 04:01:00,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4354,291887,113344,10114,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
103,15-02-2020 04:01:00,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.71,475902,184800,16490,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
104,15-02-2020 04:01:00,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8046,539356,209440,18688,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
105,15-02-2020 04:01:00,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0172,12691,4928,440,200,,,,,,,,,,,KURYER..500RUB.+BONUS
106,15-02-2020 04:01:00,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0172,12691,4928,440,200,,,,,,,,,,,Trebuetsja Kur'er
107,15-02-2020 04:01:00,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0189,12691,4928,440,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
108,15-02-2020 04:01:00,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0237,15863,6160,550,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
109,15-02-2020 04:01:00,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4328,951804,369600,32979,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
110,15-02-2020 04:01:58,Batumi,Z9UT,Rainbow,Super SKUNK 2G,,4,нет,Батуми,2 гр,0.0086,6345,2464,220,100,,,,,,,,True,,,Super SKUNK 2G
111,15-02-2020 04:01:58,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,10,10,Батуми,0.27 гр,0.0217,14404,5593,499,227,,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
112,15-02-2020 04:01:58,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0172,12691,4928,440,200,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
113,15-02-2020 04:01:58,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0899,60281,23408,2089,950,,,,,,,,,True,,Hybrid Skunk! 50 gr
114,15-02-2020 04:01:58,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1704,114216,44352,3957,1800,,,,,,,,,True,,Hybrid Skunk! 100 gr
115,15-02-2020 04:01:58,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2868,190361,73920,6596,3000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
116,15-02-2020 04:01:58,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.239,158634,61600,5497,2500,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
117,15-02-2020 04:01:58,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0096,6345,2464,220,100,,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
118,15-02-2020 04:01:58,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0043,3173,1232,110,50,,,,,,,,,True,,kur'er v Batumi
119,15-02-2020 04:01:58,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0043,3173,1232,110,50,,,,,,,,,True,,Vakansija Kur'era v Batumi
120,15-02-2020 04:01:58,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0068,5000,2301,173,,,,,,,,,,True,,Vakansija Kur'era v Batumi
121,15-02-2020 04:01:58,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0215,15863,6160,550,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
122,15-02-2020 04:01:58,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4328,951804,369600,32979,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
123,15-02-2020 04:01:58,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0473,31727,12320,1099,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
124,15-02-2020 04:03:37,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0021,1396,542,48,22,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
125,15-02-2020 04:03:37,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0038,2538,986,88,40,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
126,15-02-2020 04:03:37,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0076,5076,1971,176,80,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
127,15-02-2020 04:03:37,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0106,7043,2735,244,111,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
128,15-02-2020 04:03:37,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0096,6345,2464,220,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
