,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
23,16-03-2020 18:16:29,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds. Indica,,3,нет,Тбилиси,2 гр,0.0146,5856,2192,185,79,,,True,,,,,,,,2g super Skunk top class buds. Indica
24,16-03-2020 18:16:29,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0667,26685,9990,842,360,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
25,16-03-2020 18:16:29,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.0491,20687,7693,654,,,,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
26,16-03-2020 18:16:29,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0195,7783,2914,246,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
27,16-03-2020 18:16:29,Tbilisi,9VLN,AlienShop,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,1,нет,Тбилиси,3 гр,0.0213,8525,3191,269,115,,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
28,16-03-2020 18:16:29,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0534,23720,8880,749,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
29,16-03-2020 18:16:29,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0545,22238,8325,702,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
30,16-03-2020 18:16:29,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0668,28134,10462,889,,,,,340,,,,,,,5 gr mdma (skidka v bitkoin 5%)
31,16-03-2020 18:16:29,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0324,12972,4856,410,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
32,16-03-2020 18:16:29,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1443,58337,21839,1842,787,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
33,16-03-2020 18:16:29,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0283,12601,4718,398,170,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
34,16-03-2020 18:17:20,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,12,нет,Тбилиси,5 гр,0.0109,4818,1804,152,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
35,16-03-2020 18:17:20,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0671,27056,10129,854,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
36,16-03-2020 18:17:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0491,19792,7409,625,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
37,16-03-2020 18:17:20,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0165,7339,2747,232,99,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
38,16-03-2020 18:17:20,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0706,29650,11100,936,400,,,,,,,,,,,gashish evro 10g
39,16-03-2020 18:17:20,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,15,5,Тбилиси,0.27 гр,0.0501,20014,7493,632,270,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
40,16-03-2020 18:17:20,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.35g,True,нет,4,Тбилиси,0.35 гр,0.0423,17049,6383,538,230,,,,,,,,,,,Methadone HQ in city 0.35g
41,16-03-2020 18:17:20,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.13,51888,19425,1638,700,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
42,16-03-2020 18:17:20,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1287,51888,19425,1638,700,,,,,,,,,,,Methadone HQ in city 1.4g
43,16-03-2020 18:17:20,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.1095,43734,16373,1381,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
44,16-03-2020 18:17:20,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0735,29650,11100,936,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
45,16-03-2020 18:17:20,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.1011,40769,15263,1287,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
46,16-03-2020 18:17:20,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0287,11564,4329,365,156,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
47,16-03-2020 18:17:20,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0366,14751,5522,466,199,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
48,16-03-2020 18:17:20,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0294,11860,4440,374,160,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
49,16-03-2020 18:17:20,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0366,14751,5522,466,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,16-03-2020 18:17:20,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0366,14751,5522,466,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
51,16-03-2020 18:17:20,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0267,10748,4024,339,145,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
52,16-03-2020 18:17:20,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0366,16234,6077,513,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
53,16-03-2020 18:17:20,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0557,22238,8325,702,300,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
54,16-03-2020 18:17:20,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0276,11119,4163,351,150,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
55,16-03-2020 18:17:20,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0334,14825,5550,468,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
56,16-03-2020 18:17:20,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.4283,190000,87429,6072,,,,,,,,,,,,reagent 25i nbome. 5gr
57,16-03-2020 18:17:20,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.5013,222379,83250,7021,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
58,16-03-2020 18:17:20,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1595,63674,23837,2010,859,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
59,16-03-2020 18:17:20,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0343,13713,5134,433,185,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
60,16-03-2020 18:17:20,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0908,36248,13570,1144,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
61,16-03-2020 18:17:20,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0611,24388,9130,770,329,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
62,16-03-2020 18:17:20,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,10,Тбилиси,5 гр,0.0334,13343,4995,421,180,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
63,16-03-2020 18:17:20,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1654,66714,24975,2106,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
64,16-03-2020 18:17:20,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1287,51888,19425,1638,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
65,16-03-2020 18:17:20,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0733,29576,11072,934,399,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
66,16-03-2020 18:18:06,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0628,25944,9713,819,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
67,16-03-2020 18:18:06,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1422,59301,22200,1872,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,16-03-2020 18:18:06,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3956,164931,61744,5207,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
69,16-03-2020 18:18:06,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2602,107409,40210,3391,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
70,16-03-2020 18:18:06,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0663,27353,10240,864,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
71,16-03-2020 18:18:06,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0537,22164,8297,700,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
72,16-03-2020 18:18:06,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.1076,44402,16622,1402,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
73,16-03-2020 18:18:06,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1939,88951,33300,2808,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
74,16-03-2020 18:18:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3556,148252,55500,4680,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,16-03-2020 18:18:06,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3591,148252,55500,4680,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
76,16-03-2020 18:18:06,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4444,185316,69375,5851,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
77,16-03-2020 18:18:06,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2693,111189,41625,3510,1500,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
78,16-03-2020 18:18:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.8178,340981,127650,10765,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
79,16-03-2020 18:18:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.3333,555947,208125,17552,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
80,16-03-2020 18:18:06,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.5111,630073,235875,19892,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,16-03-2020 18:18:06,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0323,14825,5550,468,200,,,,,,,,,,,KURYER..500RUB.+BONUS
82,16-03-2020 18:18:06,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0242,11119,4163,351,150,,,,,,,,,,,Rabota na marki (kur'er)
83,16-03-2020 18:18:06,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0356,14825,5550,468,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,16-03-2020 18:18:06,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0444,18532,6938,585,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,16-03-2020 18:18:06,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.6909,1111893,416250,35103,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
86,16-03-2020 18:19:47,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2687,111189,41625,3510,1500,,,,,,,,True,,,Skunk! 50 gr.
87,16-03-2020 18:19:47,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0326,14825,5550,468,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
88,16-03-2020 18:19:47,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3619,148252,55500,4680,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
89,16-03-2020 18:19:47,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2714,111189,41625,3510,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
90,16-03-2020 18:19:47,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0163,7413,2775,234,100,,,,,,,,True,,,kur'er v Batumi
91,16-03-2020 18:19:47,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0407,18532,6938,585,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,16-03-2020 18:19:47,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0244,11119,4163,351,150,,,,,,,,True,,,Rabota na marki (kur'er)
93,16-03-2020 18:19:47,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0407,18532,6938,585,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
94,16-03-2020 18:19:47,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.7118,1111893,416250,35103,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
95,16-03-2020 18:19:47,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0896,37063,13875,1170,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
96,16-03-2020 18:20:54,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0244,11119,4163,351,150,,,,,,,,,,True,Rabota na marki (kur'er)
