,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,07-02-2020 13:36:54,Tbilisi,8ec76151d3,Metadon VHQ 0.25 24/7,True,4,нет,Тбилиси,0.25 гр,0.0163,11304,4446,389,180.0,,,,,,,,,Metadon VHQ 0.25 24/7
1,1,07-02-2020 13:36:54,Tbilisi,61df6a1c90,Метадон 0.30гр,True,7,нет,Тбилиси,0.3 гр,0.0162,11932,4693,411,190.0,,,,,,,,,Metadon 0.30gr
2,2,07-02-2020 13:36:54,Tbilisi,8a650ecf5f,"A PVP 0,33 VHQ",True,8,нет,Тбилиси,0.33 гр,0.0057,3768,1482,130,60.0,,,,,,,,,"A PVP 0,33 VHQ"
3,3,07-02-2020 13:36:54,Tbilisi,366326d4d6,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,4,нет,Тбилиси,0.5 гр,0.012,7473,2939,257,119.0,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
4,4,07-02-2020 13:36:54,Tbilisi,366326d4d6,0.5 g. Ketamine,True,3,нет,Тбилиси,0.5 гр,0.0059,3705,1457,128,59.0,,,,,,,,,0.5 g. Ketamine
5,5,07-02-2020 13:36:54,Tbilisi,da96c34455,ALFA PVP in City 0.5g,True,6,нет,Тбилиси,0.5 гр,0.008,5024,1976,173,80.0,,,,,,,,,ALFA PVP in City 0.5g
6,6,07-02-2020 13:36:54,Tbilisi,8219f5e7b8,"Cocaine, 0.5 g",True,5,нет,Тбилиси,0.5 гр,0.0111,6908,2717,238,110.0,,,,,,,,,"Cocaine, 0.5 g"
7,7,07-02-2020 13:36:54,Tbilisi,be97026d1d,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0102,6594,2594,227,105.0,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
8,8,07-02-2020 13:36:54,Tbilisi,8219f5e7b8,Ketamine 0.5g,True,21,нет,Тбилиси,0.5 гр,0.006,3768,1482,130,60.0,,,,,,,,,Ketamine 0.5g
9,9,07-02-2020 13:36:54,Tbilisi,8ec76151d3,Metadon VHQ 0.5 24/7,True,1,нет,Тбилиси,0.5 гр,0.0272,18839,7410,648,300.0,,,,,,,,,Metadon VHQ 0.5 24/7
10,10,07-02-2020 13:36:54,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,10,нет,Тбилиси,0.5 гр,0.0099,6845,2692,236,109.0,,,,,,,,,Pure COCAINE VHQ 0.5g
11,11,07-02-2020 13:36:54,Tbilisi,dd631c4acf,❄❄❄0.5g HQ COCAINE❄❄❄,True,1,нет,Тбилиси,0.5 гр,0.01,6217,2445,214,99.0,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
