,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Vake,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
0,0,27-03-2020 19:57:57,Tbilisi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,True,5,нет,Тбилиси,0.25 гр,0.0259,14769,5415,492,190.0,,,,,,,,,,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
1,1,27-03-2020 19:57:57,Tbilisi,8ec76151d3,Metadon VHQ 0.5 24/7,,2,нет,Тбилиси,0.5 гр,0.0509,28761,10545,958,370.0,True,,,,,,,,,,,Metadon VHQ 0.5 24/7
2,2,27-03-2020 19:57:57,Tbilisi,edfbad0151,!NEW! PineApple Express Auto !NEW! (B.F) Buds Only 1G (THC 24+%),,2,нет,Тбилиси,1 гр,0.0059,3343,1226,111,43.0,True,,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F) Buds Only 1G (THC 24+%)
3,3,27-03-2020 19:57:57,Tbilisi,4a91350669,1 Amnesia Haze марихуана шишки тгк 25%,,2,нет,Тбилиси,1 гр,0.0061,3420,1254,114,44.0,True,,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
4,4,27-03-2020 19:57:57,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,19,нет,Тбилиси,1 гр,0.0075,4664,1710,155,60.0,True,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
5,5,27-03-2020 19:57:57,Tbilisi,4a91350669,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,5,нет,Тбилиси,1 гр,0.0069,3887,1425,130,50.0,True,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
6,6,27-03-2020 19:57:57,Tbilisi,0dec0e1c48,1 gr Marijuana Buds -INDICA-,True,2,нет,Тбилиси,1 гр,0.0037,2099,770,70,27.0,True,,,,,,,,,,,1 gr Marijuana Buds -INDICA-
7,7,27-03-2020 19:57:57,Tbilisi,cb721d4bca,1 gr Шишки “OG KUSH VHQ”,,2,нет,Тбилиси,1 гр,0.0062,3498,1283,117,45.0,True,,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
8,8,27-03-2020 19:57:57,Tbilisi,7c395c455d,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,9,нет,Тбилиси,1 гр,0.0069,3887,1425,130,50.0,True,,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
9,9,27-03-2020 19:57:57,Tbilisi,4659482266,Marijuana Blackberry 1g. Indica,,3,нет,Тбилиси,1 гр,0.006,3343,1226,111,43.0,,True,,,,,,,,,,Marijuana Blackberry 1g. Indica
10,10,27-03-2020 19:57:57,Tbilisi,ae784bef73,NEW ! Auto Opium ! NEW ! BUDS ! 1G VHQ !,,3,нет,Тбилиси,1 гр,0.0074,4198,1539,140,54.0,True,,,,,,,,,,,NEW ! Auto Opium ! NEW ! BUDS ! 1G VHQ !
11,11,27-03-2020 19:57:57,Tbilisi,22610cd7c4,"NEW PRODUCT,,💣💣💣 Amsterdam weed sativa 1гр",,2,нет,Тбилиси,1 гр,0.0059,3343,1226,111,43.0,True,,,,,,,,,,,"NEW PRODUCT,,💣💣💣 Amsterdam weed sativa 1gr"
12,12,27-03-2020 19:57:57,Tbilisi,99accec7c7,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),True,10,нет,Тбилиси,1 гр,0.0206,11660,4275,389,150.0,,,,,,,,,,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
13,13,27-03-2020 19:57:57,Tbilisi,d04eeb6525,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0257,14691,5387,490,189.0,True,,,,,,,,,,,Kokain HQ 1g.
14,14,27-03-2020 19:57:57,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0246,13914,5102,464,179.0,,,True,,,,,,,,,Kokain KOLUMBIA 1g
15,15,27-03-2020 19:57:57,Tbilisi,61df6a1c90,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1125,69959,25650,2331,900.0,True,,,,,,,,,,,Metadon 1gr
16,16,27-03-2020 19:57:57,Tbilisi,dd631c4acf,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,,3,нет,Тбилиси,1 гр,0.011000000000000001,6141,2252,205,79.0,True,,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
17,17,27-03-2020 19:57:57,Tbilisi,edfbad0151,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%),,5,нет,Тбилиси,2 гр,0.011000000000000001,6219,2280,207,80.0,True,,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%)
18,18,27-03-2020 19:57:57,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,,4,нет,Тбилиси,2 гр,0.0109,6141,2252,205,79.0,True,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
19,19,27-03-2020 19:57:57,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,2,нет,Тбилиси,2 гр,0.0124,6996,2565,233,90.0,True,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
20,20,27-03-2020 19:57:57,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,7,нет,Тбилиси,2 гр,0.0109,6141,2252,205,79.0,True,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
21,21,27-03-2020 19:57:57,Tbilisi,bb1791277e,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%,,2,нет,Тбилиси,2 гр,0.0117,6607,2423,220,85.0,True,,,,,,,,,,,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%
22,22,27-03-2020 19:57:57,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,,7,нет,Тбилиси,2 гр,0.0109,6141,2252,205,79.0,True,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
23,23,27-03-2020 19:57:57,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,1,нет,Тбилиси,2 гр,0.011000000000000001,6141,2252,205,79.0,,True,,,,,,,,,,2g super Skunk top class buds. Indica
24,24,27-03-2020 19:57:57,Tbilisi,e56bb6ca93,2gr Indica dominant Buds,True,5,нет,Тбилиси,2 гр,0.0065,3653,1340,122,47.0,,,,,,,,,,,,2gr Indica dominant Buds
25,25,27-03-2020 19:57:57,Tbilisi,ef3dc4de6c,Extasy GUCCI 2 шт. вес таблетки 450mg,,3,нет,Тбилиси,2 гр,0.0076,4275,1568,142,55.0,True,,,,,,,,,,,Extasy GUCCI 2 sht. ves tabletki 450mg
26,26,27-03-2020 19:57:57,Tbilisi,4659482266,Marijuana Blackberry 2g. Indica,,3,нет,Тбилиси,2 гр,0.011000000000000001,6141,2252,205,79.0,,True,,,,,,,,,,Marijuana Blackberry 2g. Indica
