,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Vake,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
102,102,27-03-2020 20:02:17,Batumi,c72111ac1a,NZT-52 limited 2г мука,,3,нет,Батуми,2 гр,0.0425,26429,9690,881,340.0,,,,,,,,,,True,,NZT-52 limited 2g muka
103,103,27-03-2020 20:02:17,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,22,нет,Батуми,2 гр,0.0056,3498,1283,117,45.0,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
104,104,27-03-2020 20:02:17,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,5,нет,Батуми,4 гр,0.0088,5441,1995,181,70.0,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
105,105,27-03-2020 20:02:17,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,6,нет,Батуми,6 гр,0.0119,7385,2708,246,95.0,,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
106,106,27-03-2020 20:02:17,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3028,171012,62700,5698,2200.0,,,,,,,,,,True,,[100g] SPAIN HASH
107,107,27-03-2020 20:02:17,Batumi,f8a875c191,METADON - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0316,17645,6470,588,227.0,,,,,,,,,True,,,METADON - BATUMI - 0.27 G
108,108,27-03-2020 20:02:17,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,13,Батуми,5 гр,0.025,15547,5700,518,200.0,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
109,109,27-03-2020 20:02:17,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.278,155465,57000,5180,2000.0,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
110,110,27-03-2020 20:02:17,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2085,116599,42750,3885,1500.0,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
111,111,27-03-2020 20:02:17,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0125,7773,2850,259,100.0,,,,,,,,,,True,,kur'er v Batumi
112,112,27-03-2020 20:02:17,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0313,19433,7125,648,250.0,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
113,113,27-03-2020 20:02:17,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0313,19433,7125,648,250.0,,,,,,,,,,True,,Ischu kur'era v Gruzii!
114,114,27-03-2020 20:02:17,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0345,21435,7838,707,,,,,250.0,,,,,,True,,Rabota na marki (kur'er)
115,115,27-03-2020 20:02:17,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0833,1165988,427500,38850,15000.0,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
116,116,27-03-2020 20:02:17,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0688,38866,14250,1295,500.0,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
117,117,27-03-2020 20:03:36,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,6,нет,Кутаиси,1 гр,0.026000000000000002,14847,5444,495,191.0,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
118,118,27-03-2020 20:03:36,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0198,11271,4133,376,145.0,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
119,119,27-03-2020 20:03:37,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0497,28372,10403,945,365.0,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
120,120,27-03-2020 20:03:37,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0184,10494,3848,350,135.0,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
121,121,27-03-2020 20:03:37,Kutaisi,be97026d1d,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0375,21376,7838,712,275.0,,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
122,122,27-03-2020 20:03:37,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,50 гр,0.0345,21435,7838,707,,,,,250.0,,,,,,,True,Rabota na marki (kur'er)
