,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
38,38,17-03-2020 22:18:48,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0588,26970,10658,863,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
39,39,17-03-2020 22:18:48,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0145,7315,2891,234,99.0,True,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,40,17-03-2020 22:18:48,Tbilisi,c225d2f67d,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0618,29556,11680,945,400.0,True,,,,,,,,,,gashish evro 10g
41,41,17-03-2020 22:18:48,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1023,46920,18542,1501,635.0,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
42,42,17-03-2020 22:18:48,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,13,5,Тбилиси,0.27 гр,0.0369,16773,6628,537,227.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
43,43,17-03-2020 22:18:48,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,1,3,Тбилиси,1.1 гр,0.1058,48028,18980,1536,650.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
44,44,17-03-2020 22:18:48,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.096,43595,17228,1395,590.0,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
45,45,17-03-2020 22:18:48,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0644,29556,11680,945,400.0,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
46,46,17-03-2020 22:18:48,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0886,40639,16060,1300,550.0,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
47,47,17-03-2020 22:18:48,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0251,11527,4555,369,156.0,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
48,48,17-03-2020 22:18:48,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0321,14704,5811,470,199.0,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
49,49,17-03-2020 22:18:48,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0258,11822,4672,378,160.0,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
50,50,17-03-2020 22:18:48,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0321,14704,5811,470,199.0,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
51,51,17-03-2020 22:18:48,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0321,14704,5811,470,199.0,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
52,52,17-03-2020 22:18:48,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0234,10714,4234,343,145.0,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,53,17-03-2020 22:18:48,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0321,16182,6395,518,219.0,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,54,17-03-2020 22:18:48,Tbilisi,3814ba5701,Hybrid Gagarin. 5g.,,нет,3,Тбилиси,5 гр,0.034,16256,6424,520,220.0,True,,,,,,,,,,Hybrid Gagarin. 5g.
55,55,17-03-2020 22:18:48,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0488,22167,8760,709,300.0,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
56,56,17-03-2020 22:18:48,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0242,11083,4380,355,150.0,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,57,17-03-2020 22:18:48,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0293,14778,5840,473,200.0,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
58,58,17-03-2020 22:18:48,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3766,190000,87429,6022,,True,,,,,,,,,,reagent 25i nbome. 5gr
59,59,17-03-2020 22:18:48,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4393,221669,87600,7091,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,60,17-03-2020 22:18:48,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1398,63471,25083,2030,859.0,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,61,17-03-2020 22:18:48,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0301,13670,5402,437,185.0,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,62,17-03-2020 22:18:48,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0796,36132,14279,1156,489.0,True,,,,,,,,,,💘✨5g. MDMA ✨💘
63,63,17-03-2020 22:18:48,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0535,24310,9607,778,329.0,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
64,64,17-03-2020 22:18:48,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,9,Тбилиси,5 гр,0.0293,13300,5256,425,180.0,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
65,65,17-03-2020 22:18:48,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.145,66501,26280,2127,900.0,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
66,66,17-03-2020 22:19:28,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0571,25861,10220,827,350.0,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
67,67,17-03-2020 22:19:28,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1292,59112,23360,1891,800.0,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,68,17-03-2020 22:19:28,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3594,164404,64970,5259,2225.0,True,,,,,,,,,,Amfetamin [White] [Import] 10G
69,69,17-03-2020 22:19:28,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2364,107066,42311,3425,1449.0,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
70,70,17-03-2020 22:19:28,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0602,27265,10775,872,369.0,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
71,71,17-03-2020 22:19:28,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0488,22093,8731,707,299.0,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
72,72,17-03-2020 22:19:28,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0977,44260,17491,1416,599.0,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
73,73,17-03-2020 22:19:28,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1762,88668,35040,2836,1200.0,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
74,74,17-03-2020 22:19:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.32299999999999995,147779,58400,4727,2000.0,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,75,17-03-2020 22:19:28,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3263,147779,58400,4727,2000.0,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
76,76,17-03-2020 22:19:28,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4038,184724,73000,5909,2500.0,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
77,77,17-03-2020 22:19:28,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2447,110834,43800,3545,1500.0,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
78,78,17-03-2020 22:19:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.743,339892,134320,10873,4600.0,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
79,79,17-03-2020 22:19:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2114,554172,219000,17727,7500.0,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
80,80,17-03-2020 22:19:28,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.3729,628062,248200,20091,8500.0,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,81,17-03-2020 22:19:28,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0294,14778,5840,473,200.0,True,,,,,,,,,,KURYER..500RUB.+BONUS
82,82,17-03-2020 22:19:28,Tbilisi,54915c4374,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.022000000000000002,11083,4380,355,150.0,True,,,,,,,,,,Rabota na marki (kur'er)
83,83,17-03-2020 22:19:28,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0323,14778,5840,473,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,84,17-03-2020 22:19:28,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0404,18472,7300,591,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,85,17-03-2020 22:19:28,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4447,1108344,438000,35454,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
86,86,17-03-2020 22:21:05,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,28,нет,Батуми,1 гр,0.0278,14039,5548,449,190.0,,,,,,,,True,,,NZT-52 limited 1 g muka
87,87,17-03-2020 22:21:05,Batumi,c72111ac1a,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0498,25122,9928,804,340.0,,,,,,,,True,,,NZT-52 limited 2g muka
88,88,17-03-2020 22:21:05,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2416,110834,43800,3545,1500.0,,,,,,,,True,,,Skunk! 50 gr.
89,89,17-03-2020 22:21:05,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0293,14778,5840,473,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
90,90,17-03-2020 22:21:05,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3254,147779,58400,4727,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
91,91,17-03-2020 22:21:05,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2441,110834,43800,3545,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
92,92,17-03-2020 22:21:05,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0146,7389,2920,236,100.0,,,,,,,,True,,,kur'er v Batumi
93,93,17-03-2020 22:21:05,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0366,18472,7300,591,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
94,94,17-03-2020 22:21:05,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.022000000000000002,11083,4380,355,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
95,95,17-03-2020 22:21:05,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0366,18472,7300,591,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
96,96,17-03-2020 22:21:05,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.4383,1108344,438000,35454,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
97,97,17-03-2020 22:21:05,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0805,36945,14600,1182,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
98,98,17-03-2020 22:22:27,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.022000000000000002,11083,4380,355,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
