,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
91,30-03-2020 21:08:15,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,1,нет,Батуми,4 гр,0.0082,4975,1824,165,64,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
92,30-03-2020 21:08:15,Batumi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Батуми,6 гр,0.0121,7385,2708,245,95,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
93,30-03-2020 21:08:15,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3082,171012,62700,5666,2200,,,,,,,,,True,,[100g] SPAIN HASH
94,30-03-2020 21:08:15,Batumi,XH0NP,XX-PABLO-XX,0.25G - METADON - VHQ,,нет,4,Батуми,0.25 гр,0.0354,19433,7125,644,250,,,,,,,,,True,,0.25G - METADON - VHQ
95,30-03-2020 21:08:15,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,13,Батуми,5 гр,0.0255,15547,5700,515,200,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
96,30-03-2020 21:08:15,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.283,155465,57000,5151,2000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
97,30-03-2020 21:08:15,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2123,116599,42750,3863,1500,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
98,30-03-2020 21:08:15,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0127,7773,2850,258,100,,,,,,,,,True,,kur'er v Batumi
99,30-03-2020 21:08:15,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0318,19433,7125,644,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
100,30-03-2020 21:08:15,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0318,19433,7125,644,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
101,30-03-2020 21:08:15,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0351,21435,7888,709,,,,,250,,,,,True,,Rabota na marki (kur'er)
102,30-03-2020 21:08:15,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1206,1165988,427500,38631,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
103,30-03-2020 21:08:15,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0701,38866,14250,1288,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
104,30-03-2020 21:09:52,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,1 гр,0.0265,14847,5444,492,191,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
105,30-03-2020 21:09:52,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,7,нет,Кутаиси,1.5 гр,0.0201,11271,4133,373,145,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
106,30-03-2020 21:09:52,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,2 гр,0.0506,28372,10403,940,365,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
107,30-03-2020 21:09:52,Kutaisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,8,нет,Кутаиси,2 гр,0.0048,2954,1083,98,38,,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
108,30-03-2020 21:09:52,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0187,10494,3848,348,135,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
109,30-03-2020 21:09:52,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0381,21376,7838,708,275,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
110,30-03-2020 21:09:52,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,50 гр,0.0351,21435,7888,709,,,,,250,,,,,,True,Rabota na marki (kur'er)
