,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Varketili,Vake,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,desc_en
0,02-08-2020 13:41:50,Tbilisi,DSIBJ,Gpsweed,Metadon 0.3,True,3,нет,Тбилиси,0.3 гр,0.023,21294,8079,707,290,,,,,,,,,,Metadon 0.3
1,02-08-2020 13:41:50,Tbilisi,7R3WM,RastaShop,0.5 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,12,нет,Тбилиси,0.5 гр,0.0028,2350,892,78,32,True,,,,,,,,,0.5 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
2,02-08-2020 13:41:50,Tbilisi,7R3WM,RastaShop,0.5 gr. Lemon Haze (Sativa),,2,нет,Тбилиси,0.5 гр,0.0028,2350,892,78,32,True,,,,,,,,,0.5 gr. Lemon Haze (Sativa)
3,02-08-2020 13:41:50,Tbilisi,QUZIV,Hollyweed,0.5 г.Super Skunk top class buds! (подезд),,1,нет,Тбилиси,0.5 гр,0.0027,2276,864,76,31,,True,,,,,,,,0.5 g.Super Skunk top class buds! (podezd)
4,02-08-2020 13:41:50,Tbilisi,ABOAB,ProGrow,0.5-G ---> Hybrid BEST (BTC - Sale),,5,нет,Тбилиси,0.5 гр,0.0025,2129,808,71,29,True,,,,,,,,,0.5-G ---> Hybrid BEST (BTC - Sale)
5,02-08-2020 13:41:50,Tbilisi,9R7SU,ClownBaroN,CLOWNBARON ШИШКИ ♤THC 28%♤( 0.5Г Ограниченное количество),,8,нет,Тбилиси,0.5 гр,0.0028,2350,892,78,32,True,,,,,,,,,CLOWNBARON ShIShKI ♤THC 28%♤( 0.5G Ogranichennoe kolichestvo)
6,02-08-2020 13:41:50,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 0.5G,True,5,нет,Тбилиси,0.5 гр,0.003,2496,947,83,34,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 0.5G
7,02-08-2020 13:41:50,Tbilisi,9Y6T,WeedShop,Tangerine 0.5г,True,5,нет,Тбилиси,0.5 гр,0.0028,2350,892,78,32,,,,,,,,,,Tangerine 0.5g
8,02-08-2020 13:41:50,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 0.5G,True,11,нет,Тбилиси,0.5 гр,0.0026,2203,836,73,30,,,,,,,,,,VHQ Hybrid MJ Buds 0.5G
9,02-08-2020 13:41:50,Tbilisi,I7IU,MrPickless,АКЦИЯ! 0.5gr marijuana best buds Btc 5% sale,True,9,нет,Тбилиси,0.5 гр,0.0021,1836,697,61,25,,,,,,,,,,AKTsIJa! 0.5gr marijuana best buds Btc 5% sale
10,02-08-2020 13:41:50,Tbilisi,43MUT,Canartvelo,Бошки Cookies Kush 0.5 g,True,5,нет,Тбилиси,0.5 гр,0.0022,1836,697,61,25,,,,,,,,,,Boshki Cookies Kush 0.5 g
11,02-08-2020 13:41:50,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️,True,1,нет,Тбилиси,0.5 гр,0.0037,3055,1155,101,,,,35,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️
12,02-08-2020 13:41:50,Tbilisi,JVZTQ,partyshop,1 Amnesia Haze марихуана шишки тгк 25%,True,1,нет,Тбилиси,1 гр,0.0052,4406,1672,146,60,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
13,02-08-2020 13:41:50,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,4,нет,Тбилиси,1 гр,0.0052,4406,1672,146,60,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
14,02-08-2020 13:41:50,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,1 гр,0.0052,4406,1672,146,60,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
15,02-08-2020 13:41:50,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,3,нет,Тбилиси,1 гр,0.0052,4332,1644,144,59,,,,,,,,,,1 gr super lemon haze probnik
16,02-08-2020 13:41:50,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,True,3,нет,Тбилиси,1 гр,0.0052,4332,1644,144,59,True,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
17,02-08-2020 13:41:50,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,6,нет,Тбилиси,1 гр,0.0052,4332,1644,144,59,True,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
18,02-08-2020 13:41:50,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,1,нет,Тбилиси,1 гр,0.0052,4332,1644,144,59,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
19,02-08-2020 13:41:50,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,1,нет,Тбилиси,1 гр,0.0049,4038,1532,134,55,,True,,,,,,,,1 g.Super Skunk top class buds! (podezd)
20,02-08-2020 13:41:50,Tbilisi,7R3WM,RastaShop,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,4,нет,Тбилиси,1 гр,0.0046,3892,1477,129,53,True,,,,,,,,,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
21,02-08-2020 13:41:50,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",,1,нет,Тбилиси,1 гр,0.0052,4406,1672,146,60,True,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
22,02-08-2020 13:41:50,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,18,нет,Тбилиси,1 гр,0.0043,3598,1365,119,49,,,,,,,,,,1gr HYBRID o.g
23,02-08-2020 13:41:50,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,7,нет,Тбилиси,1 гр,0.0043,3598,1365,119,49,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
24,02-08-2020 13:41:50,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,14,нет,Тбилиси,1 гр,0.004,3378,1282,112,46,,,,,,,,,,Amsterdam weed sativa 1gr
25,02-08-2020 13:41:50,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,20,нет,Тбилиси,1 гр,0.0035,3000,1380,99,,,,,,,,,,,Auto Amnesia Haze 1 gr
26,02-08-2020 13:41:50,Tbilisi,7IU5,ANASHA777,Hybrid Ana-sha 1G.,True,5,нет,Тбилиси,1 гр,0.0033,3010,1142,100,41,,,,,,,,,,Hybrid Ana-sha 1G.
27,02-08-2020 13:41:50,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0051,4259,1616,141,58,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
28,02-08-2020 13:41:50,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,2,нет,Тбилиси,1 гр,0.0044,3671,1393,122,50,,,,,,,,,,VHQ Hybrid MJ Buds 1G
29,02-08-2020 13:41:50,Tbilisi,I7IU,MrPickless,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,True,1,нет,Тбилиси,1 гр,0.0038,3304,1254,110,45,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
30,02-08-2020 13:41:50,Tbilisi,43MUT,Canartvelo,Бошки Cookies Kush 1 g,True,1,нет,Тбилиси,1 гр,0.0035,2937,1114,98,40,,,,,,,,,,Boshki Cookies Kush 1 g
31,02-08-2020 13:41:50,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,2,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
32,02-08-2020 13:41:50,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
33,02-08-2020 13:41:50,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,1,нет,Тбилиси,2 гр,0.0087,7343,2786,244,100,True,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
34,02-08-2020 13:41:50,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,True,1,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
35,02-08-2020 13:41:50,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
36,02-08-2020 13:43:07,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0105,8811,3343,293,120,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
37,02-08-2020 13:43:07,Tbilisi,43MUT,Canartvelo,Бошки Cookies Kush 2 g,True,3,нет,Тбилиси,2 гр,0.007,5874,2229,195,80,,,,,,,,,,Boshki Cookies Kush 2 g
38,02-08-2020 13:43:07,Tbilisi,LD5U,Marshydroo,3 gram + skunk auto шишки,,3,нет,Тбилиси,3 гр,0.0113,9913,3761,329,135,,,,True,,,,,,3 gram + skunk auto shishki
39,02-08-2020 13:43:07,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,2,нет,Тбилиси,3 гр,0.0071,6608,2507,219,90,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
40,02-08-2020 13:43:07,Tbilisi,JVZTQ,partyshop,5 ecstasy red maseratti VHQ екстази импорт с США,True,7,нет,Тбилиси,5 гр,0.0218,18357,6965,609,250,,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
41,02-08-2020 13:43:07,Tbilisi,LD5U,Marshydroo,Super Skunk auto 10gram,,1,нет,Тбилиси,10 гр,0.0313,27461,10420,912,374,,,,,True,,,,,Super Skunk auto 10gram
42,02-08-2020 13:43:07,Tbilisi,6P9R,RickNMorty,VHQ Methadon 1G max 12 Hours for adrss,True,нет,1,Тбилиси,1 гр,0.0872,73426,27860,2438,1000,,,,,,,,,,VHQ Methadon 1G max 12 Hours for adrss
43,02-08-2020 13:43:07,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,3,Тбилиси,1 гр,0.0324,27060,10233,899,,,,310,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
44,02-08-2020 13:43:07,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0218,18357,6965,609,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
45,02-08-2020 13:43:07,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0236,19825,7522,658,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
46,02-08-2020 13:43:07,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.024,20192,7662,670,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,02-08-2020 13:43:07,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0209,17622,6686,585,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
48,02-08-2020 13:43:07,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0244,20559,7801,683,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
49,02-08-2020 13:43:07,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0236,19825,7522,658,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,02-08-2020 13:43:07,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0174,16080,6101,534,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,02-08-2020 13:43:07,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.019,17622,6686,585,240,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
52,02-08-2020 13:43:07,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,нет,1,Тбилиси,5 гр,0.019,17622,6686,585,240,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
53,02-08-2020 13:43:07,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 5G,True,нет,3,Тбилиси,5 гр,0.0205,17255,6547,573,235,,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 5G
54,02-08-2020 13:43:07,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0236,19825,7522,658,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
55,02-08-2020 13:43:07,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2052,190000,87429,6300,,,,,,,,,,,reagent 25i nbome. 5gr
56,02-08-2020 13:43:07,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2379,220278,83580,7313,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,02-08-2020 13:43:07,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.048,40384,15323,1341,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
58,02-08-2020 13:43:07,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0611,51398,19502,1706,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
59,02-08-2020 13:43:07,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0366,30839,11701,1024,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
60,02-08-2020 13:43:07,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0698,58741,22288,1950,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
61,02-08-2020 13:43:07,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,5,Тбилиси,10 гр,0.0366,30839,11701,1024,420,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
62,02-08-2020 13:43:07,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1941,163373,61989,5423,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
63,02-08-2020 13:43:07,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.046,38407,14524,1276,,,,440,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
64,02-08-2020 13:43:07,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0408,34043,12874,1131,,,,390,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
65,02-08-2020 13:43:07,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0515,47727,18109,1584,650,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
66,02-08-2020 13:43:07,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2093,176223,66864,5850,2400,,,,,,,,,,100 gr marijuana buds
67,02-08-2020 13:43:07,Tbilisi,OX85,amnesia420,"Weed cooking butter 100gr, Hight THC",True,нет,1,Тбилиси,100 гр,0.0086,7269,2758,241,99,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
68,02-08-2020 13:43:07,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2181,183565,69650,6094,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
69,02-08-2020 13:43:07,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5146,433214,164374,14381,5900,,,,,,,,,,180 gr marihuana persoalno
70,02-08-2020 13:44:08,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,3,Тбилиси,500 гр,0.0871,73426,27860,2438,1000,True,,,True,,,True,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
71,02-08-2020 13:44:08,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7404,624122,236810,20719,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,02-08-2020 13:44:08,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0158,14685,5572,488,200,,,,,,,,,,KURYER..500RUB.+BONUS
73,02-08-2020 13:44:08,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0218,18357,6965,609,250,True,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
74,02-08-2020 13:44:08,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0218,18357,6965,609,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
75,02-08-2020 13:44:08,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0475,44056,16716,1463,600,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
76,02-08-2020 13:44:08,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0174,14685,5572,488,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,02-08-2020 13:44:08,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0218,18357,6965,609,250,,,,,,,,,,Rabota na marki (kur'er)
78,02-08-2020 13:44:08,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0436,36713,13930,1219,500,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
79,02-08-2020 13:44:08,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0436,36713,13930,1219,500,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
80,02-08-2020 13:44:08,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.3185,1101392,417900,36563,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
81,02-08-2020 13:44:08,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0436,36713,13930,1219,500,,,,True,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
82,02-08-2020 13:46:35,Batumi,6KB,Marioshop,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️",,6,нет,Батуми,0.4 гр,0.0239,19989,7559,664,,,,229,,,,,True,,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️"
83,02-08-2020 13:46:35,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️,,7,нет,Батуми,0.5 гр,0.0037,3055,1155,101,,,,35,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️
84,02-08-2020 13:46:35,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,2,нет,Батуми,2 гр,0.0029,2423,919,80,33,,,,,,,,,True,Melkie shishki (Indica) 2g
