,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,24-02-2020 20:51:20,Tbilisi,F8K,BestAcid,Метадон - 0.12 г Новая партия!,True,19,нет,Тбилиси,0.12 гр,0.0099,7073,2696,243,110,,,,,,,,,Metadon - 0.12 g Novaja partija!
1,24-02-2020 20:51:20,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,2,нет,Тбилиси,0.25 гр,0.0099,6430,2451,221,100,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
2,24-02-2020 20:51:20,Tbilisi,7R3WM,RastaShop,0.5 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,10,нет,Тбилиси,0.5 гр,0.0029,1865,711,64,29,True,,,,,,,,0.5 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
3,24-02-2020 20:51:20,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,1,нет,Тбилиси,0.5 гр,0.0089,6366,2426,219,99,,,,,,,,,Cocaine Pure VHQ 0.5g
4,24-02-2020 20:51:20,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,7,нет,Тбилиси,0.5 гр,0.0103,7009,2672,241,109,,,,,,,,,Pure COCAINE VHQ 0.5g
5,24-02-2020 20:51:20,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,12,нет,Тбилиси,0.5 гр,0.003,1929,735,66,30,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
6,24-02-2020 20:51:20,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,6,нет,Тбилиси,0.8 гр,0.0148,9645,3677,332,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
7,24-02-2020 20:51:20,Tbilisi,JVZTQ,partyshop,1 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,5,нет,Тбилиси,1 гр,0.0098,6366,2426,219,99,,,,,,,,,1 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
8,24-02-2020 20:51:20,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti VHQ екстази импорт с США,True,1,нет,Тбилиси,1 гр,0.0049,3215,1226,111,50,,,,,,,,,1 ecstasy red maseratti VHQ ekstazi import s SShA
9,24-02-2020 20:51:20,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,1,нет,Тбилиси,1 гр,0.0119,7716,2941,265,120,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
10,24-02-2020 20:51:20,Tbilisi,JVZTQ,partyshop,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,4,нет,Тбилиси,1 гр,0.0089,5787,2206,199,90,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
