,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,28-02-2020 00:23:14,Tbilisi,366326d4d6,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,9,нет,Тбилиси,0.5 гр,0.0118,7151,2678,244,109.0,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
1,1,28-02-2020 00:23:14,Tbilisi,1768a14bbd,"NEW Sale!! Cocaine 0,5 гр. HQ",True,4,нет,Тбилиси,0.5 гр,0.0107,6495,2432,222,99.0,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
2,2,28-02-2020 00:23:14,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0161,9841,3686,336,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,3,28-02-2020 00:23:14,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,8,нет,Тбилиси,1 гр,0.0047,3149,1179,107,48.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
4,4,28-02-2020 00:23:14,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,,12,нет,Тбилиси,1 гр,0.0039,2428,909,83,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
5,5,28-02-2020 00:23:14,Tbilisi,8ddca45a78,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale,True,1,нет,Тбилиси,1 гр,0.0039,2624,983,90,40.0,,,,,,,,,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale
6,6,28-02-2020 00:23:14,Tbilisi,366326d4d6,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,1 гр,0.0215,12991,4865,443,198.0,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
7,7,28-02-2020 00:23:14,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0185,12466,4668,425,190.0,,,,,,,,,Cocaine Pure VHQ 1g
8,8,28-02-2020 00:23:14,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! Buds ! 1G,True,2,нет,Тбилиси,1 гр,0.0048,2952,1106,101,45.0,,,,,,,,,NEW ! Super Critical ! NEW ! Buds ! 1G
9,9,28-02-2020 00:23:14,Tbilisi,ae784bef73,NEW ! Super Skunk ! NEW ! BUDS ! 1g,True,1,нет,Тбилиси,1 гр,0.0048,2952,1106,101,45.0,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1g
10,10,28-02-2020 00:23:14,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,6,нет,Тбилиси,1 гр,0.0205,12400,4644,423,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
11,11,28-02-2020 00:23:14,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0185,11810,4423,403,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
12,12,28-02-2020 00:23:14,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,2 гр,0.0083,5577,2088,190,85.0,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
13,13,28-02-2020 00:23:14,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,1,нет,Тбилиси,2 гр,0.0086,5183,1941,177,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
14,14,28-02-2020 00:23:14,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.039,23620,8845,806,360.0,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
15,15,28-02-2020 00:23:14,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0433,26244,9828,895,400.0,,,,,,,,,"Cocaine, 2 g"
