,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Didube,Gldani,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
32,32,22-05-2020 02:01:04,Tbilisi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0347,25673,9768,863,,,,,,330.0,,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
33,33,22-05-2020 02:01:04,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.0393,26171,9948,880,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
34,34,22-05-2020 02:01:54,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0617,41065,15610,1381,579.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
35,35,22-05-2020 02:01:54,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0422,28370,10784,954,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
36,36,22-05-2020 02:01:54,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,1,2,Тбилиси,4 гр,0.0148,9929,3774,334,140.0,True,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
37,37,22-05-2020 02:01:54,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.057999999999999996,39008,14828,1312,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
38,38,22-05-2020 02:01:54,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0248,16667,6336,561,235.0,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
39,39,22-05-2020 02:01:54,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0253,17022,6470,573,240.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
40,40,22-05-2020 02:01:54,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0243,16313,6201,549,230.0,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
41,41,22-05-2020 02:01:54,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,2,Тбилиси,5 гр,0.0168,11277,4287,379,159.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
42,42,22-05-2020 02:01:54,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0253,17022,6470,573,240.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
43,43,22-05-2020 02:01:54,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0253,17022,6470,573,240.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
44,44,22-05-2020 02:01:54,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0243,16313,6201,549,230.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
45,45,22-05-2020 02:01:54,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.021,15532,5904,522,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
46,46,22-05-2020 02:01:54,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0248,16667,6336,561,235.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
47,47,22-05-2020 02:01:54,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0169,11348,4314,382,160.0,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
48,48,22-05-2020 02:01:54,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2568,190000,87429,6393,,,,,,,,,,,,reagent 25i nbome. 5gr
49,49,22-05-2020 02:01:54,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2876,212772,80880,7157,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
50,50,22-05-2020 02:01:54,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1021,68016,25855,2288,959.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
51,51,22-05-2020 02:01:54,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0202,13476,5122,453,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
52,52,22-05-2020 02:01:54,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,4,Тбилиси,5 гр,0.0521,34682,13183,1167,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
53,53,22-05-2020 02:01:54,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0949,63832,24264,2147,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,54,22-05-2020 02:01:54,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0422,28370,10784,954,400.0,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
55,55,22-05-2020 02:01:54,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0738,49647,18872,1670,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
56,56,22-05-2020 02:01:54,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,29788,11323,1002,420.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
57,57,22-05-2020 02:01:54,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,2,38,Тбилиси,10 гр,0.0142,9575,3640,322,135.0,,,,,,,,,,,10G Hybrid Marijuana Leafs
58,58,22-05-2020 02:01:54,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0844,56739,21568,1908,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,59,22-05-2020 02:01:54,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0306,20568,7818,692,290.0,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
60,60,22-05-2020 02:01:54,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2346,157806,59986,5308,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
61,61,22-05-2020 02:01:54,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.166,110571,42031,3719,1559.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
62,62,22-05-2020 02:01:54,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0393,26171,9948,880,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
63,63,22-05-2020 02:01:54,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0336,22341,8492,751,315.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
64,64,22-05-2020 02:01:54,Tbilisi,0dec0e1c48,20 gr georgian weed. Package on magnet,True,нет,11,Тбилиси,20 гр,0.0558,37519,14262,1262,529.0,,,,,,,,,,,20 gr georgian weed. Package on magnet
65,65,22-05-2020 02:01:54,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5325,354620,134800,11928,5000.0,,,,,,,,,,,METADON - 20 G.
66,66,22-05-2020 02:01:54,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0638,42483,16149,1429,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
67,67,22-05-2020 02:01:54,Tbilisi,0dec0e1c48,50 gr georgian weed. Package on magnet,True,нет,7,Тбилиси,50 гр,0.13699999999999998,92130,35021,3099,1299.0,,,,,,,,,,,50 gr georgian weed. Package on magnet
68,68,22-05-2020 02:01:54,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.11599999999999999,78016,29656,2624,1100.0,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
69,69,22-05-2020 02:02:18,Tbilisi,0dec0e1c48,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2635,177239,67373,5962,2499.0,,,,,,,,,,,100 gr georgian weed. Package on magnet
70,70,22-05-2020 02:02:18,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2531,170218,64704,5725,2400.0,,,,,,,,,,,100 gr marijuana buds
71,71,22-05-2020 02:02:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2109,141848,53920,4771,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,72,22-05-2020 02:02:18,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2636,177310,67400,5964,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
73,73,22-05-2020 02:02:18,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6222,418452,159064,14075,5900.0,,,,,,,,,,,180 gr marihuana persoalno
74,74,22-05-2020 02:02:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4851,326250,124016,10974,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
75,75,22-05-2020 02:02:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7909,531930,202200,17892,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
76,76,22-05-2020 02:02:18,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8964,602854,229160,20278,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
77,77,22-05-2020 02:02:18,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0192,14185,5392,477,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
78,78,22-05-2020 02:02:18,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0422,28370,10784,954,400.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
79,79,22-05-2020 02:02:18,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0211,14185,5392,477,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
80,80,22-05-2020 02:02:18,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0264,17731,6740,596,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
81,81,22-05-2020 02:02:18,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5962,1063860,404400,35784,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
82,82,22-05-2020 02:04:05,Batumi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 0.5 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,9,нет,Батуми,0.5 гр,0.0063,4255,1618,143,60.0,,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 0.5 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
83,83,22-05-2020 02:04:05,Batumi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 1 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,2,нет,Батуми,1 гр,0.011000000000000001,7447,2831,250,105.0,,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 1 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
84,84,22-05-2020 02:04:05,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2322,156033,59312,5248,2200.0,,,,,,,,True,,,[100g] SPAIN HASH
85,85,22-05-2020 02:04:05,Batumi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",,нет,1,Батуми,1 гр,0.0347,25673,9768,863,,,,,,330.0,,,True,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
86,86,22-05-2020 02:04:05,Batumi,54915c4374,Батуми н-бооом 2 штуки,,нет,9,Батуми,2 гр,0.0038,2567,977,86,,,,,,33.0,,,True,,,Batumi n-booom 2 shtuki
87,87,22-05-2020 02:04:05,Batumi,54915c4374,MDMA !! 3 грамма,,нет,2,Батуми,3 гр,0.0422,28370,10784,954,400.0,,,,,,,,True,,,MDMA !! 3 gramma
88,88,22-05-2020 02:04:05,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.168,112990,51992,3802,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
89,89,22-05-2020 02:04:05,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.266,178900,82321,6019,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
90,90,22-05-2020 02:04:05,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7092,2696,239,100.0,,,,,,,,True,,,kur'er v Batumi
91,91,22-05-2020 02:04:05,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17731,6740,596,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,92,22-05-2020 02:04:05,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17731,6740,596,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
93,93,22-05-2020 02:04:05,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5979,1063860,404400,35784,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
94,94,22-05-2020 02:04:05,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0528,35462,13480,1193,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
95,95,22-05-2020 02:05:37,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 0.55г бтк скидка 10% !!,,3,нет,Кутаиси,0.55 гр,0.0021,1560,593,52,22.0,,,,,,,,,,True,Shishki Lemon weed TGK 25% 0.55g btk skidka 10% !!
96,96,22-05-2020 02:05:37,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0507,34398,13076,1157,485.0,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
97,97,22-05-2020 02:05:37,Kutaisi,b7446e2cca,Шишки Lemon weed ТГК 25% 2.2г бтк скидка 10% !!,,1,нет,Кутаиси,2.2 гр,0.0048,3546,1348,119,50.0,,,,,,,,,,True,Shishki Lemon weed TGK 25% 2.2g btk skidka 10% !!
98,98,22-05-2020 02:05:37,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0387,26242,9975,883,370.0,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
99,99,22-05-2020 02:05:37,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0211,14185,5392,477,200.0,,,,,,,,,,True,Rabota na marki (kur'er)
