,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Saburtalo,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
105,105,17-02-2020 16:53:28,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2515,158271,61425,5497,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
106,106,17-02-2020 16:53:28,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0393,27223,10565,945,430.0,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
107,107,17-02-2020 16:53:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4628,291219,113022,10114,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
108,108,17-02-2020 16:53:28,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7546,474814,184275,16490,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
109,109,17-02-2020 16:53:28,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8552,538122,208845,18688,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
110,110,17-02-2020 16:53:28,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0183,12662,4914,440,200.0,,,,,,,,,KURYER..500RUB.+BONUS
111,111,17-02-2020 16:53:28,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0183,12662,4914,440,200.0,,,,,,,,,Trebuetsja Kur'er
112,112,17-02-2020 16:53:28,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,12662,4914,440,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
113,113,17-02-2020 16:53:28,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0252,15827,6143,550,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
114,114,17-02-2020 16:53:28,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5228,949628,368550,32979,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
115,115,17-02-2020 16:54:41,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,4,нет,Батуми,0.27 гр,0.0231,14371,5577,499,227.0,,,,,,True,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
116,116,17-02-2020 16:54:41,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,8,10,Батуми,0.27 гр,0.0231,14371,5577,499,227.0,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
117,117,17-02-2020 16:54:41,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0183,12662,4914,440,200.0,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
118,118,17-02-2020 16:54:41,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0956,60143,23342,2089,950.0,,,,,,True,,,Hybrid Skunk! 50 gr
119,119,17-02-2020 16:54:41,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1811,113955,44226,3957,1800.0,,,,,,True,,,Hybrid Skunk! 100 gr
120,120,17-02-2020 16:54:41,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3048,189926,73710,6596,3000.0,,,,,,True,,,SUBOXIN - HQ - 100 G.
121,121,17-02-2020 16:54:41,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.254,158271,61425,5497,2500.0,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
122,122,17-02-2020 16:54:41,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0102,6331,2457,220,100.0,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
123,123,17-02-2020 16:54:41,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3165,1229,110,50.0,,,,,,True,,,kur'er v Batumi
124,124,17-02-2020 16:54:41,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3165,1229,110,50.0,,,,,,True,,,Vakansija Kur'era v Batumi
125,125,17-02-2020 16:54:41,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0072,5000,2301,173,,,,,,,True,,,Vakansija Kur'era v Batumi
126,126,17-02-2020 16:54:41,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,15827,6143,550,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
127,127,17-02-2020 16:54:41,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,15827,6143,550,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
128,128,17-02-2020 16:54:41,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5228,949628,368550,32979,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
129,129,17-02-2020 16:54:41,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0503,31654,12285,1099,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
130,130,17-02-2020 16:56:07,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0022,1393,541,48,22.0,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
131,131,17-02-2020 16:56:07,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0041,2532,983,88,40.0,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
132,132,17-02-2020 16:56:07,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0081,5065,1966,176,80.0,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
133,133,17-02-2020 16:56:07,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0113,7027,2727,244,111.0,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
134,134,17-02-2020 16:56:07,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0102,6331,2457,220,100.0,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
