,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Дигоми,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
135,21-02-2020 04:56:46,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,5,нет,Батуми,1 гр,0.0173,12111,4657,419,190,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
136,21-02-2020 04:56:46,Batumi,XHR,420Factory,Power Africa 1g,,1,нет,Батуми,1 гр,0.0046,3187,1226,110,50,,,,,,,,True,,,Power Africa 1g
137,21-02-2020 04:56:46,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OG Kush, 2г",,4,нет,Батуми,2 гр,0.0091,5737,2206,198,90,,,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
138,21-02-2020 04:56:46,Batumi,O9SXJ,Parnavaz,"Шишки OG Kush, 3гр.",,1,нет,Батуми,3 гр,0.0137,8605,3309,298,135,,,,,,,,True,,,"Shishki OG Kush, 3gr."
139,21-02-2020 04:56:46,Batumi,O9SXJ,Parnavaz,"Шишки / weed OG Kush, 5гр",,1,нет,Батуми,5 гр,0.0228,14342,5515,496,225,,,,,,,,True,,,"Shishki / weed OG Kush, 5gr"
140,21-02-2020 04:56:46,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,10,Батуми,0.27 гр,0.023,14469,5564,500,227,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
141,21-02-2020 04:56:46,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0182,12748,4902,441,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
142,21-02-2020 04:56:46,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0952,60554,23285,2095,950,,,,,,,,True,,,Hybrid Skunk! 50 gr
143,21-02-2020 04:56:46,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1804,114734,44118,3969,1800,,,,,,,,True,,,Hybrid Skunk! 100 gr
144,21-02-2020 04:56:46,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3037,191224,73530,6614,3000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
145,21-02-2020 04:56:46,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2531,159353,61275,5512,2500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
146,21-02-2020 04:56:46,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0101,6374,2451,220,100,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
147,21-02-2020 04:56:46,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3187,1226,110,50,,,,,,,,True,,,kur'er v Batumi
148,21-02-2020 04:56:46,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3187,1226,110,50,,,,,,,,True,,,Vakansija Kur'era v Batumi
149,21-02-2020 04:56:46,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,173,,,,,,,,,True,,,Vakansija Kur'era v Batumi
150,21-02-2020 04:56:46,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0228,15935,6128,551,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
151,21-02-2020 04:56:46,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0228,15935,6128,551,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
152,21-02-2020 04:56:46,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5174,956120,367650,33072,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
153,21-02-2020 04:56:46,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0501,31871,12255,1102,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
154,21-02-2020 04:58:18,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,2,нет,Кутаиси,0.5 гр,0.002,1275,490,44,20,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
155,21-02-2020 04:58:18,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0038,2422,931,84,38,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
156,21-02-2020 04:58:18,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0075,4717,1814,163,74,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
157,21-02-2020 04:58:18,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0109,6884,2647,238,108,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
158,21-02-2020 04:58:18,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0101,6374,2451,220,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
