,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Nadzaladevi,Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,09-04-2020 06:37:43,Tbilisi,99accec7c7,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!,,2,нет,Тбилиси,1 гр,0.0935,53025,19285,1786,700.0,True,,,,,,,,,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!
11,11,09-04-2020 06:37:43,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,5,нет,Тбилиси,1 гр,0.0269,15907,5786,536,210.0,,,,,,,,,,VHQ BEST Cocaine 1g.
12,12,09-04-2020 06:37:43,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1093,68175,24795,2296,900.0,,,,,,,,,,Metadon 1gr
13,13,09-04-2020 06:37:43,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,7,нет,Тбилиси,1 гр,0.0024,1515,551,51,20.0,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
14,14,09-04-2020 06:37:43,Tbilisi,83f3d55917,19% ТГК Шишки Northern Lights 1.1г Скидка 5% через БИТКОИН,,5,нет,Тбилиси,1.1 гр,0.0064,3788,1378,128,50.0,,True,,,,,,,,19% TGK Shishki Northern Lights 1.1g Skidka 5% cherez BITKOIN
15,15,09-04-2020 06:37:43,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,2 гр,0.0094,5303,1929,179,70.0,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
16,16,09-04-2020 06:37:43,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,2 гр,0.0043,2651,964,89,35.0,True,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
17,17,09-04-2020 06:37:43,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩,True,1,нет,Тбилиси,2 гр,0.012,6742,2452,227,89.0,,,,,,,,,,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩
18,18,09-04-2020 06:37:43,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.040999999999999995,24240,8816,816,320.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
19,19,09-04-2020 06:37:43,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0397,22725,8265,765,300.0,,,,,,,,,,5 Grm Mdma Pure Quality A +++
20,20,09-04-2020 06:37:43,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,2,нет,Тбилиси,5 гр,0.0513,30300,11020,1020,400.0,,,,,,,,,,5g MDMA (IMPORTED)
21,21,09-04-2020 06:37:43,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,15,нет,Тбилиси,5 гр,0.0179,10150,3692,342,134.0,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
22,22,09-04-2020 06:37:43,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0236,13256,4821,446,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
23,23,09-04-2020 06:37:43,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Тбилиси,5 гр,0.0091,5681,2066,191,75.0,,,True,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
24,24,09-04-2020 06:37:43,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0067,4166,1515,140,55.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
25,25,09-04-2020 06:37:43,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0488,27649,10056,931,365.0,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
26,26,09-04-2020 06:37:43,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,1,3,Тбилиси,10 гр,0.0132,8223,2995,277,,,True,,,100.0,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
27,27,09-04-2020 06:37:43,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0103,6439,2342,217,85.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
28,28,09-04-2020 06:37:43,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0513,30300,11020,1020,400.0,,,,,,,,,,gashish evro 10g
29,29,09-04-2020 06:37:43,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0996,58858,21406,1982,777.0,,,,,,,,,,Gashish Evro 20gr
30,30,09-04-2020 06:37:43,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2429,151500,55100,5102,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
31,31,09-04-2020 06:37:43,Tbilisi,f8a875c191,METADON - 0.22 G.,True,10,15,Тбилиси,0.22 гр,0.0201,11287,4105,380,149.0,,,,,,,,,,METADON - 0.22 G.
32,32,09-04-2020 06:37:43,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 0.5 g. акция -5% при оплате бтк!!!,True,нет,5,Тбилиси,0.5 гр,0.0239,14089,5124,475,186.0,,,,,,,,,,Cocaine Fishscale! Limited Quantity 0.5 g. aktsija -5% pri oplate btk!!!
33,33,09-04-2020 06:38:39,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 0.5 g. акция -5% при оплате бтк!!!,True,нет,5,Тбилиси,0.5 гр,0.0238,14089,5124,475,186.0,,,,,,,,,,Cocaine Fishscale! Limited Quantity 0.5 g. aktsija -5% pri oplate btk!!!
34,34,09-04-2020 06:38:39,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 1g. акция -10% при оплате бтк!!!,True,нет,10,Тбилиси,1 гр,0.0443,27649,10056,931,365.0,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -10% pri oplate btk!!!
35,35,09-04-2020 06:38:39,Tbilisi,54915c4374,MDMA 1 гр,True,нет,1,Тбилиси,1 гр,0.0132,8223,2995,277,,,,,,100.0,,,,,MDMA 1 gr
36,36,09-04-2020 06:38:39,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0198,12335,4493,416,,,,,,150.0,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
37,37,09-04-2020 06:38:39,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.027000000000000003,15150,5510,510,200.0,,,,,,,,,,✨✨2gram. MDMA✨✨
38,38,09-04-2020 06:38:39,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0497,27952,10166,941,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
39,39,09-04-2020 06:38:39,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0795,44692,16255,1505,590.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
40,40,09-04-2020 06:38:39,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0534,30300,11020,1020,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
41,41,09-04-2020 06:38:39,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0214,12120,4408,408,160.0,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
42,42,09-04-2020 06:38:39,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0734,41662,15153,1403,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,43,09-04-2020 06:38:39,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0226,12802,4656,431,169.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
44,44,09-04-2020 06:38:39,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0227,12877,4684,434,170.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
45,45,09-04-2020 06:38:39,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0266,15074,5482,508,199.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,46,09-04-2020 06:38:39,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0266,15074,5482,508,199.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
47,47,09-04-2020 06:38:39,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0266,16589,6033,559,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
48,48,09-04-2020 06:38:39,Tbilisi,28bf667d16,Cocaine Fishscale 5g,True,нет,1,Тбилиси,5 гр,0.1608,91279,33198,3074,1205.0,,,,,,,,,,Cocaine Fishscale 5g
49,49,09-04-2020 06:38:39,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0266,15074,5482,508,199.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,50,09-04-2020 06:38:39,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0461,28782,10483,970,,,,,,350.0,,,,,MDMA 5 gr!!!
51,51,09-04-2020 06:38:39,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.0243,15150,5510,510,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
52,52,09-04-2020 06:38:39,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3043,190000,87429,6397,,,,,,,,,,,reagent 25i nbome. 5gr
53,53,09-04-2020 06:38:39,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.364,227250,82650,7654,3000.0,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
54,54,09-04-2020 06:38:39,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1171,65827,23941,2217,869.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
55,55,09-04-2020 06:38:39,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0256,14392,5235,485,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
56,56,09-04-2020 06:38:39,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0659,37042,13472,1248,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
57,57,09-04-2020 06:38:39,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0255,14317,5207,482,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
58,58,09-04-2020 06:38:39,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1201,68175,24795,2296,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
59,59,09-04-2020 06:38:39,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,4,Тбилиси,10 гр,0.0934,53025,19285,1786,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,60,09-04-2020 06:38:39,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0427,24240,8816,816,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,61,09-04-2020 06:38:39,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1068,60600,22040,2041,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
62,62,09-04-2020 06:38:39,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.297,168544,61299,5676,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
63,63,09-04-2020 06:38:39,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1953,109762,39920,3697,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
64,64,09-04-2020 06:38:39,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0497,27952,10166,941,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
65,65,09-04-2020 06:39:29,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.0542,30679,11158,1033,405.0,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
66,66,09-04-2020 06:39:29,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0809,45374,16502,1528,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
67,67,09-04-2020 06:39:29,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1471,83325,30305,2806,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
68,68,09-04-2020 06:39:29,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3209,181800,66120,6123,2400.0,,,,,,,,,,100 gr marijuana buds
69,69,09-04-2020 06:39:29,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2674,151500,55100,5102,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,70,09-04-2020 06:39:29,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2701,151500,55100,5102,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
71,71,09-04-2020 06:39:29,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3343,189375,68875,6378,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,72,09-04-2020 06:39:29,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6151,348450,126730,11736,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
73,73,09-04-2020 06:39:29,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0029,568124,206625,19134,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
74,74,09-04-2020 06:39:29,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1366,643874,234175,21685,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,75,09-04-2020 06:39:29,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0243,15150,5510,510,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
76,76,09-04-2020 06:39:29,Tbilisi,83f3d55917,"Ишем опитного курера,(CladMan)",True,1,нет,Тбилиси,1 гр,0.008,5000,2301,168,,,,,,,,,,,"Ishem opitnogo kurera,(CladMan)"
77,77,09-04-2020 06:39:29,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0267,15150,5510,510,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
78,78,09-04-2020 06:39:29,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0334,18937,6888,638,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
79,79,09-04-2020 06:39:29,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.024,1136249,413250,38268,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
80,80,09-04-2020 06:41:06,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2942,166650,60610,5613,2200.0,,,,,,,True,,,[100g] SPAIN HASH
81,81,09-04-2020 06:41:06,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,12,Батуми,5 гр,0.0243,15150,5510,510,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
82,82,09-04-2020 06:41:06,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2701,151500,55100,5102,2000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
83,83,09-04-2020 06:41:06,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0122,7575,2755,255,100.0,,,,,,,True,,,kur'er v Batumi
84,84,09-04-2020 06:41:06,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0304,18937,6888,638,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
85,85,09-04-2020 06:41:06,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0304,18937,6888,638,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
86,86,09-04-2020 06:41:06,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0365,22725,8265,765,300.0,,,,,,,True,,,Rabota na marki (kur'er)
87,87,09-04-2020 06:41:06,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.024,1136249,413250,38268,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
88,88,09-04-2020 06:41:06,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0669,37875,13775,1276,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
89,89,09-04-2020 06:42:40,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1 гр,0.0253,14468,5262,487,191.0,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,90,09-04-2020 06:42:40,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0192,10984,3995,370,145.0,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,91,09-04-2020 06:42:40,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0483,27649,10056,931,365.0,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
92,92,09-04-2020 06:42:40,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0179,10226,3719,344,135.0,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
93,93,09-04-2020 06:42:40,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0364,20831,7576,702,275.0,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
