,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,Old Tbilisi (Старый город),Авлобари,€,Didube,Vake,Varketili,Центр,Батуми,desc_en
26,03-08-2020 18:09:11,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,2,нет,Тбилиси,1.5 гр,0.0132,11124,4193,366,150,,,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
27,03-08-2020 18:09:11,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,1,нет,Тбилиси,2 гр,0.0087,7342,2767,241,99,,,True,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
28,03-08-2020 18:09:11,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,2 гр,0.0106,8899,3354,293,120,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
29,03-08-2020 18:09:11,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0106,8899,3354,293,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
30,03-08-2020 18:09:11,Tbilisi,7R3WM,RastaShop,2.0 gr. Afghan kush 100% Natural (Indika),,1,нет,Тбилиси,2 гр,0.0087,7342,2767,241,99,True,,,,,,,,,,,2.0 gr. Afghan kush 100% Natural (Indika)
31,03-08-2020 18:09:11,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0077,6526,2460,215,88,,,,,,,,,,,,2gr HYBRID buds
32,03-08-2020 18:09:11,Tbilisi,X4ZM,ZYX,Maserati (ecstasy) 2шт,True,7,нет,Тбилиси,2 гр,0.0088,7416,2795,244,100,,,,,,,,,,,,Maserati (ecstasy) 2sht
33,03-08-2020 18:09:11,Tbilisi,03F3,geoshop,5 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 2g,True,6,нет,Тбилиси,2.2 гр,0.022,18540,6988,609,250,,,,,,,,,,,,5 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 2g
34,03-08-2020 18:09:11,Tbilisi,JVZTQ,partyshop,3 ecstasy red maseratti VHQ екстази импорт с США,True,3,нет,Тбилиси,3 гр,0.0132,11124,4193,366,150,,,,,,,,,,,,3 ecstasy red maseratti VHQ ekstazi import s SShA
35,03-08-2020 18:10:16,Tbilisi,JVZTQ,partyshop,3 ecstasy red maseratti VHQ екстази импорт с США,True,3,нет,Тбилиси,3 гр,0.0132,11124,4193,366,150,,,,,,,,,,,,3 ecstasy red maseratti VHQ ekstazi import s SShA
36,03-08-2020 18:10:16,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.0072,6674,2516,219,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
37,03-08-2020 18:10:16,Tbilisi,JVZTQ,partyshop,5 ecstasy red maseratti VHQ екстази импорт с США,True,8,нет,Тбилиси,5 гр,0.022,18540,6988,609,250,,,,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
38,03-08-2020 18:10:16,Tbilisi,LD5U,Marshydroo,LSD-25 шишки 10gram,True,1,нет,Тбилиси,10 гр,0.0396,34855,13137,1146,470,,,,,,,,,,,,LSD-25 shishki 10gram
39,03-08-2020 18:10:16,Tbilisi,LD5U,Marshydroo,Super Skunk auto 10gram,True,1,нет,Тбилиси,10 гр,0.0315,27735,10453,912,374,,,,,,,,,,,,Super Skunk auto 10gram
40,03-08-2020 18:10:16,Tbilisi,6P9R,RickNMorty,VHQ Methadon 0.12G Crystals imported,True,нет,1,Тбилиси,0.12 гр,0.0104,8751,3298,288,118,,,,,,,,,,,,VHQ Methadon 0.12G Crystals imported
41,03-08-2020 18:10:16,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,1,Тбилиси,3 гр,0.0105,8899,3354,293,120,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
42,03-08-2020 18:10:16,Tbilisi,03F3,geoshop,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,2,Тбилиси,4.4 гр,0.0422,35596,13416,1170,480,,,,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,03-08-2020 18:10:16,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.022,18540,6988,609,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
44,03-08-2020 18:10:16,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0237,20023,7547,658,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,03-08-2020 18:10:16,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0242,20394,7686,670,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,03-08-2020 18:10:16,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0211,17798,6708,585,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,03-08-2020 18:10:16,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0246,20764,7826,683,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,03-08-2020 18:10:16,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0237,20023,7547,658,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,03-08-2020 18:10:16,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0175,16241,6121,534,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,03-08-2020 18:10:16,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0192,17798,6708,585,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
51,03-08-2020 18:10:16,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 5G,True,нет,3,Тбилиси,5 гр,0.0207,17427,6568,573,235,,,,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 5G
52,03-08-2020 18:10:16,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0237,20023,7547,658,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,03-08-2020 18:10:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2047,190000,87429,6300,,,,,,,,,,,,,reagent 25i nbome. 5gr
54,03-08-2020 18:10:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2397,222476,83850,7313,3000,,,,True,True,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,03-08-2020 18:10:16,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0483,40787,15373,1341,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
56,03-08-2020 18:10:16,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0615,51911,19565,1706,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,03-08-2020 18:10:16,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0369,31147,11739,1024,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,03-08-2020 18:10:16,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0703,59327,22360,1950,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,03-08-2020 18:10:16,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,4,Тбилиси,10 гр,0.0369,31147,11739,1024,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
60,03-08-2020 18:10:16,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1955,165003,62189,5423,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
61,03-08-2020 18:10:16,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0459,38379,14432,1276,,,,,,,440,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
62,03-08-2020 18:10:16,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,11 гр,0.0407,34018,12792,1131,,,,,,,390,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
63,03-08-2020 18:10:16,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0519,48203,18168,1584,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
64,03-08-2020 18:10:16,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2109,177981,67080,5850,2400,,,,,,,,,,,,100 gr marijuana buds
65,03-08-2020 18:10:16,Tbilisi,OX85,amnesia420,"Weed cooking butter 100gr, Hight THC",True,нет,1,Тбилиси,100 гр,0.0087,7342,2767,241,99,,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
66,03-08-2020 18:10:16,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2197,185397,69875,6094,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,03-08-2020 18:10:16,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5185,437536,164905,14381,5900,,,,,,,,,,,,180 gr marihuana persoalno
68,03-08-2020 18:10:16,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,5,Тбилиси,250 гр,0.0213,18000,8283,597,,,,,,,,True,,,,,GABAGAMA 250 shtuk
69,03-08-2020 18:11:38,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7477,630348,237575,20719,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,03-08-2020 18:11:38,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.016,14832,5590,488,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
71,03-08-2020 18:11:38,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.022,18540,6988,609,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
72,03-08-2020 18:11:38,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.022,18540,6988,609,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,03-08-2020 18:11:38,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.048,44495,16770,1463,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
74,03-08-2020 18:11:38,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0176,14832,5590,488,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,03-08-2020 18:11:38,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.022,18540,6988,609,250,,,,,,,,,,,,Rabota na marki (kur'er)
76,03-08-2020 18:11:38,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.044,37079,13975,1219,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
77,03-08-2020 18:11:38,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.044,37079,13975,1219,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
78,03-08-2020 18:11:38,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.3314,1112379,419250,36563,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
79,03-08-2020 18:11:38,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.044,37079,13975,1219,500,,,,True,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
80,03-08-2020 18:13:50,Batumi,6KB,Marioshop,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️",,2,нет,Батуми,0.4 гр,0.0239,19975,7511,664,,,,,,,229,,,,True,,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️"
81,03-08-2020 18:13:50,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,4,нет,Батуми,2 гр,0.0029,2447,922,80,33,,,,,,,,,,,True,Melkie shishki (Indica) 2g
82,03-08-2020 18:13:50,Batumi,Z9UT,Rainbow,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0352,29663,11180,975,400,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
83,03-08-2020 18:13:50,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.0459,38379,14432,1276,,,,,,,440,,,,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
84,03-08-2020 18:13:50,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,нет,4,Батуми,0.3 гр,0.0266,22248,8385,731,300,,,,,,,,,,,True,METADON - 0.30 - SALE
85,03-08-2020 18:13:50,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0407,34018,12792,1131,,,,,,,390,,,,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
86,03-08-2020 18:13:50,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.008,7416,2795,244,100,,,,,,,,,,,True,kur'er v Batumi
87,03-08-2020 18:13:50,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.02,18540,6988,609,250,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
88,03-08-2020 18:13:50,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.02,18540,6988,609,250,,,,,,,,,,,True,Ischu kur'era v Gruzii!
89,03-08-2020 18:13:50,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0176,14832,5590,488,200,,,,,,,,,,,True,Kur'er Batumi na marihuanu
90,03-08-2020 18:13:50,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.3301,1112379,419250,36563,15000,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
91,03-08-2020 18:13:50,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0439,37079,13975,1219,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
