,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
17,28-05-2020 10:28:09,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,5 гр,0.0187,12436,4757,422,175,True,,,,,,,,,5x Extasy Duracell 223mg MDMA.
18,28-05-2020 10:28:09,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,,2,нет,Тбилиси,5 гр,0.0267,17766,6795,602,250,True,,,,,,,,,MARIXYANA - INDICA - 5 G.
19,28-05-2020 10:28:09,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,,2,нет,Тбилиси,5 гр,0.1181,81723,31257,2770,1150,True,,,,,,,,,VHQ BEST Cocaine 5g.
20,28-05-2020 10:28:09,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,,1,нет,Тбилиси,10 гр,0.0143,9594,3669,325,135,True,,,,,,,,,10G Hybrid Marijuana Leafs
21,28-05-2020 10:28:09,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,1,нет,Тбилиси,10 гр,0.0462,31979,12231,1084,450,True,,,,,,,,,Gashish Evro 10gr
22,28-05-2020 10:28:09,Tbilisi,HWUW,opiopi,GABAGAMA 20 SHTUK,,8,нет,Тбилиси,20 гр,0.0035,2558,978,87,36,True,,,,,,,,,GABAGAMA 20 SHTUK
23,28-05-2020 10:28:09,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.0789,55216,21119,1872,777,True,,,,,,,,,Gashish Evro 20gr
24,28-05-2020 10:28:09,Tbilisi,HWUW,opiopi,GABAGAMA 50 SHTUK,,2,нет,Тбилиси,50 гр,0.0077,5685,2174,193,80,True,,,,,,,,,GABAGAMA 50 SHTUK
25,28-05-2020 10:28:09,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.1925,142127,54360,4818,2000,True,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
26,28-05-2020 10:28:09,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,,1,нет,Тбилиси,150 гр,0.0178,13147,5028,446,185,True,,,,,,,,,GABAGAMA 150 shtuk
27,28-05-2020 10:28:09,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,5,Тбилиси,2 гр,0.0225,14923,5708,506,210,True,,,,,,,,,✨✨2gram. MDMA✨✨
28,28-05-2020 10:28:09,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,7,Тбилиси,2 гр,0.0395,26222,10029,889,369,True,,,,,,,,,❄❄2g HQ COCAINE❄❄
29,28-05-2020 10:28:09,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,7,Тбилиси,3 гр,0.0619,41146,15737,1395,579,True,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
30,28-05-2020 10:28:09,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0424,28425,10872,964,400,True,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
31,28-05-2020 10:28:09,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,True,нет,2,Тбилиси,4 гр,0.0148,9949,3805,337,140,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
32,28-05-2020 10:28:09,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",,нет,1,Тбилиси,5 гр,0.0741,49744,19026,1686,700,True,,,,,,,,,"""Kief"" Weed trichomes 5G"
33,28-05-2020 10:28:53,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0582,39085,14949,1325,550,True,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,28-05-2020 10:28:53,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,9,Тбилиси,5 гр,0.0249,16700,6387,566,235,True,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
35,28-05-2020 10:28:53,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,6,Тбилиси,5 гр,0.0254,17055,6523,578,240,True,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
36,28-05-2020 10:28:53,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,8,Тбилиси,5 гр,0.0244,16345,6251,554,230,True,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
37,28-05-2020 10:28:53,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,1,Тбилиси,5 гр,0.0168,11299,4322,383,159,True,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
38,28-05-2020 10:28:53,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0254,17055,6523,578,240,True,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
39,28-05-2020 10:28:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,9,Тбилиси,5 гр,0.0254,17055,6523,578,240,True,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
40,28-05-2020 10:28:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0244,16345,6251,554,230,True,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,28-05-2020 10:28:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0211,15563,5952,528,219,True,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,28-05-2020 10:28:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0249,16700,6387,566,235,True,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
43,28-05-2020 10:28:53,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,4,Тбилиси,5 гр,0.0265,17766,6795,602,250,,,True,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
44,28-05-2020 10:28:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2573,190000,87429,6448,,True,,,,,,,,,reagent 25i nbome. 5gr
45,28-05-2020 10:28:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2887,213191,81540,7227,3000,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,28-05-2020 10:28:53,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,8,Тбилиси,5 гр,0.1025,68150,26066,2310,959,True,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
47,28-05-2020 10:28:53,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,10,Тбилиси,5 гр,0.0203,13502,5164,458,190,True,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
48,28-05-2020 10:28:53,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,3,Тбилиси,5 гр,0.0523,34750,13291,1178,489,True,,,,,,,,,💘✨5g. MDMA ✨💘
49,28-05-2020 10:28:53,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0953,63957,24462,2168,900,True,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,28-05-2020 10:28:53,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0424,28425,10872,964,400,True,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
51,28-05-2020 10:28:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0741,49744,19026,1686,700,True,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,28-05-2020 10:28:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0445,29847,11416,1012,420,True,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,28-05-2020 10:28:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0847,56851,21744,1927,800,True,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
54,28-05-2020 10:28:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2356,158116,60476,5360,2225,True,,,,,,,,,Amfetamin [White] [Import] 10G
55,28-05-2020 10:28:53,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,5,Тбилиси,10 гр,0.1667,110788,42374,3756,1559,True,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
56,28-05-2020 10:28:53,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0395,26222,10029,889,369,True,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,28-05-2020 10:28:53,Tbilisi,7LHWP,GEOBUDS,20 gr georgian weed. Package on magnet,,нет,10,Тбилиси,20 гр,0.0422,28354,10845,961,399,True,,,,,,,,,20 gr georgian weed. Package on magnet
58,28-05-2020 10:28:53,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,1,Тбилиси,20 гр,0.5347,355318,135900,12045,5000,True,,,,,,,,,METADON - 20 G.
59,28-05-2020 10:28:53,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0641,42567,16281,1443,599,True,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
60,28-05-2020 10:28:53,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,,нет,6,Тбилиси,50 гр,0.1375,92311,35307,3129,1299,True,,,,,,,,,50 gr georgian weed. Package on magnet
61,28-05-2020 10:28:53,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,,нет,5,Тбилиси,100 гр,0.2646,177588,67923,6020,2499,True,,,,,,,,,100 gr georgian weed. Package on magnet
62,28-05-2020 10:28:53,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2541,170552,65232,5782,2400,True,,,,,,,,,100 gr marijuana buds
63,28-05-2020 10:28:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2117,142127,54360,4818,2000,True,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,28-05-2020 10:28:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2647,177659,67950,6023,2500,True,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,28-05-2020 10:28:53,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6247,419275,160362,14213,5900,True,,,,,,,,,180 gr marihuana persoalno
66,28-05-2020 10:28:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.487,326892,125028,11081,4600,True,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
67,28-05-2020 10:28:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7941,532976,203850,18068,7500,True,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
68,28-05-2020 10:29:27,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8999,604040,231030,20477,8500,True,,,,,,,,,10000sht marki 25i-nbome. predoplata
69,28-05-2020 10:29:27,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0193,14213,5436,482,200,True,,,,,,,,,KURYER..500RUB.+BONUS
70,28-05-2020 10:29:27,Tbilisi,3TGJ9,Elegant,Требуется Курьер,,1,нет,Тбилиси,1 гр,0.0193,14213,5436,482,200,True,,,,,,,,,Trebuetsja Kur'er
71,28-05-2020 10:29:27,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0212,14213,5436,482,200,True,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,28-05-2020 10:29:27,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0265,17766,6795,602,250,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,28-05-2020 10:29:27,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.6025,1065953,407700,36135,15000,True,,,,,,,,,Vakansija optovogo kur'era na mef
74,28-05-2020 10:31:02,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,2,1,Батуми,0.5 гр,0.009,6040,2310,205,85,,,,,,True,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
75,28-05-2020 10:31:02,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.003,1990,761,67,28,,,,,,True,,,,Batumi n-booom 2 shtuki
76,28-05-2020 10:31:02,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 2г,,1,нет,Батуми,2 гр,0.0087,6396,2446,217,90,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 2g
77,28-05-2020 10:31:02,Batumi,A3I9,Joookerrr,Марки н-БоооооооМ 4 шт,,2,нет,Батуми,4 гр,0.0059,3980,1522,135,56,,,,,,True,,,,Marki n-BoooooooM 4 sht
78,28-05-2020 10:31:02,Batumi,A3I9,Joookerrr,Марки н-боооом!!! 10 шт.,,1,нет,Батуми,10 гр,0.0106,7106,2718,241,100,,,,,,True,,,,Marki n-boooom!!! 10 sht.
79,28-05-2020 10:31:02,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2328,156340,59796,5300,2200,,,,,,,True,,,[100g] SPAIN HASH
80,28-05-2020 10:31:02,Batumi,A3I9,Joookerrr,MDMA !! 3 грамма,,нет,1,Батуми,3 гр,0.0429,28781,11008,976,405,,,,,,,True,,,MDMA !! 3 gramma
81,28-05-2020 10:31:02,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0436,29847,11416,1012,420,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
82,28-05-2020 10:31:02,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1683,112990,51992,3834,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
83,28-05-2020 10:31:02,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2664,178900,82321,6071,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
84,28-05-2020 10:31:02,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7106,2718,241,100,,,,,,,True,,,kur'er v Batumi
85,28-05-2020 10:31:02,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0241,17766,6795,602,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
86,28-05-2020 10:31:02,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0241,17766,6795,602,250,,,,,,,True,,,Ischu kur'era v Gruzii!
87,28-05-2020 10:31:02,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.029,19477,7450,661,,,,,,,,True,250,,Rabota na marki (kur'er)
88,28-05-2020 10:31:02,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.602,1065953,407700,36135,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
89,28-05-2020 10:31:02,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0529,35532,13590,1205,500,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,28-05-2020 10:32:59,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0508,34466,13182,1168,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,28-05-2020 10:32:59,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,3 гр,0.0342,23451,8969,795,330,,,,,,,,,True,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!
92,28-05-2020 10:32:59,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.029,19477,7450,661,,,,,,,,,250,True,Rabota na marki (kur'er)
