,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,06-02-2020 21:29:38,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,8,нет,Тбилиси,0.25 гр,0.0162,11304,4464,388,180,,,,,,,,,Metadon VHQ 0.25 24/7
1,06-02-2020 21:29:38,Tbilisi,72B,CHINATOWN,"NZT-52 mind storm limited 0,3г мука",True,1,нет,Тбилиси,0.3 гр,0.0063,4396,1736,151,70,,,,,,,,,"NZT-52 mind storm limited 0,3g muka"
2,06-02-2020 21:29:38,Tbilisi,1IZXK,BadboysTbl,Метадон 0.30гр,True,2,нет,Тбилиси,0.3 гр,0.0162,11932,4712,409,190,,,,,,,,,Metadon 0.30gr
3,06-02-2020 21:29:38,Tbilisi,TI21,Campaari,"A PVP 0,33 VHQ",True,5,нет,Тбилиси,0.33 гр,0.0057,3768,1488,129,60,,,,,,,,,"A PVP 0,33 VHQ"
4,06-02-2020 21:29:38,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,10,нет,Тбилиси,0.5 гр,0.0119,7473,2951,256,119,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,06-02-2020 21:29:38,Tbilisi,LYHBG,Playboy,0.5 g. Ketamine,True,5,нет,Тбилиси,0.5 гр,0.0059,3705,1463,127,59,,,,,,,,,0.5 g. Ketamine
6,06-02-2020 21:29:38,Tbilisi,5JG6,BenderMan,"Cocaine, 0.5 g",True,6,нет,Тбилиси,0.5 гр,0.011,6908,2728,237,110,,,,,,,,,"Cocaine, 0.5 g"
7,06-02-2020 21:29:38,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0102,6594,2604,226,105,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
8,06-02-2020 21:29:38,Tbilisi,5JG6,BenderMan,Ketamine 0.5g,True,22,нет,Тбилиси,0.5 гр,0.006,3768,1488,129,60,,,,,,,,,Ketamine 0.5g
9,06-02-2020 21:29:38,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,2,нет,Тбилиси,0.5 гр,0.027,18839,7440,646,300,,,,,,,,,Metadon VHQ 0.5 24/7
10,06-02-2020 21:29:38,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,14,нет,Тбилиси,0.8 гр,0.0119,7536,2976,258,120,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
11,06-02-2020 21:29:38,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,15,нет,Тбилиси,1 гр,0.0041,2826,1116,97,45,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
12,06-02-2020 21:29:38,Tbilisi,7R3WM,RastaShop,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,6,нет,Тбилиси,1 гр,0.0047,2952,1166,101,47,True,,,,,,,,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
13,06-02-2020 21:29:38,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,,10,нет,Тбилиси,1 гр,0.0038,2449,967,84,39,True,,,,,,,,1G -- AK-47 -> Sativa
14,06-02-2020 21:29:38,Tbilisi,TFCQ,hqweed,1gr Green Poison Strong Hybrid VHQ Buds,True,1,нет,Тбилиси,1 гр,0.0048,3014,1190,103,48,,,,,,,,,1gr Green Poison Strong Hybrid VHQ Buds
15,06-02-2020 21:29:38,Tbilisi,TFCQ,hqweed,1gr Pineapple chunk VHQ Buds Imported quality,True,1,нет,Тбилиси,1 гр,0.0048,3014,1190,103,48,,,,,,,,,1gr Pineapple chunk VHQ Buds Imported quality
16,06-02-2020 21:29:38,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,4,нет,Тбилиси,1 гр,0.0089,5872,2319,202,,,85,,,,,,,1gr mdma (skidka v bitkoin 5%)
17,06-02-2020 21:29:38,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,2,нет,Тбилиси,1 гр,0.0198,12434,4910,427,198,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
18,06-02-2020 21:29:38,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,6,нет,Тбилиси,1 гр,0.0119,7536,2976,258,120,,,,,,,,,Apvp VHQ 1g 24/7
19,06-02-2020 21:29:38,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,5,нет,Тбилиси,1 гр,0.022,13816,5456,474,220,,,,,,,,,"Cocaine, 1g"
20,06-02-2020 21:29:38,Tbilisi,Z5UFK,Vein,Crystal Mephedrone 1g,True,2,нет,Тбилиси,1 гр,0.0108,6845,2703,235,109,,,,,,,,,Crystal Mephedrone 1g
21,06-02-2020 21:29:38,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,4,нет,Тбилиси,1 гр,0.0064,4490,1773,155,,,65,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
22,06-02-2020 21:29:38,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,16,нет,Тбилиси,1 гр,0.01,6280,2480,215,100,,,,,,,,,Ketamine 1g
23,06-02-2020 21:29:38,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,2,нет,Тбилиси,1 гр,0.0089,5589,2207,192,89,,,,,,,,,Ketamine 1g.
24,06-02-2020 21:29:38,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.0g BTC SALE 5%,True,5,нет,Тбилиси,1 гр,0.0092,5966,2356,205,95,,,,,,,,,MDMA from Europe!!! 1.0g BTC SALE 5%
25,06-02-2020 21:29:38,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.045,31399,12400,1077,500,,,,,,,,,Metadon VHQ 1 24/7
26,06-02-2020 21:29:38,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,6,нет,Тбилиси,1 гр,0.0179,11241,4439,386,179,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
27,06-02-2020 21:29:38,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,7,нет,Тбилиси,1 гр,0.0126,8792,3472,302,140,,,,,,,,,NZT-52 mind storm limited 1g muka
28,06-02-2020 21:29:38,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0179,12497,4935,429,199,,,,,,,,,VHQ BEST Cocaine 1g.
29,06-02-2020 21:29:38,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0179,12497,4935,429,199,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
30,06-02-2020 21:29:38,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0185,11869,4687,407,189,,,,,,,,,Kokain HQ 1g.
31,06-02-2020 21:29:38,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,4,нет,Тбилиси,1 гр,0.0197,12497,4935,429,199,,,True,,,,,,Kokain KOLUMBIA 1g
32,06-02-2020 21:30:49,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0446,28259,11160,969,450,,,,,,,,,"Metadon, 1gr"
33,06-02-2020 21:30:49,Tbilisi,JPY,OaksShopp,мощный гибрид /hybrid weed 1g strong,,14,нет,Тбилиси,1 гр,0.0032,2198,868,75,35,True,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
34,06-02-2020 21:30:49,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,,4,нет,Тбилиси,2 гр,0.0071,4584,1810,157,73,True,,,,,,,,2G -- AK-47 -> Sativa
35,06-02-2020 21:30:49,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.036,22607,8928,775,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
36,06-02-2020 21:30:49,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,2,нет,Тбилиси,2 гр,0.0374,24177,9548,829,385,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
37,06-02-2020 21:30:49,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.018,11304,4464,388,180,,,,,,,,,Ketamine 2 g
38,06-02-2020 21:30:49,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,3,нет,Тбилиси,2 гр,0.007,4396,1736,151,70,,,,,,,,,"LSD - 250 ug, 2 pieces"
39,06-02-2020 21:30:49,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0216,15071,5952,517,240,,,,,,,,,NZT-52 mind storm limited 2g muka
40,06-02-2020 21:30:49,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.036,23800,9399,816,379,,,,,,,,,Kokain HQ 2g.
41,06-02-2020 21:30:49,Tbilisi,NLKH,STARS,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.0332,21037,8308,722,335,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
42,06-02-2020 21:30:49,Tbilisi,LYHBG,Playboy,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,3 гр,0.0099,6217,2455,213,99,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
43,06-02-2020 21:30:49,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 280mg,True,1,нет,Тбилиси,3 гр,0.0105,6594,2604,226,105,,,,,,,,,3x Extasy Duracell 280mg
44,06-02-2020 21:30:49,Tbilisi,V4T,COCAcoLA,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.016,10362,4092,355,165,True,,,,,,,,GASHISH 3 gr luchshaja tsena
