,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,18-03-2020 22:25:15,Tbilisi,V4T,COCAcoLA,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,True,3,нет,Тбилиси,0.25 гр,0.0303,14670,5377,450,190,,,,,,,,,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
1,18-03-2020 22:25:15,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 0.25g,,2,нет,Тбилиси,0.25 гр,0.0145,6949,2547,213,90,True,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
2,18-03-2020 22:25:15,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,,7,нет,Тбилиси,0.25 гр,0.0278,14670,5377,450,190,True,,,,,,,,,,Metadon VHQ 0.25 24/7
3,18-03-2020 22:25:15,Tbilisi,V4T,COCAcoLA,COCAINE VHQ!!! 0.5gr THE BEST COCA,True,1,нет,Тбилиси,0.5 гр,0.0176,8416,3085,258,109,,,,,,,,,,,COCAINE VHQ!!! 0.5gr THE BEST COCA
4,18-03-2020 22:25:15,Tbilisi,V4T,COCAcoLA,MEPHEDRONE 0.5 лучший меф! лечит корона вирус!!!))) скидка припокупке битком!,True,18,нет,Тбилиси,0.5 гр,0.0116,5791,2123,178,75,,,,,,,,,,,MEPHEDRONE 0.5 luchshij mef! lechit korona virus!!!))) skidka pripokupke bitkom!
5,18-03-2020 22:25:15,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",,2,нет,Тбилиси,0.5 гр,0.0161,7644,2802,234,99,True,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
6,18-03-2020 22:25:15,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,,1,нет,Тбилиси,0.5 гр,0.0169,8416,3085,258,109,True,,,,,,,,,,Pure COCAINE VHQ 0.5g
7,18-03-2020 22:25:15,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),,3,нет,Тбилиси,0.5 гр,0.0048,2316,849,71,30,True,,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
8,18-03-2020 22:25:15,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,2,нет,Тбилиси,1 гр,0.0081,3861,1415,118,50,True,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
9,18-03-2020 22:25:15,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,,9,нет,Тбилиси,1 гр,0.0193,9266,3396,284,120,True,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
10,18-03-2020 22:25:15,Tbilisi,SF03,CRAZYFROG,1 gr Шишки “OG KUSH VHQ”,,2,нет,Тбилиси,1 гр,0.0073,3475,1274,107,45,True,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
11,18-03-2020 22:25:15,Tbilisi,SF03,CRAZYFROG,"1 mdma very strong best quality , import califronia , лучши мдма на саите",,3,нет,Тбилиси,1 гр,0.0161,7721,2830,237,100,True,,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
12,18-03-2020 22:25:15,Tbilisi,1GT8,GREENGY,1g MDMA (IMPORTED),True,3,нет,Тбилиси,1 гр,0.0186,9266,3396,284,120,,,,,,,,,,,1g MDMA (IMPORTED)
13,18-03-2020 22:25:15,Tbilisi,03F3,geoshop,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,1,нет,Тбилиси,1 гр,0.0129,6177,2264,189,80,True,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
14,18-03-2020 22:25:15,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,,7,нет,Тбилиси,1 гр,0.0074,3552,1302,109,46,True,,,,,,,,,,Amsterdam weed sativa 1gr
15,18-03-2020 22:25:15,Tbilisi,V4T,COCAcoLA,COCAINE VHQ1gr СУПЕР COCA!!! SALE - BTC,True,4,нет,Тбилиси,1 гр,0.0322,15443,5660,473,200,,,,,,,,,,,COCAINE VHQ1gr SUPER COCA!!! SALE - BTC
16,18-03-2020 22:25:15,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,,2,нет,Тбилиси,1 гр,0.0277,13821,5066,424,179,True,,,,,,,,,,Cocaine Pure VHQ 1g
17,18-03-2020 22:25:15,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,,1,нет,Тбилиси,1 гр,0.0806,42467,15565,1302,550,True,,,,,,,,,,Metadon VHQ 1 24/7
18,18-03-2020 22:25:15,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 1G,,2,нет,Тбилиси,1 гр,0.0081,3861,1415,118,50,True,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 1G
19,18-03-2020 22:25:15,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G,,2,нет,Тбилиси,1 гр,0.0077,3706,1358,114,48,True,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
20,18-03-2020 22:25:15,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 1 штука!!!,,7,нет,Тбилиси,1 гр,0.0034,1776,651,54,23,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 1 shtuka!!!
21,18-03-2020 22:25:15,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0301,14593,5349,447,189,True,,,,,,,,,,Kokain HQ 1g.
22,18-03-2020 22:25:15,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1318,69492,25470,2131,900,True,,,,,,,,,,Metadon 1gr
23,18-03-2020 22:25:15,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,1,нет,Тбилиси,1 гр,0.0029,1544,566,47,20,,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
24,18-03-2020 22:25:15,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,4,нет,Тбилиси,2 гр,0.0127,6100,2236,187,79,True,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
25,18-03-2020 22:25:15,Tbilisi,ABOAB,ProGrow,2G ---> Plan,,30,нет,Тбилиси,2 гр,0.0048,2316,849,71,30,True,,,,,,,,,,2G ---> Plan
26,18-03-2020 22:25:15,Tbilisi,1GT8,GREENGY,2g hybrid buds INDICA,True,3,нет,Тбилиси,2 гр,0.0139,6949,2547,213,90,,,,,,,,,,,2g hybrid buds INDICA
27,18-03-2020 22:25:15,Tbilisi,7LHWP,GEOBUDS,2gr Marijuana Buds -INDICA-,True,2,нет,Тбилиси,2 гр,0.01,4787,1755,147,62,,,,,,,,,,,2gr Marijuana Buds -INDICA-
28,18-03-2020 22:25:15,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0566,27411,10047,840,355,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
29,18-03-2020 22:25:15,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,6,нет,Тбилиси,2 гр,0.0051,2702,991,83,35,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
30,18-03-2020 22:25:15,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0391,19524,7107,606,,True,,,230,,,,,,,3 gr mdma (skidka v bitkoin 5%)
31,18-03-2020 22:25:15,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,3,нет,Тбилиси,3 гр,0.0171,8107,2972,249,105,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
32,18-03-2020 22:25:15,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,,6,нет,Тбилиси,3 гр,0.0073,3861,1415,118,50,True,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
33,18-03-2020 22:25:15,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0469,24708,9056,758,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
