,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
30,30,09-03-2020 19:39:58,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0228,13436,5130,446,199.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
31,31,09-03-2020 19:39:58,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0183,10803,4125,358,160.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
32,32,09-03-2020 19:39:58,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0228,13436,5130,446,199.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
33,33,09-03-2020 19:39:58,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0228,13436,5130,446,199.0,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
34,34,09-03-2020 19:39:58,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0166,9790,3738,325,145.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
35,35,09-03-2020 19:40:47,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0165,9790,3738,325,145.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
36,36,09-03-2020 19:40:47,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0227,14786,5646,490,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
37,37,09-03-2020 19:40:47,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.023,13504,5156,448,200.0,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
38,38,09-03-2020 19:40:47,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0171,10128,3867,336,150.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
39,39,09-03-2020 19:40:47,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0207,13504,5156,448,200.0,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
40,40,09-03-2020 19:40:47,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2915,190000,87429,6311,,,,,,,,,,reagent 25i nbome. 5gr
41,41,09-03-2020 19:40:47,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3108,202553,77340,6719,3000.0,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,42,09-03-2020 19:40:47,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0989,57998,22145,1924,859.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
43,43,09-03-2020 19:40:47,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0213,12491,4769,414,185.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
44,44,09-03-2020 19:40:47,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0563,33016,12606,1095,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
45,45,09-03-2020 19:40:47,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0379,22213,8482,737,329.0,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
46,46,09-03-2020 19:40:47,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0207,12153,4640,403,180.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
47,47,09-03-2020 19:40:47,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1026,60766,23202,2016,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,48,09-03-2020 19:40:47,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0798,47262,18046,1568,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,49,09-03-2020 19:40:47,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0455,26939,10286,894,399.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,50,09-03-2020 19:40:47,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0403,23631,9023,784,350.0,,,,,,,,,10x Extasy Duracell 223mg MDMA.
51,51,09-03-2020 19:40:47,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0912,54014,20624,1792,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,52,09-03-2020 19:40:47,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2535,150226,57361,4983,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
53,53,09-03-2020 19:40:47,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1668,97833,37355,3245,1449.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,54,09-03-2020 19:40:47,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0425,24914,9513,826,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,55,09-03-2020 19:40:47,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0344,20188,7708,670,299.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,56,09-03-2020 19:40:47,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0689,40443,15442,1342,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,57,09-03-2020 19:40:47,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0765,47262,18046,1568,700.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
58,58,09-03-2020 19:40:47,Tbilisi,be97026d1d,MDMA from Europe!!! 40g,True,нет,1,Тбилиси,40 гр,0.3646,216056,82496,7167,3200.0,,,,,,,,,MDMA from Europe!!! 40g
59,59,09-03-2020 19:40:47,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1243,81021,30936,2688,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
60,60,09-03-2020 19:40:47,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1092,67450,25754,2237,999.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
61,61,09-03-2020 19:40:47,Tbilisi,be97026d1d,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4558,270070,103120,8958,4000.0,,,,,,,,,MDMA from Europe!!! 50g
62,62,09-03-2020 19:40:47,Tbilisi,be97026d1d,Columbia Cocaine VHQ 70g,True,нет,1,Тбилиси,70 гр,1.1965,708934,270690,23516,10500.0,,,,,,,,,Columbia Cocaine VHQ 70g
63,63,09-03-2020 19:40:47,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2279,135035,51560,4479,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,64,09-03-2020 19:40:47,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2302,135035,51560,4479,2000.0,,,,,,,,,SUBOXIN - HQ - 100 G.
65,65,09-03-2020 19:40:47,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2849,168794,64450,5599,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,66,09-03-2020 19:40:47,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1726,101276,38670,3359,1500.0,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
67,67,09-03-2020 19:40:47,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5242,310581,118588,10302,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,68,09-03-2020 19:40:47,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8546,506381,193350,16797,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,69,09-03-2020 19:40:47,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9686,573899,219130,19037,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,70,09-03-2020 19:41:32,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0155,10128,3867,336,150.0,,,,,,,,,Rabota na marki (kur'er)
71,71,09-03-2020 19:41:32,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0228,13504,5156,448,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,72,09-03-2020 19:41:32,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0285,16879,6445,560,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,73,09-03-2020 19:41:32,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.7248,1012763,386700,33594,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
74,74,09-03-2020 19:43:15,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,22,нет,Батуми,1 гр,0.0208,13504,5156,448,200.0,,,,,,True,,,NZT-52 limited 1 g muka
75,75,09-03-2020 19:43:15,Batumi,3ee37c89bb,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0069,4051,1547,134,60.0,,,,,,True,,,ORANGE PUNCH [1g]
76,76,09-03-2020 19:43:15,Batumi,c72111ac1a,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0374,24306,9281,806,360.0,,,,,,True,,,NZT-52 limited 2g muka
77,77,09-03-2020 19:43:15,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,1,нет,Батуми,2 гр,0.0114,6752,2578,224,100.0,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
78,78,09-03-2020 19:43:15,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0286,16879,6445,560,250.0,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
79,79,09-03-2020 19:43:15,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1716,101276,38670,3359,1500.0,,,,,,True,,,Skunk! 50 gr.
80,80,09-03-2020 19:43:15,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,1,4,Батуми,0.27 гр,0.0312,18230,6961,605,270.0,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
81,81,09-03-2020 19:43:15,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0208,13504,5156,448,200.0,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
82,82,09-03-2020 19:43:15,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2311,135035,51560,4479,2000.0,,,,,,True,,,SUBOXIN - HQ - 100 G.
83,83,09-03-2020 19:43:15,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1733,101276,38670,3359,1500.0,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
84,84,09-03-2020 19:43:15,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0052,3376,1289,112,50.0,,,,,,True,,,kur'er v Batumi
85,85,09-03-2020 19:43:15,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.026000000000000002,16879,6445,560,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
86,86,09-03-2020 19:43:15,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0156,10128,3867,336,150.0,,,,,,True,,,Rabota na marki (kur'er)
87,87,09-03-2020 19:43:15,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.026000000000000002,16879,6445,560,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
88,88,09-03-2020 19:43:15,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.7318,1012763,386700,33594,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
89,89,09-03-2020 19:43:15,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0572,33759,12890,1120,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,90,09-03-2020 19:44:42,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0156,10128,3867,336,150.0,,,,,,,,True,Rabota na marki (kur'er)
