,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
13,13,03-03-2020 06:39:56,Tbilisi,7ee4f68218,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0287,18354,6928,618,,,250.0,,,,,,,3 gr mdma (skidka v bitkoin 5%)
14,14,03-03-2020 06:39:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0169,10281,3866,346,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
15,15,03-03-2020 06:39:56,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0459,29367,11084,988,,,400.0,,,,,,,5 gr mdma (skidka v bitkoin 5%)
16,16,03-03-2020 06:39:56,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0064,4311,1621,145,65.0,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
17,17,03-03-2020 06:39:56,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,7,нет,Тбилиси,10 гр,0.0395,24210,9103,815,365.0,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
18,18,03-03-2020 06:39:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0327,19898,7482,670,300.0,,,,,,,,,"LSD - 250 ug, 10 pieces"
19,19,03-03-2020 06:39:56,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,10 гр,0.0097,6566,2469,221,99.0,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
20,20,03-03-2020 06:39:56,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0415,26531,9976,894,400.0,,,,,,,,,gashish evro 10g
21,21,03-03-2020 06:39:56,Tbilisi,e501bd0ada,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,1,нет,Тбилиси,20 гр,0.0467,29847,11223,1005,450.0,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
22,22,03-03-2020 06:39:56,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0806,51536,19378,1736,777.0,,,,,,,,,Gashish Evro 20gr
23,23,03-03-2020 06:39:56,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,5,Тбилиси,0.27 гр,0.0295,17908,6734,603,270.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
24,24,03-03-2020 06:39:56,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,4,Тбилиси,0.35 гр,0.0328,19898,7482,670,300.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
25,25,03-03-2020 06:39:56,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,5,Тбилиси,1.1 гр,0.071,43113,16211,1452,650.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
26,26,03-03-2020 06:39:56,Tbilisi,adf2d19b92,Subotex B8 Francce,True,нет,5,Тбилиси,1.4 гр,0.0275,18572,6983,626,280.0,,,,,,,,,Subotex B8 Francce
27,27,03-03-2020 06:39:56,Tbilisi,cb721d4bca,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0181,11077,4165,373,167.0,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
28,28,03-03-2020 06:39:56,Tbilisi,cb721d4bca,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,3,Тбилиси,2 гр,0.0178,12114,4572,408,,,165.0,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
29,29,03-03-2020 06:39:56,Tbilisi,ae784bef73,NEW ! Auto Opium ! NEW ! Imported marijuana buds ! 2G VHQ,True,нет,3,Тбилиси,2 гр,0.0141,8623,3242,290,130.0,,,,,,,,,NEW ! Auto Opium ! NEW ! Imported marijuana buds ! 2G VHQ
30,30,03-03-2020 06:39:56,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0644,39133,14715,1318,590.0,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,31,03-03-2020 06:39:56,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,3,Тбилиси,3 гр,0.0186,12536,4714,422,189.0,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
32,32,03-03-2020 06:39:56,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0433,26531,9976,894,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,33,03-03-2020 06:39:56,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0595,36480,13717,1229,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,34,03-03-2020 06:40:46,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.026000000000000002,15919,5986,536,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
35,35,03-03-2020 06:40:46,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0271,16582,6235,559,250.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,36,03-03-2020 06:40:46,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0271,16582,6235,559,250.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
37,37,03-03-2020 06:40:46,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0271,16582,6235,559,250.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,38,03-03-2020 06:40:46,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0216,13199,4963,445,199.0,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
39,39,03-03-2020 06:40:46,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0271,16582,6235,559,250.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,40,03-03-2020 06:40:46,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0216,14526,5462,489,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,41,03-03-2020 06:40:46,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0329,19898,7482,670,300.0,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
42,42,03-03-2020 06:40:46,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0271,16582,6235,559,250.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
43,43,03-03-2020 06:40:46,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0197,13265,4988,447,200.0,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
44,44,03-03-2020 06:40:46,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2824,190000,87429,6396,,,,,,,,,,reagent 25i nbome. 5gr
45,45,03-03-2020 06:40:46,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2957,198982,74820,6703,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,46,03-03-2020 06:40:46,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0941,56975,21423,1919,859.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
47,47,03-03-2020 06:40:46,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0203,12271,4614,413,185.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
48,48,03-03-2020 06:40:46,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0536,32434,12196,1093,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
49,49,03-03-2020 06:40:46,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.036000000000000004,21822,8205,735,329.0,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
50,50,03-03-2020 06:40:46,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0197,11939,4489,402,180.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
51,51,03-03-2020 06:40:46,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0976,59695,22446,2011,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,52,03-03-2020 06:40:46,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0759,46429,17458,1564,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,53,03-03-2020 06:40:46,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0433,26465,9951,891,399.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,54,03-03-2020 06:40:46,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0383,23215,8729,782,350.0,,,,,,,,,10x Extasy Duracell 223mg MDMA.
55,55,03-03-2020 06:40:46,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0867,53062,19952,1787,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,56,03-03-2020 06:40:46,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2412,147578,55492,4971,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
57,57,03-03-2020 06:40:46,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1587,96108,36138,3237,1449.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,58,03-03-2020 06:40:46,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0404,24475,9203,824,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,59,03-03-2020 06:40:46,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0327,19832,7457,668,299.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,60,03-03-2020 06:40:46,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0767,46429,17458,1564,700.0,,,,,,,,,20x Extasy Duracell 223mg MDMA.
61,61,03-03-2020 06:40:46,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0656,39730,14939,1338,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,62,03-03-2020 06:40:46,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0728,46429,17458,1564,700.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
63,63,03-03-2020 06:40:46,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1183,79593,29928,2681,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
64,64,03-03-2020 06:40:46,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1039,66261,24915,2232,999.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
65,65,03-03-2020 06:40:46,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2168,132655,49880,4468,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
66,66,03-03-2020 06:40:46,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.21899999999999997,132655,49880,4468,2000.0,,,,,,,,,SUBOXIN - HQ - 100 G.
67,67,03-03-2020 06:40:46,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2711,165819,62350,5586,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,68,03-03-2020 06:40:46,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1643,99491,37410,3351,1500.0,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
69,69,03-03-2020 06:41:17,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4974,305106,114724,10277,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
70,70,03-03-2020 06:41:17,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8109999999999999,497456,187050,16757,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
71,71,03-03-2020 06:41:17,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9191,563783,211990,18991,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,72,03-03-2020 06:41:17,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0197,13265,4988,447,200.0,,,,,,,,,KURYER..500RUB.+BONUS
73,73,03-03-2020 06:41:17,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0197,13265,4988,447,200.0,,,,,,,,,Trebuetsja Kur'er
74,74,03-03-2020 06:41:17,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0216,13265,4988,447,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,75,03-03-2020 06:41:17,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.027000000000000003,16582,6235,559,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,76,03-03-2020 06:41:17,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6367,994911,374100,33513,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
77,77,03-03-2020 06:42:29,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1622,99491,37410,3351,1500.0,,,,,,True,,,Skunk! 50 gr.
78,78,03-03-2020 06:42:29,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,2,5,Батуми,0.27 гр,0.0295,17908,6734,603,270.0,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
79,79,03-03-2020 06:42:29,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0197,13265,4988,447,200.0,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
80,80,03-03-2020 06:42:29,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2184,132655,49880,4468,2000.0,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,81,03-03-2020 06:42:29,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1638,99491,37410,3351,1500.0,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,82,03-03-2020 06:42:29,Batumi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0109,6633,2494,223,100.0,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
83,83,03-03-2020 06:42:29,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3316,1247,112,50.0,,,,,,True,,,kur'er v Batumi
84,84,03-03-2020 06:42:29,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3316,1247,112,50.0,,,,,,True,,,Vakansija Kur'era v Batumi
85,85,03-03-2020 06:42:29,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0074,5000,2301,168,,,,,,,True,,,Vakansija Kur'era v Batumi
86,86,03-03-2020 06:42:29,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0246,16582,6235,559,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
87,87,03-03-2020 06:42:29,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0246,16582,6235,559,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
88,88,03-03-2020 06:42:29,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6367,994911,374100,33513,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
89,89,03-03-2020 06:42:29,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0541,33164,12470,1117,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,90,03-03-2020 06:43:16,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0081,4908,1846,165,74.0,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
91,91,03-03-2020 06:43:16,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0118,7163,2694,241,108.0,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
92,92,03-03-2020 06:43:16,Kutaisi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.011000000000000001,6633,2494,223,100.0,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
