,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,03-03-2020 06:39:56,Tbilisi,21e6be39fb,"Black Geroin, Sirec 0.25",True,4,нет,Тбилиси,0.25 гр,0.0087,5306,1995,179,80.0,,,,,,,,,"Black Geroin, Sirec 0.25"
1,1,03-03-2020 06:39:56,Tbilisi,436325081c,Mega Hash 0.5 gr,True,1,нет,Тбилиси,0.5 гр,0.0048,3250,1222,109,49.0,,,,,,,,,Mega Hash 0.5 gr
2,2,03-03-2020 06:39:56,Tbilisi,dd631c4acf,☃️ 0.5g HQ COCAINE ☃️,True,1,нет,Тбилиси,0.5 гр,0.0108,6566,2469,221,99.0,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
3,3,03-03-2020 06:39:56,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0162,9949,3741,335,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
4,4,03-03-2020 06:39:56,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,1 гр,0.0049,3316,1247,112,50.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
5,5,03-03-2020 06:39:56,Tbilisi,64284550d9,1G -- ФОТО РАБОТАЕТ -> Sativa,,16,нет,Тбилиси,1 гр,0.0037,2321,873,78,35.0,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
6,6,03-03-2020 06:39:56,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,2,нет,Тбилиси,1 гр,0.0206,12536,4714,422,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
7,7,03-03-2020 06:39:56,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,1,нет,Тбилиси,1 гр,0.002,1327,499,45,20.0,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
8,8,03-03-2020 06:39:56,Tbilisi,16be2c8499,реагент 25i nbome. 1гр.,True,1,нет,Тбилиси,1 гр,0.0593,40000,18406,1347,,,,,,,,,,reagent 25i nbome. 1gr.
9,9,03-03-2020 06:39:56,Tbilisi,7ee4f68218,2 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,2 гр,0.0195,12481,4711,420,,,170.0,,,,,,,2 gr mdma (skidka v bitkoin 5%)
10,10,03-03-2020 06:39:56,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0393,23878,8978,804,360.0,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
11,11,03-03-2020 06:39:56,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0343,21225,7981,715,320.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
12,12,03-03-2020 06:39:56,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,2,нет,Тбилиси,2 гр,0.0034,2321,873,78,35.0,True,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
