,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,27-02-2020 03:51:54,Tbilisi,4b4cde4fad,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,1,нет,Тбилиси,0.25 гр,0.011000000000000001,6552,2464,224,100.0,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
1,1,27-02-2020 03:51:54,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0099,6486,2439,222,99.0,,,,,,,,,Cocaine Pure VHQ 0.5g
2,2,27-02-2020 03:51:54,Tbilisi,1768a14bbd,"NEW Sale!! Cocaine 0,5 гр. HQ",True,1,нет,Тбилиси,0.5 гр,0.011000000000000001,6486,2439,222,99.0,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
3,3,27-02-2020 03:51:54,Tbilisi,edfbad0151,THC Snow Buds Only 0.5 G (THC 23+%),True,1,нет,Тбилиси,0.5 гр,0.0033,1966,739,67,30.0,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
4,4,27-02-2020 03:51:54,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0165,9828,3696,336,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
5,5,27-02-2020 03:51:54,Tbilisi,cb721d4bca,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,1,нет,Тбилиси,1 гр,0.0093,5569,2094,190,85.0,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
6,6,27-02-2020 03:51:54,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,32,нет,Тбилиси,1 гр,0.004,2424,912,83,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
7,7,27-02-2020 03:51:54,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,3,нет,Тбилиси,1 гр,0.0093,5569,2094,190,85.0,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
8,8,27-02-2020 03:51:54,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.019,12448,4682,425,190.0,,,,,,,,,Cocaine Pure VHQ 1g
9,9,27-02-2020 03:51:54,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0244,14414,5421,492,220.0,,,,,,,,,"Cocaine, 1g"
10,10,27-02-2020 03:51:54,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.021,12383,4657,423,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
11,11,27-02-2020 03:51:54,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.019,11793,4435,403,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
12,12,27-02-2020 03:51:54,Tbilisi,61df6a1c90,Метадон 1гр,True,2,нет,Тбилиси,1 гр,0.045,29483,11088,1007,450.0,,,,,,,,,Metadon 1gr
13,13,27-02-2020 03:51:54,Tbilisi,e8a987a33c,"Метадон, 1gr",True,1,нет,Тбилиси,1 гр,0.044000000000000004,26207,9856,895,400.0,,,,,,,,,"Metadon, 1gr"
14,14,27-02-2020 03:51:54,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0208,12383,4657,423,189.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
15,15,27-02-2020 03:51:54,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,2 гр,0.0088,5176,1947,177,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
16,16,27-02-2020 03:51:54,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0444,26207,9856,895,400.0,,,,,,,,,"Cocaine, 2 g"
17,17,27-02-2020 03:51:54,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0375,22604,8501,772,345.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
18,18,27-02-2020 03:51:54,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.02,11793,4435,403,180.0,,,,,,,,,Ketamine 2 g
19,19,27-02-2020 03:51:54,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,6,нет,Тбилиси,2 гр,0.0078,4586,1725,157,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
20,20,27-02-2020 03:51:54,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0383,22866,8599,781,349.0,,True,,,,,,,Kokain KOLUMBIA 2g
21,21,27-02-2020 03:51:54,Tbilisi,7ee4f68218,🍃 2гр ГАШИШ 🍃,True,3,нет,Тбилиси,2 гр,0.0116,7207,2710,246,110.0,,,,,,,,,🍃 2gr GAShISh 🍃
22,22,27-02-2020 03:51:54,Tbilisi,7ee4f68218,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,3 гр,0.0115,7124,2674,243,,,,100.0,,,,,,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
23,23,27-02-2020 03:51:54,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0231,13759,5174,470,210.0,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
24,24,27-02-2020 03:51:54,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0117,6879,2587,235,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
25,25,27-02-2020 03:51:54,Tbilisi,ae784bef73,NEW ! Easy Bud ! 3g,True,3,нет,Тбилиси,3 гр,0.0088,5241,1971,179,80.0,,,,,,,,,NEW ! Easy Bud ! 3g
26,26,27-02-2020 03:51:54,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0172,10155,3819,347,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
27,27,27-02-2020 03:51:54,Tbilisi,7ee4f68218,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,5 гр,0.0189,11755,4412,402,,,,165.0,,,,,,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
28,28,27-02-2020 03:51:54,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0171,10090,3795,345,154.0,,,,,,,,,NEW !!! 5G White Widow !!! NEW
29,29,27-02-2020 03:51:54,Tbilisi,c225d2f67d,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0221,13759,5174,470,210.0,,,,,,,,,gashish evro 5g
30,30,27-02-2020 03:51:54,Tbilisi,7ee4f68218,🍃 5гр ГАШИШ 🍃,True,3,нет,Тбилиси,5 гр,0.0285,17690,6653,604,270.0,,,,,,,,,🍃 5gr GAShISh 🍃
31,31,27-02-2020 03:51:54,Tbilisi,7ee4f68218,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0344,21373,8022,730,,,,300.0,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
32,32,27-02-2020 03:51:54,Tbilisi,7ee4f68218,10 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,10 гр,0.0344,21373,8022,730,,,,300.0,,,,,,10 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
33,33,27-02-2020 03:51:54,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,11,нет,Тбилиси,10 гр,0.0293,17493,6579,598,267.0,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
34,34,27-02-2020 03:52:23,Tbilisi,e501bd0ada,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,2,нет,Тбилиси,10 гр,0.0254,15724,5914,537,240.0,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
35,35,27-02-2020 03:52:23,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0423,26207,9856,895,400.0,,,,,,,,,gashish evro 10g
36,36,27-02-2020 03:52:23,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,12,нет,Тбилиси,10 гр,0.0095,6224,2341,213,95.0,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
37,37,27-02-2020 03:52:24,Tbilisi,e501bd0ada,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,3,нет,Тбилиси,20 гр,0.0476,29483,11088,1007,450.0,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
38,38,27-02-2020 03:52:24,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0822,50907,19145,1739,777.0,,,,,,,,,Gashish Evro 20gr
39,39,27-02-2020 03:52:24,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.17 G,True,нет,3,Тбилиси,0.17 гр,0.0167,9828,3696,336,150.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.17 G
