,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Vake,€,Saburtalo,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,06-03-2020 03:01:12,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0094,6552,2457,221,99,,,,,,,,,,,Cocaine Pure VHQ 0.5g
1,06-03-2020 03:01:12,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,2,нет,Тбилиси,0.5 гр,0.0034,2184,819,74,33,,,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
2,06-03-2020 03:01:12,Tbilisi,UJP9,420Inc,VHQ MDMA Crystal Champagne 82% Pure 0.5G,True,2,нет,Тбилиси,0.5 гр,0.0081,5229,1961,177,79,,,,,,,,,,,VHQ MDMA Crystal Champagne 82% Pure 0.5G
3,06-03-2020 03:01:12,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,8,нет,Тбилиси,1 гр,0.0052,3309,1241,112,50,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
4,06-03-2020 03:01:12,Tbilisi,03F3,geoshop,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1 гр,0.0052,3309,1241,112,50,,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
5,06-03-2020 03:01:12,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.018,12575,4716,425,190,,,,,,,,,,,Cocaine Pure VHQ 1g
6,06-03-2020 03:01:12,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5% (ПОДЪЕЗД!!!),,3,нет,Тбилиси,1 гр,0.0186,11847,4443,400,179,True,,,,,,,,,,Columbia Cocaine VHQ 1g BTC SALE 5% (POD'EZD!!!)
7,06-03-2020 03:01:12,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,5,нет,Тбилиси,1 гр,0.0185,12244,4592,414,185,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
8,06-03-2020 03:01:12,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,3,нет,Тбилиси,1 гр,0.0186,11847,4443,400,179,,True,,,,,,,,,Kokain KOLUMBIA 1g
9,06-03-2020 03:01:12,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0851,59567,22338,2012,900,,,,,,,,,,,Metadon 1gr
10,06-03-2020 03:01:12,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,4,нет,Тбилиси,1 гр,0.0019,1324,496,45,20,,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
11,06-03-2020 03:01:12,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,4,нет,Тбилиси,2 гр,0.0094,5957,2234,201,90,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
12,06-03-2020 03:01:12,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,4,нет,Тбилиси,2 гр,0.0033,2316,869,78,35,,True,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
13,06-03-2020 03:01:12,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,2,нет,Тбилиси,2 гр,0.0378,25084,9407,847,379,,,,,,,,,,,Kokain HQ 2g.
14,06-03-2020 03:01:12,Tbilisi,0WE,Khachapuri,"3 ecstasy 💊""PARTY ROCK""💊 300 mg",True,3,нет,Тбилиси,3 гр,0.0111,7368,2778,249,,,,100,,,,,,,,"3 ecstasy 💊""PARTY ROCK""💊 300 mg"
15,06-03-2020 03:01:12,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.0278,18421,6945,623,,,,250,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
16,06-03-2020 03:01:12,Tbilisi,9VLN,AlienShop,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,3,нет,Тбилиси,3 гр,0.0121,7611,2854,257,115,,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
17,06-03-2020 03:01:12,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0303,21179,7942,715,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
18,06-03-2020 03:01:12,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0444,29474,11112,996,,,,400,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
19,06-03-2020 03:01:12,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,1,нет,Тбилиси,5 гр,0.0161,11252,4219,380,170,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
