,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Nadzaladevi,Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,08-04-2020 11:30:53,Tbilisi,28bf667d16,MDMA Champagne - DutchMasters 1g,True,1,нет,Тбилиси,1 гр,0.0145,8300,2998,281,110.0,,,,,,,,,,MDMA Champagne - DutchMasters 1g
11,11,08-04-2020 11:30:53,Tbilisi,99accec7c7,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!,,3,нет,Тбилиси,1 гр,0.0925,52819,19075,1786,700.0,True,,,,,,,,,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!
12,12,08-04-2020 11:30:53,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,3,нет,Тбилиси,1 гр,0.0266,15846,5723,536,210.0,,,,,,,,,,VHQ BEST Cocaine 1g.
13,13,08-04-2020 11:30:53,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1081,67910,24525,2297,900.0,,,,,,,,,,Metadon 1gr
14,14,08-04-2020 11:30:53,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,10,нет,Тбилиси,1 гр,0.0024,1509,545,51,20.0,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
15,15,08-04-2020 11:30:53,Tbilisi,83f3d55917,19% ТГК Шишки Northern Lights 1.1г Скидка 5% через БИТКОИН,,3,нет,Тбилиси,1.1 гр,0.0063,3773,1363,128,50.0,,True,,,,,,,,19% TGK Shishki Northern Lights 1.1g Skidka 5% cherez BITKOIN
16,16,08-04-2020 11:30:53,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,True,1,нет,Тбилиси,2 гр,0.0099,5659,2044,191,75.0,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
17,17,08-04-2020 11:30:53,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,2 гр,0.0091,5206,1880,176,69.0,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
18,18,08-04-2020 11:30:53,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,2 гр,0.0093,5282,1908,179,70.0,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
19,19,08-04-2020 11:30:53,Tbilisi,ae784bef73,New ! Big Buds ! 2G,True,2,нет,Тбилиси,2 гр,0.0077,4829,1744,163,64.0,,,,,,,,,,New ! Big Buds ! 2G
20,20,08-04-2020 11:30:53,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,2 гр,0.0042,2641,954,89,35.0,True,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
21,21,08-04-2020 11:30:53,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩,True,2,нет,Тбилиси,2 гр,0.0119,6716,2425,227,89.0,,,,,,,,,,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩
22,22,08-04-2020 11:30:53,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0406,24146,8720,817,320.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
23,23,08-04-2020 11:30:53,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0392,22637,8175,766,300.0,,,,,,,,,,5 Grm Mdma Pure Quality A +++
24,24,08-04-2020 11:30:53,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,3,нет,Тбилиси,5 гр,0.0218,12450,4496,421,165.0,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
25,25,08-04-2020 11:30:53,Tbilisi,64284550d9,5G ---> ONLY BUDS,,2,нет,Тбилиси,5 гр,0.0126,7168,2589,242,95.0,True,,,,,,,,,5G ---> ONLY BUDS
26,26,08-04-2020 11:30:53,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,1,нет,Тбилиси,5 гр,0.0507,30182,10900,1021,400.0,,,,,,,,,,5g MDMA (IMPORTED)
27,27,08-04-2020 11:30:53,Tbilisi,bb1791277e,5gr Stardawg Auto WEED BUDS,True,2,нет,Тбилиси,5 гр,0.0223,12752,4605,431,169.0,,,,,,,,,,5gr Stardawg Auto WEED BUDS
28,28,08-04-2020 11:30:53,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,5,нет,Тбилиси,5 гр,0.0177,10111,3652,342,134.0,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
29,29,08-04-2020 11:30:53,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0234,13205,4769,447,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
30,30,08-04-2020 11:30:53,Tbilisi,f8a875c191,METADON - 5 G.,True,1,нет,Тбилиси,5 гр,0.2001,113183,40875,3828,1500.0,,,,,,,,,,METADON - 5 G.
31,31,08-04-2020 11:30:53,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Тбилиси,5 гр,0.009000000000000001,5659,2044,191,75.0,,,True,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
32,32,08-04-2020 11:30:53,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0066,4150,1499,140,55.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
33,33,08-04-2020 11:30:53,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,True,1,нет,Тбилиси,10 гр,0.0276,15770,5695,533,209.0,,,,,,,,,,10 gr marijuana buds. -indica-
34,34,08-04-2020 11:31:41,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0482,27541,9946,931,365.0,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
35,35,08-04-2020 11:31:41,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,1,3,Тбилиси,10 гр,0.0131,8201,2970,277,,,True,,,100.0,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
36,36,08-04-2020 11:31:41,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0102,6414,2316,217,85.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
37,37,08-04-2020 11:31:41,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0507,30182,10900,1021,400.0,,,,,,,,,,gashish evro 10g
38,38,08-04-2020 11:31:41,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0985,58629,21173,1983,777.0,,,,,,,,,,Gashish Evro 20gr
39,39,08-04-2020 11:31:41,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2402,150910,54500,5104,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
40,40,08-04-2020 11:31:41,Tbilisi,f8a875c191,METADON - 0.22 G.,True,16,15,Тбилиси,0.22 гр,0.0199,11243,4060,380,149.0,,,,,,,,,,METADON - 0.22 G.
41,41,08-04-2020 11:31:41,Tbilisi,54915c4374,MDMA 1 гр,True,нет,2,Тбилиси,1 гр,0.0131,8201,2970,277,,,,,,100.0,,,,,MDMA 1 gr
42,42,08-04-2020 11:31:41,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0196,12302,4455,416,,,,,,150.0,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
43,43,08-04-2020 11:31:41,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0267,15091,5450,510,200.0,,,,,,,,,,✨✨2gram. MDMA✨✨
44,44,08-04-2020 11:31:41,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0492,27843,10055,942,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
45,45,08-04-2020 11:31:41,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0787,44518,16078,1506,590.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
46,46,08-04-2020 11:31:41,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0528,30182,10900,1021,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
47,47,08-04-2020 11:31:41,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0211,12073,4360,408,160.0,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
48,48,08-04-2020 11:31:41,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0727,41500,14988,1404,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
49,49,08-04-2020 11:31:41,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0223,12752,4605,431,169.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
50,50,08-04-2020 11:31:41,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0225,12827,4633,434,170.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
51,51,08-04-2020 11:31:41,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0263,15016,5423,508,199.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
52,52,08-04-2020 11:31:41,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0263,15016,5423,508,199.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,53,08-04-2020 11:31:41,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0263,16525,5968,559,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,54,08-04-2020 11:31:41,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0263,15016,5423,508,199.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
55,55,08-04-2020 11:31:41,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0457,28704,10395,971,,,,,,350.0,,,,,MDMA 5 gr!!!
56,56,08-04-2020 11:31:41,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.024,15091,5450,510,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
57,57,08-04-2020 11:31:41,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3024,190000,87429,6426,,,,,,,,,,,reagent 25i nbome. 5gr
58,58,08-04-2020 11:31:41,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3603,226365,81750,7656,3000.0,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
59,59,08-04-2020 11:31:41,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.11599999999999999,65570,23680,2218,869.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
60,60,08-04-2020 11:31:41,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0254,14336,5178,485,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
61,61,08-04-2020 11:31:41,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0652,36898,13325,1248,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
62,62,08-04-2020 11:31:41,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0252,14261,5150,482,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
63,63,08-04-2020 11:31:41,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1189,67910,24525,2297,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
64,64,08-04-2020 11:31:41,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0925,52819,19075,1786,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
65,65,08-04-2020 11:31:41,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0423,24146,8720,817,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
66,66,08-04-2020 11:32:26,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1057,60364,21800,2042,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,67,08-04-2020 11:32:26,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2939,167887,60631,5678,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
68,68,08-04-2020 11:32:26,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1933,109334,39485,3698,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
69,69,08-04-2020 11:32:26,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0492,27843,10055,942,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,70,08-04-2020 11:32:26,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0399,22561,8148,763,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
71,71,08-04-2020 11:32:26,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.0535,30559,11036,1034,405.0,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
72,72,08-04-2020 11:32:26,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0799,45198,16323,1529,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
73,73,08-04-2020 11:32:26,Tbilisi,e56bb6ca93,50gr Georgian Indica dominant buds. The Best PRICE,True,нет,13,Тбилиси,50 гр,0.132,75380,27223,2549,999.0,True,,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
74,74,08-04-2020 11:32:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1453,83001,29975,2807,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
75,75,08-04-2020 11:32:26,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3171,181092,65400,6125,2400.0,,,,,,,,,,100 gr marijuana buds
76,76,08-04-2020 11:32:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2642,150910,54500,5104,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
77,77,08-04-2020 11:32:26,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2669,150910,54500,5104,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
78,78,08-04-2020 11:32:26,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3303,188638,68125,6380,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,79,08-04-2020 11:32:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6077,347093,125350,11739,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
80,80,08-04-2020 11:32:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9908,565913,204375,19140,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
81,81,08-04-2020 11:32:26,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1229,641368,231625,21692,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
82,82,08-04-2020 11:32:26,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.024,15091,5450,510,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
83,83,08-04-2020 11:32:26,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0264,15091,5450,510,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,84,08-04-2020 11:32:26,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.033,18864,6813,638,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,85,08-04-2020 11:32:26,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.9997,1131825,408750,38280,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
86,86,08-04-2020 11:33:18,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,2,нет,Батуми,2 гр,0.0046,2867,1036,97,38.0,,,,,,,True,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
87,87,08-04-2020 11:33:18,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2906,166001,59950,5614,2200.0,,,,,,,True,,,[100g] SPAIN HASH
88,88,08-04-2020 11:33:18,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,1,12,Батуми,5 гр,0.024,15091,5450,510,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
89,89,08-04-2020 11:33:18,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2669,150910,54500,5104,2000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
90,90,08-04-2020 11:33:18,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.012,7546,2725,255,100.0,,,,,,,True,,,kur'er v Batumi
91,91,08-04-2020 11:33:18,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.03,18864,6813,638,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,92,08-04-2020 11:33:18,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.03,18864,6813,638,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
93,93,08-04-2020 11:33:18,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.036000000000000004,22637,8175,766,300.0,,,,,,,True,,,Rabota na marki (kur'er)
94,94,08-04-2020 11:33:18,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.9997,1131825,408750,38280,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
95,95,08-04-2020 11:33:18,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0661,37728,13625,1276,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
96,96,08-04-2020 11:34:39,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,1 гр,0.025,14412,5205,487,191.0,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
97,97,08-04-2020 11:34:39,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,1.5 гр,0.019,10941,3951,370,145.0,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
98,98,08-04-2020 11:34:39,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0477,27541,9946,931,365.0,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
99,99,08-04-2020 11:34:39,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0177,10186,3679,345,135.0,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
100,100,08-04-2020 11:34:39,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.036000000000000004,20750,7494,702,275.0,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
