,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,27-02-2020 00:18:45,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0099,6486,2439,220,99.0,,,,,,,,,Cocaine Pure VHQ 0.5g
1,1,27-02-2020 00:18:45,Tbilisi,1768a14bbd,"NEW Sale!! Cocaine 0,5 гр. HQ",True,2,нет,Тбилиси,0.5 гр,0.011000000000000001,6486,2439,220,99.0,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
2,2,27-02-2020 00:18:45,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0165,9828,3696,334,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,3,27-02-2020 00:18:45,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,36,нет,Тбилиси,1 гр,0.004,2424,912,82,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
4,4,27-02-2020 00:18:45,Tbilisi,cb721d4bca,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,5,нет,Тбилиси,1 гр,0.0102,6056,2273,206,,,85.0,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
5,5,27-02-2020 00:18:45,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,2,нет,Тбилиси,1 гр,0.0094,5569,2094,189,85.0,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
6,6,27-02-2020 00:18:45,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.019,12448,4682,423,190.0,,,,,,,,,Cocaine Pure VHQ 1g
7,7,27-02-2020 00:18:45,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,3,нет,Тбилиси,1 гр,0.0245,14414,5421,490,220.0,,,,,,,,,"Cocaine, 1g"
8,8,27-02-2020 00:18:45,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.021,12383,4657,421,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
9,9,27-02-2020 00:18:45,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.019,11793,4435,401,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
10,10,27-02-2020 00:18:45,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0451,29483,11088,1002,450.0,,,,,,,,,Metadon 1gr
11,11,27-02-2020 00:18:45,Tbilisi,e8a987a33c,"Метадон, 1gr",True,1,нет,Тбилиси,1 гр,0.0441,26207,9856,891,400.0,,,,,,,,,"Metadon, 1gr"
12,12,27-02-2020 00:18:45,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0208,12383,4657,421,189.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
13,13,27-02-2020 00:18:45,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,2 гр,0.0088,5176,1947,176,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
14,14,27-02-2020 00:18:45,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0445,26207,9856,891,400.0,,,,,,,,,"Cocaine, 2 g"
15,15,27-02-2020 00:18:45,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0376,22604,8501,768,345.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
16,16,27-02-2020 00:18:45,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.02,11793,4435,401,180.0,,,,,,,,,Ketamine 2 g
17,17,27-02-2020 00:18:45,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,6,нет,Тбилиси,2 гр,0.0078,4586,1725,156,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
18,18,27-02-2020 00:18:45,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0384,22866,8599,777,349.0,,,True,,,,,,Kokain KOLUMBIA 2g
19,19,27-02-2020 00:18:45,Tbilisi,7ee4f68218,🍃 2гр ГАШИШ 🍃,True,3,нет,Тбилиси,2 гр,0.0116,7207,2710,245,110.0,,,,,,,,,🍃 2gr GAShISh 🍃
20,20,27-02-2020 00:18:45,Tbilisi,7ee4f68218,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,3 гр,0.0115,7124,2674,242,,,100.0,,,,,,,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
21,21,27-02-2020 00:18:45,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0231,13759,5174,468,210.0,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
22,22,27-02-2020 00:18:45,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0117,6879,2587,234,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
23,23,27-02-2020 00:18:45,Tbilisi,ae784bef73,NEW ! Easy Bud ! 3g,True,3,нет,Тбилиси,3 гр,0.0088,5241,1971,178,80.0,,,,,,,,,NEW ! Easy Bud ! 3g
24,24,27-02-2020 00:18:45,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0172,10155,3819,345,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
25,25,27-02-2020 00:18:45,Tbilisi,7ee4f68218,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,5 гр,0.019,11755,4412,399,,,165.0,,,,,,,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
26,26,27-02-2020 00:18:45,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0171,10090,3795,343,154.0,,,,,,,,,NEW !!! 5G White Widow !!! NEW
27,27,27-02-2020 00:18:45,Tbilisi,c225d2f67d,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0222,13759,5174,468,210.0,,,,,,,,,gashish evro 5g
28,28,27-02-2020 00:18:45,Tbilisi,7ee4f68218,🍃 5гр ГАШИШ 🍃,True,3,нет,Тбилиси,5 гр,0.0285,17690,6653,601,270.0,,,,,,,,,🍃 5gr GAShISh 🍃
29,29,27-02-2020 00:18:45,Tbilisi,7ee4f68218,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0345,21373,8022,725,,,300.0,,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
30,30,27-02-2020 00:18:45,Tbilisi,7ee4f68218,10 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,10 гр,0.0345,21373,8022,725,,,300.0,,,,,,,10 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
31,31,27-02-2020 00:18:45,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,11,нет,Тбилиси,10 гр,0.0294,17493,6579,595,267.0,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
32,32,27-02-2020 00:18:45,Tbilisi,8219f5e7b8,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0333,19655,7392,668,300.0,,,,,,,,,"LSD - 250 ug, 10 pieces"
33,33,27-02-2020 00:19:34,Tbilisi,e501bd0ada,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,2,нет,Тбилиси,10 гр,0.0254,15724,5914,534,240.0,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
34,34,27-02-2020 00:19:34,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0423,26207,9856,891,400.0,,,,,,,,,gashish evro 10g
35,35,27-02-2020 00:19:34,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,12,нет,Тбилиси,10 гр,0.0095,6224,2341,212,95.0,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
