,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,Vazisubani,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
35,02-06-2020 04:10:06,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0226,16034,6210,552,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
36,02-06-2020 04:10:06,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0196,15267,5913,526,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
37,02-06-2020 04:10:06,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0248,17428,6750,600,250,,,,,,,,,,MARIXYANA - INDICA - 5 G.
38,02-06-2020 04:10:06,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0231,16382,6345,564,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
39,02-06-2020 04:10:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2437,190000,87429,6553,,,,,,,,,,,reagent 25i nbome. 5gr
40,02-06-2020 04:10:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2683,209134,81000,7202,3000,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
41,02-06-2020 04:10:06,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0953,66853,25893,2302,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
42,02-06-2020 04:10:06,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0189,13245,5130,456,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
43,02-06-2020 04:10:06,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0486,34089,13203,1174,489,,,,,,,,,,💘✨5g. MDMA ✨💘
44,02-06-2020 04:10:06,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,5 гр,0.0184,12897,4995,444,185,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
45,02-06-2020 04:10:06,Tbilisi,EIH4,San4oPan4o,!! Гашиш !! Hash 6g !!! BTC SALE 5%!!!!,True,нет,1,Тбилиси,6 гр,0.0452,32695,12663,1126,469,,,,,,,,,,!! Gashish !! Hash 6g !!! BTC SALE 5%!!!!
46,02-06-2020 04:10:06,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0885,62740,24300,2161,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
47,02-06-2020 04:10:06,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0393,27885,10800,960,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
48,02-06-2020 04:10:06,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0689,48798,18900,1681,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,02-06-2020 04:10:06,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0413,29279,11340,1008,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,02-06-2020 04:10:06,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0787,55769,21600,1921,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,02-06-2020 04:10:06,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2189,155108,60075,5342,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
52,02-06-2020 04:10:06,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,2,Тбилиси,10 гр,0.1549,108680,42093,3743,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
53,02-06-2020 04:10:06,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0367,25724,9963,886,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
54,02-06-2020 04:10:06,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0312,21959,8505,756,315,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
55,02-06-2020 04:10:06,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.4967,348557,135000,12004,5000,,,,,,,,,,METADON - 20 G.
56,02-06-2020 04:10:06,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0595,41757,16173,1438,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,02-06-2020 04:10:06,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1278,90555,35073,3119,1299,,,,,,,,,,50 gr georgian weed. Package on magnet
58,02-06-2020 04:10:06,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2458,174209,67473,6000,2499,,,,,,,,,,100 gr georgian weed. Package on magnet
59,02-06-2020 04:10:06,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2361,167307,64800,5762,2400,,,,,,,,,,100 gr marijuana buds
60,02-06-2020 04:10:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1967,139423,54000,4802,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,02-06-2020 04:10:06,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2459,174279,67500,6002,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,02-06-2020 04:10:06,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5803,411297,159300,14165,5900,,,,,,,,,,180 gr marihuana persoalno
63,02-06-2020 04:10:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4525,320672,124200,11044,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,02-06-2020 04:10:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7377,522836,202500,18006,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,02-06-2020 04:10:06,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8361,592547,229500,20407,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,02-06-2020 04:10:06,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0179,13942,5400,480,200,,,,,,,,,,KURYER..500RUB.+BONUS
67,02-06-2020 04:10:06,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0197,13942,5400,480,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,02-06-2020 04:10:06,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0246,17428,6750,600,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,02-06-2020 04:10:49,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 1100 $ в месец залог 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$,True,нет,1,Тбилиси,1 гр,0.0197,13942,5400,480,200,,,,,,,,,,rik i morti ishit kuriera zp ot 1100 $ v mesets zalog 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$
70,02-06-2020 04:10:49,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4929,1045671,405000,36012,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
71,02-06-2020 04:11:53,Batumi,A3I9,Joookerrr,Марки н-БоооооооМ 4 шт,,2,нет,Батуми,4 гр,0.0055,3904,1512,134,56,,,,,,True,,,,Marki n-BoooooooM 4 sht
72,02-06-2020 04:11:53,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2175,153365,59400,5282,2200,,,,,,,True,,,[100g] SPAIN HASH
73,02-06-2020 04:11:53,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,3,Батуми,5 гр,0.0223,16034,6210,552,230,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
74,02-06-2020 04:11:53,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0407,29279,11340,1008,420,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
75,02-06-2020 04:11:53,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.4993,348557,135000,12004,5000,,,,,,,True,,,METADON - 20 G.
76,02-06-2020 04:11:53,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1603,112990,51992,3897,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
77,02-06-2020 04:11:53,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2538,178900,82321,6171,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
78,02-06-2020 04:11:53,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.009,6971,2700,240,100,,,,,,,True,,,kur'er v Batumi
79,02-06-2020 04:11:53,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0225,17428,6750,600,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
80,02-06-2020 04:11:53,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0225,17428,6750,600,250,,,,,,,True,,,Ischu kur'era v Gruzii!
81,02-06-2020 04:11:53,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0198,13942,5400,480,200,,,,,,,True,,,Kur'er Batumi na marihuanu
82,02-06-2020 04:11:53,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0275,19409,7500,668,,,,,,,,True,250,,Rabota na marki (kur'er)
83,02-06-2020 04:11:53,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4967,1045671,405000,36012,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
84,02-06-2020 04:11:53,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0494,34856,13500,1200,500,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
85,02-06-2020 04:12:54,Kutaisi,EIH4,San4oPan4o,Cocaine 2g !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0299,21541,8343,742,309,,,,,,,,,True,Cocaine 2g !!! BTC SALE 5%!!!!
86,02-06-2020 04:12:54,Kutaisi,EIH4,San4oPan4o,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!,,3,нет,Кутаиси,3 гр,0.0189,13594,5265,468,195,,,,,,,,,True,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!
87,02-06-2020 04:12:54,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0275,19409,7500,668,,,,,,,,,250,True,Rabota na marki (kur'er)
