,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,Vazisubani,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
0,02-06-2020 04:09:21,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0232,16382,6345,564,235,,,,,,,,,,Cocaine Pure VHQ 1g
1,02-06-2020 04:09:21,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0807,62740,24300,2161,900,,,,,,,,,,Metadon 1gr
2,02-06-2020 04:09:21,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,9,нет,Тбилиси,2 гр,0.0087,6135,2376,211,88,,,,,,,,,,2gr HYBRID buds
3,02-06-2020 04:09:21,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0476,34019,13176,1172,488,,,,,,,,,,VHQ BEST Cocaine 2g.
4,02-06-2020 04:09:21,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,2,нет,Тбилиси,3 гр,0.0119,8296,3213,286,119,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
5,02-06-2020 04:09:21,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,True,12,нет,Тбилиси,3 гр,0.0086,6065,2349,209,87,,,,,,,,,,3 gr georgian weed. Package on magnet
6,02-06-2020 04:09:21,Tbilisi,3TGJ9,Elegant,4g.марихуана шишки white widow,True,2,нет,Тбилиси,4 гр,0.0175,13594,5265,468,195,,,,,,,,,,4g.marihuana shishki white widow
7,02-06-2020 04:09:21,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 4 шт. вес таблетки 450mg,True,2,нет,Тбилиси,4 гр,0.0106,7459,2889,257,107,,,,,,,,,,Extasy GUCCI 4 sht. ves tabletki 450mg
8,02-06-2020 04:09:21,Tbilisi,V76M,Endorphin,Suboxene 4mg,True,1,нет,Тбилиси,4 гр,0.0052,3834,1485,132,55,,,,,,,,,,Suboxene 4mg
9,02-06-2020 04:09:21,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0293,20913,8100,720,300,,,,,,,,,,5 Grm Mdma Pure Quality A +++
10,02-06-2020 04:09:21,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,True,9,нет,Тбилиси,5 гр,0.0137,9690,3753,334,139,,,,,,,,,,5 gr georgian weed. Package on magnet
11,02-06-2020 04:09:21,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,3,нет,Тбилиси,5 гр,0.0215,16731,6480,576,240,,,,,,,,,,5g. marihuana shishki Critical
12,02-06-2020 04:09:21,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0174,12200,4725,420,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
13,02-06-2020 04:09:21,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.1119,81562,31590,2809,1170,,,,,,,,,,VHQ BEST Cocaine 5g.
14,02-06-2020 04:09:21,Tbilisi,EIH4,San4oPan4o,!! Lemon Haze 7.5g!! !!! BTC SALE 5% !!!,,1,нет,Тбилиси,7.5 гр,0.0263,18752,7263,646,269,True,,,,,,,,,!! Lemon Haze 7.5g!! !!! BTC SALE 5% !!!
15,02-06-2020 04:09:21,Tbilisi,03F3,geoshop,10 gr марихуана листья top гибрид,True,13,нет,Тбилиси,10 гр,0.0099,6971,2700,240,100,,True,,,,,,,,10 gr marihuana list'ja top gibrid
16,02-06-2020 04:09:21,Tbilisi,HWUW,opiopi,GABAGAMA 20 SHTUK,True,3,нет,Тбилиси,20 гр,0.0032,2510,972,86,36,,,,,,,,,,GABAGAMA 20 SHTUK
17,02-06-2020 04:09:21,Tbilisi,HWUW,opiopi,GABAGAMA 50 SHTUK,True,2,нет,Тбилиси,50 гр,0.0072,5577,2160,192,80,,,,,,,,,,GABAGAMA 50 SHTUK
18,02-06-2020 04:09:21,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1793,139423,54000,4802,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
19,02-06-2020 04:09:21,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,True,1,нет,Тбилиси,150 гр,0.0166,12897,4995,444,185,,,,,,,,,,GABAGAMA 150 shtuk
20,02-06-2020 04:09:21,Tbilisi,6P9R,RickNMorty,VHQ MDMA Champagne Imported 0.25 A+++ same day adress,True,нет,10,Тбилиси,0.25 гр,0.0039,2788,1080,96,40,,,,,,,,,,VHQ MDMA Champagne Imported 0.25 A+++ same day adress
21,02-06-2020 04:09:21,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 0.33 гр,True,нет,45,Тбилиси,0.33 гр,0.0148,10457,4050,360,150,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 0.33 gr
22,02-06-2020 04:09:21,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 1 гр,True,нет,20,Тбилиси,1 гр,0.0355,25096,9720,864,360,,,,,,,,,,Gerojn (sirets) 1 gr
23,02-06-2020 04:09:21,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,4,Тбилиси,2 гр,0.0209,14639,5670,504,210,,,,,,,,,,✨✨2gram. MDMA✨✨
24,02-06-2020 04:09:21,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,6,Тбилиси,2 гр,0.0368,25724,9963,886,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
25,02-06-2020 04:09:21,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0577,40363,15633,1390,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
26,02-06-2020 04:09:21,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0395,27885,10800,960,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
27,02-06-2020 04:09:21,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,3,2,Тбилиси,4 гр,0.0138,9760,3780,336,140,,,True,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
28,02-06-2020 04:09:21,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.069,48798,18900,1681,700,,,,,,,,,,"""Kief"" Weed trichomes 5G"
29,02-06-2020 04:09:21,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0542,38341,14850,1320,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,02-06-2020 04:09:21,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0232,16382,6345,564,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
31,02-06-2020 04:09:21,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0237,16731,6480,576,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
32,02-06-2020 04:09:21,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.0227,16034,6210,552,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
33,02-06-2020 04:09:21,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0237,16731,6480,576,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
34,02-06-2020 04:10:06,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0236,16731,6480,576,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
