,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Saburtalo,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
102,25-02-2020 10:29:13,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,5,Тбилиси,10 гр,0.0306,19226,7328,665,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
103,25-02-2020 10:29:13,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3039,212193,80883,7341,3300,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
104,25-02-2020 10:29:13,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0716,45011,17157,1557,700,,,,,,,,,20x Extasy Duracell 223mg MDMA.
105,25-02-2020 10:29:13,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.068,45011,17157,1557,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
106,25-02-2020 10:29:13,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1105,77161,29412,2670,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
107,25-02-2020 10:29:13,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0971,64237,24485,2222,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
108,25-02-2020 10:29:13,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0962,61086,23285,2113,950,,,,,,,,,Hybrid Skunk! 50 gr
109,25-02-2020 10:29:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2026,128602,49020,4449,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
110,25-02-2020 10:29:13,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1823,115741,44118,4004,1800,,,,,,,,,Hybrid Skunk! 100 gr
111,25-02-2020 10:29:13,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2532,160752,61275,5562,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
112,25-02-2020 10:29:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4659,295784,112746,10233,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
113,25-02-2020 10:29:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7596,482256,183825,16685,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
114,25-02-2020 10:29:13,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8609,546557,208335,18909,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
115,25-02-2020 10:29:13,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0184,12860,4902,445,200,,,,,,,,,KURYER..500RUB.+BONUS
116,25-02-2020 10:29:13,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0184,12860,4902,445,200,,,,,,,,,Trebuetsja Kur'er
117,25-02-2020 10:29:13,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0203,12860,4902,445,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
118,25-02-2020 10:29:13,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0253,16075,6128,556,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
119,25-02-2020 10:29:13,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5331,964512,367650,33369,15000,,,,,,,,,Vakansija optovogo kur'era na mef
120,25-02-2020 10:30:15,Batumi,6KB,Marioshop,XTC-MDMA 0.5g purity 93%+,,7,нет,Батуми,0.5 гр,0.0081,5080,1936,176,79,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
121,25-02-2020 10:30:15,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,3,нет,Батуми,1 гр,0.0175,12217,4657,423,190,,,,,,True,,,NZT-52 mind storm limited 1g muka
122,25-02-2020 10:30:15,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OG Kush, 2г",,1,нет,Батуми,2 гр,0.0081,5080,1936,176,79,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
123,25-02-2020 10:30:15,Batumi,O9SXJ,Parnavaz,"Шишки / weed OG Kush, 5гр",,1,нет,Батуми,5 гр,0.019,11896,4534,412,185,,,,,,True,,,"Shishki / weed OG Kush, 5gr"
124,25-02-2020 10:30:15,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,2,9,Батуми,0.27 гр,0.0233,14596,5564,505,227,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
125,25-02-2020 10:30:15,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0184,12860,4902,445,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
126,25-02-2020 10:30:15,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0964,61086,23285,2113,950,,,,,,True,,,Hybrid Skunk! 50 gr
127,25-02-2020 10:30:15,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1826,115741,44118,4004,1800,,,,,,True,,,Hybrid Skunk! 100 gr
128,25-02-2020 10:30:15,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3073,192902,73530,6674,3000,,,,,,True,,,SUBOXIN - HQ - 100 G.
129,25-02-2020 10:30:15,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,4,Батуми,150 гр,0.2561,160752,61275,5562,2500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
130,25-02-2020 10:30:15,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0102,6430,2451,222,100,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
131,25-02-2020 10:30:15,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3215,1226,111,50,,,,,,True,,,kur'er v Batumi
132,25-02-2020 10:30:15,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3215,1226,111,50,,,,,,True,,,Vakansija Kur'era v Batumi
133,25-02-2020 10:30:15,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0072,5000,2301,171,,,,,,,True,,,Vakansija Kur'era v Batumi
134,25-02-2020 10:30:15,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0231,16075,6128,556,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
135,25-02-2020 10:30:15,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0231,16075,6128,556,250,,,,,,True,,,Ischu kur'era v Gruzii!
136,25-02-2020 10:30:15,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5352,964512,367650,33369,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
137,25-02-2020 10:30:15,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0507,32150,12255,1112,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
138,25-02-2020 10:31:42,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,1,нет,Кутаиси,1 гр,0.0039,2443,931,85,38,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
139,25-02-2020 10:31:42,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0076,4758,1814,165,74,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
140,25-02-2020 10:31:42,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0111,6944,2647,240,108,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
141,25-02-2020 10:31:42,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0102,6430,2451,222,100,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
