,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
10,11-03-2020 00:09:59,Tbilisi,Y7587,PVPStore,ALFA PVP 1g,True,1,нет,Тбилиси,1 гр,0.0154,10083,3618,329,140,,,,,,,,,ALFA PVP 1g
11,11-03-2020 00:09:59,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.0207,12892,4625,421,179,,,,,,,,,Cocaine Pure VHQ 1g
12,11-03-2020 00:09:59,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,3,нет,Тбилиси,1 гр,0.023,13612,4884,445,189,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
13,11-03-2020 00:09:59,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,2,нет,Тбилиси,1 гр,0.023,14332,5142,468,199,,,,,,,,,VHQ BEST Cocaine 1g.
14,11-03-2020 00:09:59,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,4,нет,Тбилиси,1 гр,0.0226,13612,4884,445,189,,,,,,,,,Kokain HQ 1g.
15,11-03-2020 00:09:59,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,2,нет,Тбилиси,1 гр,0.0216,12892,4625,421,179,,True,,,,,,,Kokain KOLUMBIA 1g
16,11-03-2020 00:09:59,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 1г.,True,1,нет,Тбилиси,1 гр,0.0054,3241,1163,106,45,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 1g.
17,11-03-2020 00:09:59,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0987,64819,23256,2117,900,,,,,,,,,Metadon 1gr
18,11-03-2020 00:09:59,Tbilisi,9VLN,AlienShop,☃️❄1g. New COCAINE!!❄☃️,True,3,нет,Тбилиси,1 гр,0.0219,12964,4651,423,180,,,,,,,,,☃️❄1g. New COCAINE!!❄☃️
19,11-03-2020 00:09:59,Tbilisi,0WE,Khachapuri,2 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,2 гр,0.0237,14735,5279,482,,,,180,,,,,,2 gr mdma (skidka v bitkoin 5%)
20,11-03-2020 00:09:59,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,True,2,нет,Тбилиси,2 гр,0.0095,5690,2041,186,79,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
21,11-03-2020 00:09:59,Tbilisi,ABOAB,ProGrow,2G ---> INDICA,,26,нет,Тбилиси,2 гр,0.0079,4825,1731,158,67,True,,,,,,,,2G ---> INDICA
22,11-03-2020 00:09:59,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0439,25927,9302,847,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
23,11-03-2020 00:09:59,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,1,нет,Тбилиси,2 гр,0.0038,2521,904,82,35,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
24,11-03-2020 00:09:59,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0439,27296,9793,891,379,,,,,,,,,Kokain HQ 2g.
25,11-03-2020 00:09:59,Tbilisi,ABOAB,ProGrow,3G ---> INDICA,,21,нет,Тбилиси,3 гр,0.0102,6698,2403,219,93,True,,,,,,,,3G ---> INDICA
26,11-03-2020 00:09:59,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0194,11451,4109,374,159,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
27,11-03-2020 00:09:59,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0189,11163,4005,365,155,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
28,11-03-2020 00:09:59,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0351,23047,8269,753,320,,,,,,,,,"5 Grm MDMA , Purity A +++"
29,11-03-2020 00:09:59,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,5 гр,0.0494,30697,10999,1003,,,,375,,,,,,5 gr mdma (skidka v bitkoin 5%)
30,11-03-2020 00:09:59,Tbilisi,8B31,bobbyz,5gr georgian indica (hight quality),True,6,нет,Тбилиси,5 гр,0.0153,10011,3592,327,139,,True,,,,,,,5gr georgian indica (hight quality)
31,11-03-2020 00:09:59,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,4,нет,Тбилиси,5 гр,0.0179,10803,3876,353,150,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
32,11-03-2020 00:09:59,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0441,26288,9432,858,365,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
33,11-03-2020 00:09:59,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0322,19230,6899,628,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
34,11-03-2020 00:10:40,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0443,26288,9432,858,365,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
35,11-03-2020 00:10:40,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0324,19230,6899,628,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
36,11-03-2020 00:10:40,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0466,28808,10336,941,400,,,,,,,,,gashish evro 10g
37,11-03-2020 00:10:40,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,8,5,Тбилиси,0.27 гр,0.0331,19446,6977,635,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
38,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0723,42492,15246,1388,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
39,11-03-2020 00:10:40,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0485,28808,10336,941,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
40,11-03-2020 00:10:40,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0667,39611,14212,1293,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
41,11-03-2020 00:10:40,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0189,11235,4031,367,156,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
42,11-03-2020 00:10:40,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0242,14332,5142,468,199,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
43,11-03-2020 00:10:40,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0194,11523,4134,376,160,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
44,11-03-2020 00:10:40,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0242,14332,5142,468,199,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
45,11-03-2020 00:10:40,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0242,14332,5142,468,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
46,11-03-2020 00:10:40,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0176,10443,3747,341,145,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
47,11-03-2020 00:10:40,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0242,15773,5659,515,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
48,11-03-2020 00:10:40,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0245,14404,5168,470,200,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
49,11-03-2020 00:10:40,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0182,10803,3876,353,150,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
50,11-03-2020 00:10:40,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0221,14404,5168,470,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
51,11-03-2020 00:10:40,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.291,190000,87429,6009,,,,,,,,,,reagent 25i nbome. 5gr
52,11-03-2020 00:10:40,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.331,216062,77520,7055,3000,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1053,61866,22197,2020,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0227,13324,4780,435,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
55,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0599,35218,12636,1150,489,,,,,,,,,💘✨5g. MDMA ✨💘
56,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0403,23695,8501,774,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
57,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0221,12964,4651,423,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
58,11-03-2020 00:10:40,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1092,64819,23256,2117,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
59,11-03-2020 00:10:40,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0849,50415,18088,1646,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,11-03-2020 00:10:40,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0484,28736,10310,938,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,11-03-2020 00:10:40,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0429,25207,9044,823,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
62,11-03-2020 00:10:40,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0971,57617,20672,1881,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,11-03-2020 00:10:40,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.27,160246,57494,5233,2225,,,,,,,,,Amfetamin [White] [Import] 10G
64,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1776,104358,37442,3408,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
65,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0452,26576,9535,868,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
66,11-03-2020 00:10:40,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0366,21534,7726,703,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
67,11-03-2020 00:11:34,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0815,50415,18088,1646,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
68,11-03-2020 00:11:34,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 40g,True,нет,1,Тбилиси,40 гр,0.3882,230467,82688,7526,3200,,,,,,,,,MDMA from Europe!!! 40g
69,11-03-2020 00:11:34,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1323,86425,31008,2822,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
70,11-03-2020 00:11:34,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1163,71949,25814,2349,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
71,11-03-2020 00:11:34,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 50g,True,нет,1,Тбилиси,50 гр,0.2547,151244,54264,4939,2100,,,,,,,,,Hashish Ice-o-lator 50g
72,11-03-2020 00:11:34,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4852,288083,103360,9407,4000,,,,,,,,,MDMA from Europe!!! 50g
73,11-03-2020 00:11:34,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 70g,True,нет,1,Тбилиси,70 гр,1.2737,756218,271320,24694,10500,,,,,,,,,Columbia Cocaine VHQ 70g
74,11-03-2020 00:11:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2426,144042,51680,4704,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
75,11-03-2020 00:11:34,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.245,144042,51680,4704,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
76,11-03-2020 00:11:34,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3033,180052,64600,5880,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
77,11-03-2020 00:11:34,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1838,108031,38760,3528,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
78,11-03-2020 00:11:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.558,331296,118864,10818,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
79,11-03-2020 00:11:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9098,540156,193800,17639,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
80,11-03-2020 00:11:34,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.0311,612177,219640,19990,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,11-03-2020 00:11:34,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0221,14404,5168,470,200,,,,,,,,,KURYER..500RUB.+BONUS
82,11-03-2020 00:11:34,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0165,10803,3876,353,150,,,,,,,,,Rabota na marki (kur'er)
83,11-03-2020 00:11:34,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0243,14404,5168,470,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,11-03-2020 00:11:34,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0303,18005,6460,588,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,11-03-2020 00:11:34,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.836,1080312,387600,35277,15000,,,,,,,,,Vakansija optovogo kur'era na mef
86,11-03-2020 00:12:44,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,18,нет,Батуми,1 гр,0.0221,14404,5168,470,200,,,,,,True,,,NZT-52 limited 1 g muka
87,11-03-2020 00:12:44,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0073,4321,1550,141,60,,,,,,True,,,ORANGE PUNCH [1g]
88,11-03-2020 00:12:44,Batumi,XHR,420Factory,Power Africa 1g,,4,нет,Батуми,1 гр,0.0055,3601,1292,118,50,,,,,,True,,,Power Africa 1g
89,11-03-2020 00:12:44,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,11,нет,Батуми,2 гр,0.0397,25927,9302,847,360,,,,,,True,,,NZT-52 limited 2g muka
90,11-03-2020 00:12:44,Batumi,XHR,420Factory,Power Africa 2.5 g,,2,нет,Батуми,2.5 гр,0.0116,7562,2713,247,105,,,,,,True,,,Power Africa 2.5 g
91,11-03-2020 00:12:44,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,1,нет,Батуми,5 гр,0.0303,18005,6460,588,250,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
92,11-03-2020 00:12:44,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1819,108031,38760,3528,1500,,,,,,True,,,Skunk! 50 gr.
93,11-03-2020 00:12:44,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,4,4,Батуми,0.27 гр,0.0331,19446,6977,635,270,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
94,11-03-2020 00:12:44,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,16,Батуми,5 гр,0.0221,14404,5168,470,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
95,11-03-2020 00:12:44,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.245,144042,51680,4704,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
96,11-03-2020 00:12:44,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1837,108031,38760,3528,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
97,11-03-2020 00:12:44,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0055,3601,1292,118,50,,,,,,True,,,kur'er v Batumi
98,11-03-2020 00:12:44,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0276,18005,6460,588,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
99,11-03-2020 00:12:44,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0165,10803,3876,353,150,,,,,,True,,,Rabota na marki (kur'er)
100,11-03-2020 00:12:44,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0276,18005,6460,588,250,,,,,,True,,,Ischu kur'era v Gruzii!
101,11-03-2020 00:12:44,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.8357,1080312,387600,35277,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
102,11-03-2020 00:12:44,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0606,36010,12920,1176,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
103,11-03-2020 00:14:06,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0165,10803,3876,353,150,,,,,,,,True,Rabota na marki (kur'er)
