,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,28-02-2020 06:58:25,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0185,11810,4423,402,180,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
11,28-02-2020 06:58:25,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,2 гр,0.0083,5577,2088,190,85,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
12,28-02-2020 06:58:25,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,1,нет,Тбилиси,2 гр,0.0085,5183,1941,176,79,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
13,28-02-2020 06:58:25,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0389,23620,8845,804,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
14,28-02-2020 06:58:25,Tbilisi,5JG6,BenderMan,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0432,26244,9828,894,400,,,,,,,,,"Cocaine, 2 g"
15,28-02-2020 06:58:25,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,1,нет,Тбилиси,2 гр,0.0194,11810,4423,402,180,,,,,,,,,Ketamine 2 g
16,28-02-2020 06:58:25,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0076,4593,1720,156,70,,,,,,,,,"LSD - 250 ug, 2 pieces"
17,28-02-2020 06:58:25,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0373,22898,8575,780,349,,True,,,,,,,Kokain KOLUMBIA 2g
18,28-02-2020 06:58:25,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0225,13778,5160,469,210,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
19,28-02-2020 06:58:25,Tbilisi,X4ZM,ZYX,NEW ! Easy Bud ! 3g,True,2,нет,Тбилиси,3 гр,0.0086,5249,1966,179,80,,,,,,,,,NEW ! Easy Bud ! 3g
20,28-02-2020 06:58:25,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0166,10104,3784,344,154,,,,,,,,,NEW !!! 5G White Widow !!! NEW
21,28-02-2020 06:58:25,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0215,13778,5160,469,210,,,,,,,,,gashish evro 5g
22,28-02-2020 06:58:25,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,3,нет,Тбилиси,5 гр,0.0277,17715,6634,603,270,,,,,,,,,🍃 5gr GAShISh 🍃
23,28-02-2020 06:58:25,Tbilisi,0WE,Khachapuri,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0337,21494,8067,732,,,,300,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
24,28-02-2020 06:58:25,Tbilisi,0WE,Khachapuri,10 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,10 гр,0.0337,21494,8067,732,,,,300,,,,,,10 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
25,28-02-2020 06:58:25,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,3,нет,Тбилиси,10 гр,0.0286,17518,6560,596,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
26,28-02-2020 06:58:25,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0324,19683,7371,670,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
27,28-02-2020 06:58:25,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,1,нет,Тбилиси,10 гр,0.0246,15746,5897,536,240,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
28,28-02-2020 06:58:25,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.041,26244,9828,894,400,,,,,,,,,gashish evro 10g
29,28-02-2020 06:58:25,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,8,нет,Тбилиси,10 гр,0.0092,6233,2334,212,95,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
30,28-02-2020 06:58:25,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,2,нет,Тбилиси,20 гр,0.0462,29524,11057,1005,450,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
31,28-02-2020 06:58:25,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0797,50979,19091,1736,777,,,,,,,,,Gashish Evro 20gr
32,28-02-2020 06:58:25,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,3,Тбилиси,0.27 гр,0.0245,14893,5577,507,227,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
33,28-02-2020 06:59:10,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0324,19683,7371,670,300,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
34,28-02-2020 06:59:10,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 0.5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,0.5 гр,0.0054,3280,1229,112,50,,,,,,,,,MARIXYANA - 0.5 G. (SHISHKI) (SALE)
35,28-02-2020 06:59:10,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.7g,True,нет,4,Тбилиси,0.7 гр,0.0299,18371,6880,626,280,,,,,,,,,Methadone HQ in city 0.7g
36,28-02-2020 06:59:10,Tbilisi,TDSHF,THC,Hybrid Gagarin.(THC 30%) 1g.,True,нет,1,Тбилиси,1 гр,0.0046,2952,1106,101,45,,,,,,,,,Hybrid Gagarin.(THC 30%) 1g.
37,28-02-2020 06:59:10,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,1,5,Тбилиси,1 гр,0.0648,39366,14742,1340,600,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
38,28-02-2020 06:59:10,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.3g,True,нет,4,Тбилиси,1.3 гр,0.0588,36085,13514,1229,550,,,,,,,,,Methadone HQ in city 1.3g
39,28-02-2020 06:59:10,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0179,10957,4103,373,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
40,28-02-2020 06:59:10,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,4,Тбилиси,2 гр,0.0173,11822,4437,403,,,,165,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
41,28-02-2020 06:59:10,Tbilisi,OX85,amnesia420,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,2,Тбилиси,3 гр,0.0107,7217,2703,246,110,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
42,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,5,Тбилиси,3 гр,0.0637,38710,14496,1318,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
43,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0184,12400,4644,422,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
44,28-02-2020 06:59:10,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.0428,26244,9828,894,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
45,28-02-2020 06:59:10,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0588,36085,13514,1229,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
46,28-02-2020 06:59:10,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0257,15746,5897,536,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
47,28-02-2020 06:59:10,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0267,16402,6143,559,250,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
48,28-02-2020 06:59:10,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0267,16402,6143,559,250,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
49,28-02-2020 06:59:10,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0267,16402,6143,559,250,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,28-02-2020 06:59:10,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0213,13056,4889,445,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
51,28-02-2020 06:59:10,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0267,16402,6143,559,250,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
52,28-02-2020 06:59:10,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0213,14369,5381,489,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
53,28-02-2020 06:59:10,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0267,16402,6143,559,250,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
54,28-02-2020 06:59:10,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0194,13122,4914,447,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
55,28-02-2020 06:59:10,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2815,190000,87429,6465,,,,,,,,,,reagent 25i nbome. 5gr
56,28-02-2020 06:59:10,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2916,196829,73710,6702,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0928,56359,21106,1919,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.02,12138,4545,413,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0528,32083,12015,1092,489,,,,,,,,,💘✨5g. MDMA ✨💘
60,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0355,21586,8084,735,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
61,28-02-2020 06:59:10,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,4,Тбилиси,5 гр,0.0194,11810,4423,402,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
62,28-02-2020 06:59:10,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0962,59049,22113,2011,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
63,28-02-2020 06:59:10,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0749,45927,17199,1564,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
64,28-02-2020 06:59:10,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0427,26178,9803,891,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,28-02-2020 06:59:10,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.0378,22963,8600,782,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
66,28-02-2020 06:59:10,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0855,52488,19656,1787,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,28-02-2020 06:59:10,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2379,145982,54668,4971,2225,,,,,,,,,Amfetamin [White] [Import] 10G
68,28-02-2020 07:00:03,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1565,95068,35602,3237,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
69,28-02-2020 07:00:03,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0399,24210,9066,824,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,28-02-2020 07:00:03,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0323,19617,7346,668,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
71,28-02-2020 07:00:03,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0756,45927,17199,1564,700,,,,,,,,,20x Extasy Duracell 223mg MDMA.
72,28-02-2020 07:00:03,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,10,Тбилиси,20 гр,0.0647,39300,14717,1338,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
73,28-02-2020 07:00:03,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0718,45927,17199,1564,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
74,28-02-2020 07:00:03,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1167,78732,29484,2681,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
75,28-02-2020 07:00:03,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1025,65544,24545,2232,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
76,28-02-2020 07:00:03,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.1016,62329,23342,2122,950,,,,,,,,,Hybrid Skunk! 50 gr
77,28-02-2020 07:00:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2139,131219,49140,4468,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
78,28-02-2020 07:00:03,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1925,118097,44226,4021,1800,,,,,,,,,Hybrid Skunk! 100 gr
79,28-02-2020 07:00:03,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2673,164024,61425,5585,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,28-02-2020 07:00:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4919,301805,113022,10276,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
81,28-02-2020 07:00:03,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.802,492073,184275,16755,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
82,28-02-2020 07:00:03,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9089,557682,208845,18989,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
83,28-02-2020 07:00:03,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0194,13122,4914,447,200,,,,,,,,,KURYER..500RUB.+BONUS
84,28-02-2020 07:00:03,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0194,13122,4914,447,200,,,,,,,,,Trebuetsja Kur'er
85,28-02-2020 07:00:03,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0214,13122,4914,447,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
86,28-02-2020 07:00:03,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0267,16402,6143,559,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
87,28-02-2020 07:00:03,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6185,984146,368550,33510,15000,,,,,,,,,Vakansija optovogo kur'era na mef
88,28-02-2020 07:01:31,Batumi,6KB,Marioshop,XTC-MDMA 0.5g purity 93%+,,4,нет,Батуми,0.5 гр,0.0085,5183,1941,176,79,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
89,28-02-2020 07:01:31,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,8,Батуми,0.27 гр,0.0245,14893,5577,507,227,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
90,28-02-2020 07:01:31,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0194,13122,4914,447,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
91,28-02-2020 07:01:31,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.1016,62329,23342,2122,950,,,,,,True,,,Hybrid Skunk! 50 gr
92,28-02-2020 07:01:31,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1925,118097,44226,4021,1800,,,,,,True,,,Hybrid Skunk! 100 gr
93,28-02-2020 07:01:31,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.324,196829,73710,6702,3000,,,,,,True,,,SUBOXIN - HQ - 100 G.
94,28-02-2020 07:01:31,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.27,164024,61425,5585,2500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,28-02-2020 07:01:31,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0108,6561,2457,223,100,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
96,28-02-2020 07:01:31,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3280,1229,112,50,,,,,,True,,,kur'er v Batumi
97,28-02-2020 07:01:31,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3280,1229,112,50,,,,,,True,,,Vakansija Kur'era v Batumi
98,28-02-2020 07:01:31,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0074,5000,2301,170,,,,,,,True,,,Vakansija Kur'era v Batumi
99,28-02-2020 07:01:31,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0243,16402,6143,559,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
100,28-02-2020 07:01:31,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0243,16402,6143,559,250,,,,,,True,,,Ischu kur'era v Gruzii!
101,28-02-2020 07:01:31,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6185,984146,368550,33510,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
102,28-02-2020 07:01:31,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0535,32805,12285,1117,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
103,28-02-2020 07:02:30,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.008,4855,1818,165,74,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
104,28-02-2020 07:02:30,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0117,7086,2654,241,108,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
