,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,16-03-2020 10:12:44,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,11,нет,Тбилиси,0.25 гр,0.0305,13906,5109,445,190,,,,,,,,,,,Metadon VHQ 0.25 24/7
1,16-03-2020 10:12:44,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.30 G,True,7,3,Тбилиси,0.3 гр,0.0535,21956,8067,702,300,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.30 G
2,16-03-2020 10:12:44,Tbilisi,OX85,amnesia420,"0,5g AFGHANI Indica THC 18% / BTC -5% sale",True,3,нет,Тбилиси,0.5 гр,0.0042,1830,672,59,25,,,,,,,,,,,"0,5g AFGHANI Indica THC 18% / BTC -5% sale"
3,16-03-2020 10:12:44,Tbilisi,OX85,amnesia420,"0,5g AMNESIA HAZE Sativa THC 20% / BTC -5% sale",True,4,нет,Тбилиси,0.5 гр,0.0042,1830,672,59,25,,,,,,,,,,,"0,5g AMNESIA HAZE Sativa THC 20% / BTC -5% sale"
4,16-03-2020 10:12:44,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,10,нет,Тбилиси,0.5 гр,0.0194,7978,2931,255,109,,,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,16-03-2020 10:12:44,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0168,7246,2662,232,99,,,,,,,,,,,Cocaine Pure VHQ 0.5g
6,16-03-2020 10:12:44,Tbilisi,V4T,COCAcoLA,MDMA 0.5gr огромные камни!,,7,нет,Тбилиси,0.5 гр,0.0097,4025,1479,129,55,True,,,,,,,,,,MDMA 0.5gr ogromnye kamni!
7,16-03-2020 10:12:44,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,1,нет,Тбилиси,0.5 гр,0.0185,7978,2931,255,109,,,,,,,,,,,Pure COCAINE VHQ 0.5g
8,16-03-2020 10:12:44,Tbilisi,V4T,COCAcoLA,mephedrone 0.5 лучший меф! лечит даже корона вирус!))),,21,нет,Тбилиси,0.5 гр,0.0177,7319,2689,234,100,True,,,,,,,,,,mephedrone 0.5 luchshij mef! lechit dazhe korona virus!)))
9,16-03-2020 10:12:44,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано 0.5г.,True,2,нет,Тбилиси,0.5 гр,0.0044,1830,672,59,25,,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano 0.5g.
10,16-03-2020 10:12:44,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,14,нет,Тбилиси,1 гр,0.008,3659,1345,117,50,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
11,16-03-2020 10:12:44,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,3,нет,Тбилиси,1 гр,0.0088,3659,1345,117,50,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
12,16-03-2020 10:12:44,Tbilisi,ABOAB,ProGrow,1G ---> ONLY BUDS,True,11,нет,Тбилиси,1 гр,0.0067,2854,1049,91,39,,,,,,,,,,,1G ---> ONLY BUDS
13,16-03-2020 10:12:44,Tbilisi,OX85,amnesia420,1g NORTHERN LIGHTS Indica THC 20% / BTC -5% sale,True,4,нет,Тбилиси,1 гр,0.0068,2928,1076,94,40,,,,,,,,,,,1g NORTHERN LIGHTS Indica THC 20% / BTC -5% sale
14,16-03-2020 10:12:44,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,1 гр,0.015,6221,2286,199,85,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
15,16-03-2020 10:12:44,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,1 гр,0.0353,14491,5324,463,198,,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
16,16-03-2020 10:12:44,Tbilisi,03F3,geoshop,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,8,нет,Тбилиси,1 гр,0.0141,5855,2151,187,80,,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
17,16-03-2020 10:12:44,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,6,нет,Тбилиси,1 гр,0.0081,3367,1237,108,46,,,,,,,,,,,Amsterdam weed sativa 1gr
18,16-03-2020 10:12:44,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,6,нет,Тбилиси,1 гр,0.0303,13101,4813,419,179,,,,,,,,,,,Cocaine Pure VHQ 1g
19,16-03-2020 10:12:44,Tbilisi,V4T,COCAcoLA,MDMA 1gr лучший товар на площадке!,,4,нет,Тбилиси,1 гр,0.0194,8051,2958,257,110,True,,,,,,,,,,MDMA 1gr luchshij tovar na ploschadke!
20,16-03-2020 10:12:44,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,5,нет,Тбилиси,1 гр,0.0883,40254,14790,1287,550,,,,,,,,,,,Metadon VHQ 1 24/7
21,16-03-2020 10:12:44,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 1G,True,5,нет,Тбилиси,1 гр,0.0088,3659,1345,117,50,,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 1G
22,16-03-2020 10:12:44,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G,True,3,нет,Тбилиси,1 гр,0.0085,3513,1291,112,48,,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
23,16-03-2020 10:12:44,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,6,нет,Тбилиси,1 гр,0.0073,3074,1129,98,42,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
24,16-03-2020 10:12:44,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0337,14564,5351,466,199,,,,,,,,,,,VHQ BEST Cocaine 1g.
25,16-03-2020 10:12:44,Tbilisi,V4T,COCAcoLA,cocaine 1gr СУПЕР COCA!!!,,6,нет,Тбилиси,1 гр,0.0321,14638,5378,468,200,True,,,,,,,,,,cocaine 1gr SUPER COCA!!!
26,16-03-2020 10:12:44,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.033,13833,5082,442,189,,,,,,,,,,,Kokain HQ 1g.
