,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
85,85,26-02-2020 19:28:34,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,5,Тбилиси,10 гр,0.0327,19590,7367,666,299.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
86,86,26-02-2020 19:28:34,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0766,45862,17248,1559,700.0,,,,,,,,,20x Extasy Duracell 223mg MDMA.
87,87,26-02-2020 19:28:34,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,10,Тбилиси,20 гр,0.0656,39245,14759,1334,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
88,88,26-02-2020 19:28:34,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0728,45862,17248,1559,700.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
89,89,26-02-2020 19:28:34,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1183,78621,29568,2672,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
90,90,26-02-2020 19:28:34,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1039,65452,24615,2225,999.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
91,91,26-02-2020 19:28:34,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.10300000000000001,62242,23408,2115,950.0,,,,,,,,,Hybrid Skunk! 50 gr
92,92,26-02-2020 19:28:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2168,131035,49280,4454,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
93,93,26-02-2020 19:28:34,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1951,117932,44352,4008,1800.0,,,,,,,,,Hybrid Skunk! 100 gr
94,94,26-02-2020 19:28:34,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.271,163794,61600,5567,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
95,95,26-02-2020 19:28:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4987,301381,113344,10243,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
96,96,26-02-2020 19:28:34,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8131,491383,184800,16701,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
97,97,26-02-2020 19:28:34,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9215,556900,209440,18928,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
98,98,26-02-2020 19:28:34,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0197,13104,4928,445,200.0,,,,,,,,,KURYER..500RUB.+BONUS
99,99,26-02-2020 19:28:34,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0197,13104,4928,445,200.0,,,,,,,,,Trebuetsja Kur'er
100,100,26-02-2020 19:28:34,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0217,13104,4928,445,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
101,101,26-02-2020 19:28:34,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0271,16379,6160,557,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
102,102,26-02-2020 19:28:34,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6409,982766,369600,33402,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
