,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Nadzaladevi,Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
15,09-04-2020 01:45:47,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,2 гр,0.0043,2651,964,89,35,True,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
16,09-04-2020 01:45:47,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩,True,1,нет,Тбилиси,2 гр,0.012,6742,2452,227,89,,,,,,,,,,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩
17,09-04-2020 01:45:47,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0411,24240,8816,816,320,,,,,,,,,,"5 Grm MDMA , Purity A +++"
18,09-04-2020 01:45:47,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0398,22725,8265,765,300,,,,,,,,,,5 Grm Mdma Pure Quality A +++
19,09-04-2020 01:45:47,Tbilisi,ABOAB,ProGrow,5G ---> ONLY BUDS,,1,нет,Тбилиси,5 гр,0.0127,7196,2617,242,95,True,,,,,,,,,5G ---> ONLY BUDS
20,09-04-2020 01:45:47,Tbilisi,1GT8,GREENGY,5g MDMA (IMPORTED),True,2,нет,Тбилиси,5 гр,0.0514,30300,11020,1020,400,,,,,,,,,,5g MDMA (IMPORTED)
21,09-04-2020 01:45:47,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (hight quality),True,15,нет,Тбилиси,5 гр,0.0179,10150,3692,342,134,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
22,09-04-2020 01:45:47,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0237,13256,4821,446,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
23,09-04-2020 01:45:47,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Тбилиси,5 гр,0.0091,5681,2066,191,75,,,True,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
24,09-04-2020 01:45:47,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0067,4166,1515,140,55,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
25,09-04-2020 01:45:47,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0489,27649,10056,931,365,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
26,09-04-2020 01:45:47,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,1,3,Тбилиси,10 гр,0.0132,8223,2995,277,,,True,,,100,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
27,09-04-2020 01:45:47,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0104,6439,2342,217,85,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
28,09-04-2020 01:45:47,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0514,30300,11020,1020,400,,,,,,,,,,gashish evro 10g
29,09-04-2020 01:45:47,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0999,58858,21406,1982,777,,,,,,,,,,Gashish Evro 20gr
30,09-04-2020 01:45:47,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2435,151500,55100,5102,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
31,09-04-2020 01:45:47,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.22 G.,True,10,15,Тбилиси,0.22 гр,0.0202,11287,4105,380,149,,,,,,,,,,METADON - 0.22 G.
32,09-04-2020 01:45:47,Tbilisi,Z5UFK,Vein,Cocaine Fishscale! Limited Quantity 0.5 g. акция -5% при оплате бтк!!!,True,нет,5,Тбилиси,0.5 гр,0.0239,14089,5124,475,186,,,,,,,,,,Cocaine Fishscale! Limited Quantity 0.5 g. aktsija -5% pri oplate btk!!!
33,09-04-2020 01:46:53,Tbilisi,Z5UFK,Vein,Cocaine Fishscale! Limited Quantity 1g. акция -10% при оплате бтк!!!,True,нет,10,Тбилиси,1 гр,0.0441,27649,10056,931,365,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -10% pri oplate btk!!!
34,09-04-2020 01:46:53,Tbilisi,A3I9,Joookerrr,MDMA 1 гр,True,нет,1,Тбилиси,1 гр,0.0132,8223,2995,277,,,,,,100,,,,,MDMA 1 gr
35,09-04-2020 01:46:53,Tbilisi,A3I9,Joookerrr,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0197,12335,4493,416,,,,,,150,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
36,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0269,15150,5510,510,200,,,,,,,,,,✨✨2gram. MDMA✨✨
37,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0496,27952,10166,941,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
38,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0792,44692,16255,1505,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
39,09-04-2020 01:46:53,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0532,30300,11020,1020,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
40,09-04-2020 01:46:53,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0213,12120,4408,408,160,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
41,09-04-2020 01:46:53,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0731,41662,15153,1403,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
42,09-04-2020 01:46:53,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0225,12802,4656,431,169,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
43,09-04-2020 01:46:53,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0226,12877,4684,434,170,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
44,09-04-2020 01:46:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0265,15074,5482,508,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
45,09-04-2020 01:46:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0265,15074,5482,508,199,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
46,09-04-2020 01:46:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0265,16589,6033,559,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
47,09-04-2020 01:46:53,Tbilisi,Z5UFK,Vein,Cocaine Fishscale 5g,True,нет,1,Тбилиси,5 гр,0.1602,91279,33198,3074,1205,,,,,,,,,,Cocaine Fishscale 5g
48,09-04-2020 01:46:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0265,15074,5482,508,199,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
49,09-04-2020 01:46:53,Tbilisi,A3I9,Joookerrr,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0461,28782,10483,970,,,,,,350,,,,,MDMA 5 gr!!!
50,09-04-2020 01:46:53,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.0242,15150,5510,510,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
51,09-04-2020 01:46:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3041,190000,87429,6397,,,,,,,,,,,reagent 25i nbome. 5gr
52,09-04-2020 01:46:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3627,227250,82650,7654,3000,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1167,65827,23941,2217,869,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0255,14392,5235,485,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
55,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0657,37042,13472,1248,489,,,,,,,,,,💘✨5g. MDMA ✨💘
56,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0254,14317,5207,482,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
57,09-04-2020 01:46:53,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1197,68175,24795,2296,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
58,09-04-2020 01:46:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,4,Тбилиси,10 гр,0.0931,53025,19285,1786,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
59,09-04-2020 01:46:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0426,24240,8816,816,320,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
60,09-04-2020 01:46:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1064,60600,22040,2041,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
61,09-04-2020 01:46:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2959,168544,61299,5676,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
62,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1946,109762,39920,3697,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
63,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0496,27952,10166,941,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
64,09-04-2020 01:46:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0402,22649,8237,763,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
65,09-04-2020 01:47:44,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.0542,30679,11158,1033,405,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
66,09-04-2020 01:47:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.081,45374,16502,1528,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
67,09-04-2020 01:47:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1473,83325,30305,2806,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
68,09-04-2020 01:47:44,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3215,181800,66120,6123,2400,,,,,,,,,,100 gr marijuana buds
69,09-04-2020 01:47:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2679,151500,55100,5102,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,09-04-2020 01:47:44,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2706,151500,55100,5102,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
71,09-04-2020 01:47:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3349,189375,68875,6378,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,09-04-2020 01:47:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6161,348450,126730,11736,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
73,09-04-2020 01:47:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0046,568124,206625,19134,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
74,09-04-2020 01:47:44,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1385,643874,234175,21685,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,09-04-2020 01:47:44,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0244,15150,5510,510,200,,,,,,,,,,KURYER..500RUB.+BONUS
76,09-04-2020 01:47:44,Tbilisi,LGRP8,Walker12,"Ишем опитного курера,(CladMan)",True,1,нет,Тбилиси,1 гр,0.008,5000,2301,168,,,,,,,,,,,"Ishem opitnogo kurera,(CladMan)"
77,09-04-2020 01:47:44,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0268,15150,5510,510,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
78,09-04-2020 01:47:44,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0335,18937,6888,638,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
79,09-04-2020 01:47:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0274,1136249,413250,38268,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
80,09-04-2020 01:49:08,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2947,166650,60610,5613,2200,,,,,,,True,,,[100g] SPAIN HASH
81,09-04-2020 01:49:08,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,12,Батуми,5 гр,0.0244,15150,5510,510,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
82,09-04-2020 01:49:08,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2706,151500,55100,5102,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
83,09-04-2020 01:49:08,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0122,7575,2755,255,100,,,,,,,True,,,kur'er v Batumi
84,09-04-2020 01:49:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0304,18937,6888,638,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
85,09-04-2020 01:49:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0304,18937,6888,638,250,,,,,,,True,,,Ischu kur'era v Gruzii!
86,09-04-2020 01:49:08,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0365,22725,8265,765,300,,,,,,,True,,,Rabota na marki (kur'er)
87,09-04-2020 01:49:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0274,1136249,413250,38268,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
88,09-04-2020 01:49:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.067,37875,13775,1276,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
89,09-04-2020 01:50:55,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1 гр,0.0253,14468,5262,487,191,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,09-04-2020 01:50:55,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0192,10984,3995,370,145,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,09-04-2020 01:50:55,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0483,27649,10056,931,365,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
92,09-04-2020 01:50:55,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0179,10226,3719,344,135,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
93,09-04-2020 01:50:55,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0364,20831,7576,702,275,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
