,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,Vake,Old Tbilisi (Старый город),Vazisubani,€,Авлобари,Батуми,Центр,desc_en
0,21-06-2020 11:10:34,Tbilisi,C36EL,TripGuru,NEW Iranian Sirec 0.25g.,True,1,нет,Тбилиси,0.25 гр,0.0092,6262,2421,214,90,,,,,,,,,,,NEW Iranian Sirec 0.25g.
1,21-06-2020 11:10:34,Tbilisi,03F3,geoshop,0.5 gr marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,0.5 гр,0.0034,2296,888,78,33,True,,,,,,,,,,0.5 gr marijuana BUDS northen lights 24% THC ShIShKI!!!
2,21-06-2020 11:10:34,Tbilisi,3Y9,HIGHTHC,0.5 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,1,нет,Тбилиси,0.5 гр,0.0034,2296,888,78,33,,,,,,,,,,,0.5 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
3,21-06-2020 11:10:34,Tbilisi,9Y6T,WeedShop,Ak47 0.5г,True,14,нет,Тбилиси,0.5 гр,0.0032,2157,834,74,31,,,,,,,,,,,Ak47 0.5g
4,21-06-2020 11:10:34,Tbilisi,6P9R,RickNMorty,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ A+++ 0.5G,True,11,нет,Тбилиси,0.5 гр,0.0163,11132,4304,380,160,,True,,,,,,,,,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ A+++ 0.5G
5,21-06-2020 11:10:34,Tbilisi,6P9R,RickNMorty,RickNMorty's Hybrid's Buds ONLY high THc 0.5,True,31,нет,Тбилиси,0.5 гр,0.0031,2087,807,71,30,True,True,,,,,,,,,RickNMorty's Hybrid's Buds ONLY high THc 0.5
6,21-06-2020 11:10:34,Tbilisi,UZRVH,ZEBRAWEED,"Weed ""BIG BEMON"" sat 60% ind 40% only buds 0.5gr",True,12,нет,Тбилиси,0.5 гр,0.0029,2087,807,71,30,,,,,,,,,,,"Weed ""BIG BEMON"" sat 60% ind 40% only buds 0.5gr"
7,21-06-2020 11:10:34,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано 0.5г.,True,1,нет,Тбилиси,0.5 гр,0.003,2018,780,69,29,,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano 0.5g.
8,21-06-2020 11:10:34,Tbilisi,9VLN,AlienShop,☃️ 0.5g New Columbian COCAINE ☃️,True,3,нет,Тбилиси,0.5 гр,0.0134,9044,3497,309,130,,,,,,,,,,,☃️ 0.5g New Columbian COCAINE ☃️
9,21-06-2020 11:10:34,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,5,нет,Тбилиси,1 гр,0.0061,4174,1614,143,60,True,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
10,21-06-2020 11:10:34,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,3,нет,Тбилиси,1 гр,0.006,4105,1587,140,59,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
11,21-06-2020 11:10:34,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,1,нет,Тбилиси,1 гр,0.006,4105,1587,140,59,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
12,21-06-2020 11:10:34,Tbilisi,JVZTQ,partyshop,1 шишки Girl Scout Cookies тгк thc 28%,,6,нет,Тбилиси,1 гр,0.0061,4174,1614,143,60,,,True,,,,,,,,1 shishki Girl Scout Cookies tgk thc 28%
13,21-06-2020 11:10:34,Tbilisi,9Y6T,WeedShop,Ak - 47 1г,True,2,нет,Тбилиси,1 гр,0.0056,3826,1480,131,55,,,,,,,,,,,Ak - 47 1g
14,21-06-2020 11:10:34,Tbilisi,QVK5,Galiak,Bubba Kush 1G Super strong indica dominant weed 100%шишки!,,4,нет,Тбилиси,1 гр,0.005,3409,1318,116,49,True,,,True,,,,,,,Bubba Kush 1G Super strong indica dominant weed 100%shishki!
15,21-06-2020 11:10:34,Tbilisi,X4ZM,ZYX,NEW ! White Shark ! BUDS ! 1G,,3,нет,Тбилиси,1 гр,0.0046,3131,1211,107,45,,True,,,True,,,,,,NEW ! White Shark ! BUDS ! 1G
16,21-06-2020 11:10:34,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,2,нет,Тбилиси,1 гр,0.0051,3826,1480,131,55,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
17,21-06-2020 11:10:34,Tbilisi,A3I9,Joookerrr,Марки н-боооом!!! 1 шт.,,5,нет,Тбилиси,1 гр,0.0018,1252,484,43,18,True,,,,,,,,,,Marki n-boooom!!! 1 sht.
18,21-06-2020 11:10:34,Tbilisi,9VLN,AlienShop,☃️❄1g. New Columbian COCAINE!!❄☃️,True,1,нет,Тбилиси,1 гр,0.0246,16628,6429,568,239,,,,,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
19,21-06-2020 11:10:34,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,14,нет,Тбилиси,2 гр,0.0122,8279,3201,283,119,,,True,,,,,,,,2 G Hybrid Marijuana Buds
20,21-06-2020 11:10:34,Tbilisi,BB6E,WEEDSH0P,"2 g Super Lemon Haze auto , марихуана BUDS thc 25% если платите с бтк скидка .5%",,1,нет,Тбилиси,2 гр,0.0123,8349,3228,285,120,,,True,,,,,,,,"2 g Super Lemon Haze auto , marihuana BUDS thc 25% esli platite s btk skidka .5%"
21,21-06-2020 11:10:34,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,,5,нет,Тбилиси,2 гр,0.0123,8349,3228,285,120,True,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
22,21-06-2020 11:10:34,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,4,нет,Тбилиси,2 гр,0.009,6122,2367,209,88,,,,,,,,,,,2gr HYBRID buds
23,21-06-2020 11:10:34,Tbilisi,QVK5,Galiak,Bubba Kush 2G Super strong indica dominant weed 100%шишки!,,5,нет,Тбилиси,2 гр,0.009,6122,2367,209,88,,,True,,,,,,,,Bubba Kush 2G Super strong indica dominant weed 100%shishki!
24,21-06-2020 11:10:34,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 2 g,True,3,нет,Тбилиси,2 гр,0.0479,32630,12616,1114,469,,,,,,,,,,,Cocaine Pure VHQ 2 g
25,21-06-2020 11:10:34,Tbilisi,A3I9,Joookerrr,марки н-боом 2 шт.,,4,нет,Тбилиси,2 гр,0.0036,2435,942,83,35,True,,,,,,,,,,marki n-boom 2 sht.
26,21-06-2020 11:10:34,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,2 гр,0.0087,5914,2287,202,85,,,,True,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
27,21-06-2020 11:10:34,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,True,25,нет,Тбилиси,3 гр,0.0089,6053,2340,207,87,,,,,,,,,,,3 gr georgian weed. Package on magnet
28,21-06-2020 11:10:34,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 3 gr Indica dominant Buds,True,11,нет,Тбилиси,3 гр,0.007,4801,1856,164,69,,,,,,True,,,,,AKTsIJa! SUPER TsENA! 3 gr Indica dominant Buds
29,21-06-2020 11:10:34,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,4 гр,0.0143,9740,3766,333,140,,,True,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
30,21-06-2020 11:10:34,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,True,1,нет,Тбилиси,5 гр,0.0132,8975,3470,306,129,,,,,,,,,,,5 gr georgian weed. Package on magnet
31,21-06-2020 11:10:34,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.0223,16697,6456,570,240,,,,,,,,,,,5g. marihuana shishki Critical
32,21-06-2020 11:10:34,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,11,нет,Тбилиси,5 гр,0.018,12175,4708,416,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
33,21-06-2020 11:10:34,Tbilisi,5LZ,ExtraShop,5г. GEO Марихуана бошки,True,2,нет,Тбилиси,5 гр,0.0138,10366,4008,354,149,,,,,,,,,,,5g. GEO Marihuana boshki
34,21-06-2020 11:10:34,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.1171,81400,31473,2780,1170,,,,,,,,,,,VHQ BEST Cocaine 5g.
35,21-06-2020 11:10:34,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 5gr marijuana buds -indica- (КЛАДИ НА МАГНИТАХ),True,10,нет,Тбилиси,5 гр,0.0101,6888,2663,235,99,,,,,,,,,,,AKTsIJa! SUPER TsENA! 5gr marijuana buds -indica- (KLADI NA MAGNITAH)
36,21-06-2020 11:11:22,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0051,3826,1480,131,55,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
37,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,True,10,10,Тбилиси,5 гр,0.0066,4522,1749,154,65,True,,,,,,,,,,marki n-boom 5sht.
38,21-06-2020 11:11:22,Tbilisi,8B31,GEOWEEDSHOP,АКЦИЯ! СУПЕР ЦЕНА! 10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),True,10,нет,Тбилиси,10 гр,0.0203,13845,5353,473,199,,,,,,,,,,,AKTsIJa! SUPER TsENA! 10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
39,21-06-2020 11:11:22,Tbilisi,8B31,GEOWEEDSHOP,"Отходы, листья и шишки. 🍃 Leafs and Buds (Good for making bubble hash)",True,9,нет,Тбилиси,10 гр,0.0097,6540,2529,223,94,,,,,,,,,,,"Othody, list'ja i shishki. 🍃 Leafs and Buds (Good for making bubble hash)"
40,21-06-2020 11:11:22,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,True,4,нет,Тбилиси,11 гр,0.0167,12523,4842,428,180,,,,,,,,,,,11+ GRAMM BEASTWEED NEW
41,21-06-2020 11:11:22,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0464,34786,13450,1188,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
42,21-06-2020 11:11:22,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2061,139145,53800,4751,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
43,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",True,нет,4,Тбилиси,0.5 гр,0.0092,6262,2421,214,90,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
44,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" VHQ (1 штука)",True,нет,9,Тбилиси,1 гр,0.0046,3131,1211,107,45,,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
45,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,10,Тбилиси,2 гр,0.0092,6262,2421,214,90,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
46,21-06-2020 11:11:22,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,4,Тбилиси,2 гр,0.0381,25672,9926,877,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
47,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,10,Тбилиси,2.2 гр,0.0086,5850,2261,200,,,,,,,,75,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
48,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,9,Тбилиси,3 гр,0.0123,8349,3228,285,120,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
49,21-06-2020 11:11:22,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0597,40282,15575,1376,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
50,21-06-2020 11:11:22,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,6,Тбилиси,4 гр,0.0408,27829,10760,950,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
51,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,9,Тбилиси,4 гр,0.0123,8349,3228,285,120,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
52,21-06-2020 11:11:22,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0562,38265,14795,1307,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
53,21-06-2020 11:11:22,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0276,18785,7263,641,270,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
54,21-06-2020 11:11:22,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0286,19480,7532,665,280,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
55,21-06-2020 11:11:22,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0281,19132,7398,653,275,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
56,21-06-2020 11:11:22,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,16697,6456,570,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
57,21-06-2020 11:11:22,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0286,19480,7532,665,280,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
58,21-06-2020 11:11:22,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0276,18785,7263,641,270,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
59,21-06-2020 11:11:22,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0203,15236,5891,520,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
60,21-06-2020 11:11:22,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,10,Тбилиси,5 гр,0.0179,12175,4708,416,175,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
