,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,08-02-2020 13:58:12,Tbilisi,1IZXK,BadboysTbl,Метадон 0.15гр,True,10,нет,Тбилиси,0.15 гр,0.0118,8251,3211,283,130,,,,,,,,,Metadon 0.15gr
1,08-02-2020 13:58:12,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,10,нет,Тбилиси,0.25 гр,0.0163,11425,4446,392,180,,,,,,,,,Metadon VHQ 0.25 24/7
2,08-02-2020 13:58:12,Tbilisi,RM0T,Funtomass,"methadone 0,29 gr",,8,нет,Тбилиси,0.29 гр,0.0209,13329,5187,457,210,True,,,,,,,,"methadone 0,29 gr"
3,08-02-2020 13:58:12,Tbilisi,1IZXK,BadboysTbl,Метадон 0.30гр,True,5,нет,Тбилиси,0.3 гр,0.0163,12060,4693,413,190,,,,,,,,,Metadon 0.30gr
4,08-02-2020 13:58:12,Tbilisi,TI21,Campaari,"A PVP 0,33 VHQ",True,4,нет,Тбилиси,0.33 гр,0.0057,3808,1482,131,60,,,,,,,,,"A PVP 0,33 VHQ"
5,08-02-2020 13:58:12,Tbilisi,Y7587,PVPStore,ALFA PVP in City 0.5g,True,6,нет,Тбилиси,0.5 гр,0.008,5078,1976,174,80,,,,,,,,,ALFA PVP in City 0.5g
6,08-02-2020 13:58:12,Tbilisi,5JG6,BenderMan,"Cocaine, 0.5 g",True,1,нет,Тбилиси,0.5 гр,0.0111,6982,2717,239,110,,,,,,,,,"Cocaine, 0.5 g"
7,08-02-2020 13:58:12,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0103,6665,2594,229,105,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
8,08-02-2020 13:58:12,Tbilisi,5JG6,BenderMan,Ketamine 0.5g,True,11,нет,Тбилиси,0.5 гр,0.006,3808,1482,131,60,,,,,,,,,Ketamine 0.5g
9,08-02-2020 13:58:12,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,3,нет,Тбилиси,0.5 гр,0.0272,19042,7410,653,300,,,,,,,,,Metadon VHQ 0.5 24/7
10,08-02-2020 13:58:12,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,11,нет,Тбилиси,0.5 гр,0.0099,6918,2692,237,109,,,,,,,,,Pure COCAINE VHQ 0.5g
11,08-02-2020 13:58:12,Tbilisi,1IZXK,BadboysTbl,Метадон 0.6гр,True,2,нет,Тбилиси,0.6 гр,0.0281,19676,7657,675,310,,,,,,,,,Metadon 0.6gr
12,08-02-2020 13:58:12,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,11,нет,Тбилиси,0.8 гр,0.012,7617,2964,261,120,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
13,08-02-2020 13:58:12,Tbilisi,7R3WM,RastaShop,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,4,нет,Тбилиси,1 гр,0.0047,2983,1161,102,47,,True,,,,,,,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
14,08-02-2020 13:58:12,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,8,нет,Тбилиси,1 гр,0.012,7617,2964,261,120,,,,,,,,,Apvp VHQ 1g 24/7
15,08-02-2020 13:58:12,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,2,нет,Тбилиси,1 гр,0.0221,13964,5434,479,220,,,,,,,,,"Cocaine, 1g"
16,08-02-2020 13:58:12,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,13,нет,Тбилиси,1 гр,0.0101,6347,2470,218,100,,,,,,,,,Ketamine 1g
17,08-02-2020 13:58:12,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0453,31736,12350,1088,500,,,,,,,,,Metadon VHQ 1 24/7
18,08-02-2020 13:58:12,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.018,11361,4421,390,179,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
19,08-02-2020 13:58:12,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,6,нет,Тбилиси,1 гр,0.0127,8886,3458,305,140,,,,,,,,,NZT-52 mind storm limited 1g muka
20,08-02-2020 13:58:12,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,10,нет,Тбилиси,1 гр,0.018,12631,4915,433,199,,,,,,,,,VHQ BEST Cocaine 1g.
21,08-02-2020 13:58:12,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0143,9521,3705,326,150,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
22,08-02-2020 13:58:12,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0186,11996,4668,411,189,,,,,,,,,Kokain HQ 1g.
23,08-02-2020 13:58:12,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,2,нет,Тбилиси,1 гр,0.0198,12631,4915,433,199,,True,,,,,,,Kokain KOLUMBIA 1g
24,08-02-2020 13:58:12,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0449,28562,11115,979,450,,,,,,,,,"Metadon, 1gr"
25,08-02-2020 13:58:12,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,2 гр,0.007,4443,1729,152,70,,,,,,,,,2x Extasy Duracell 223mg MDMA.
