,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,27-02-2020 14:43:25,Tbilisi,4b4cde4fad,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,1,нет,Тбилиси,0.25 гр,0.0109,6561,2464,224,100.0,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
1,1,27-02-2020 14:43:25,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,True,1,нет,Тбилиси,0.5 гр,0.0098,6495,2439,222,99.0,,,,,,,,,Cocaine Pure VHQ 0.5g
2,2,27-02-2020 14:43:25,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0164,9841,3696,336,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,3,27-02-2020 14:43:25,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,25,нет,Тбилиси,1 гр,0.0048,3149,1183,107,48.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
4,4,27-02-2020 14:43:25,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,29,нет,Тбилиси,1 гр,0.004,2428,912,83,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
5,5,27-02-2020 14:43:25,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,2,нет,Тбилиси,1 гр,0.0093,5577,2094,190,85.0,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
6,6,27-02-2020 14:43:25,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.0189,12466,4682,425,190.0,,,,,,,,,Cocaine Pure VHQ 1g
7,7,27-02-2020 14:43:25,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0243,14434,5421,492,220.0,,,,,,,,,"Cocaine, 1g"
8,8,27-02-2020 14:43:25,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.0209,12400,4657,423,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
9,9,27-02-2020 14:43:25,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0189,11810,4435,403,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
10,10,27-02-2020 14:43:25,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0207,12400,4657,423,189.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
11,11,27-02-2020 14:43:25,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,2 гр,0.0087,5183,1947,177,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
12,12,27-02-2020 14:43:25,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0442,26244,9856,895,400.0,,,,,,,,,"Cocaine, 2 g"
13,13,27-02-2020 14:43:25,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0374,22635,8501,772,345.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
14,14,27-02-2020 14:43:25,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.0199,11810,4435,403,180.0,,,,,,,,,Ketamine 2 g
15,15,27-02-2020 14:43:25,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,5,нет,Тбилиси,2 гр,0.0077,4593,1725,157,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
16,16,27-02-2020 14:43:25,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0382,22898,8599,781,349.0,,True,,,,,,,Kokain KOLUMBIA 2g
