,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,28-02-2020 13:07:29,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,7,нет,Тбилиси,0.5 гр,0.0118,7151,2686,244,109,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
1,28-02-2020 13:07:29,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",True,2,нет,Тбилиси,0.5 гр,0.0107,6495,2439,221,99,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
2,28-02-2020 13:07:29,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,4,нет,Тбилиси,0.8 гр,0.0161,9841,3696,335,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,28-02-2020 13:07:29,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,1 гр,0.0047,3149,1183,107,48,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
4,28-02-2020 13:07:29,Tbilisi,ABOAB,ProGrow,1G -- ФОТО РАБОТАЕТ -> Sativa,,13,нет,Тбилиси,1 гр,0.0039,2428,912,83,37,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
5,28-02-2020 13:07:29,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.0214,12991,4879,442,198,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
6,28-02-2020 13:07:29,Tbilisi,X4ZM,ZYX,Afghan HQ buds ! NEW ! 1G Фото на хостинге!,True,1,нет,Тбилиси,1 гр,0.005,3084,1158,105,47,,,,,,,,,Afghan HQ buds ! NEW ! 1G Foto na hostinge!
7,28-02-2020 13:07:29,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0185,12466,4682,424,190,,,,,,,,,Cocaine Pure VHQ 1g
8,28-02-2020 13:07:29,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! BUDS ! 1G Фото на хостинге!,True,1,нет,Тбилиси,1 гр,0.0048,2952,1109,101,45,,,,,,,,,NEW ! Super Critical ! NEW ! BUDS ! 1G Foto na hostinge!
9,28-02-2020 13:07:29,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G Фото на хостинге!,True,1,нет,Тбилиси,1 гр,0.0048,2952,1109,101,45,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G Foto na hostinge!
10,28-02-2020 13:07:29,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.0204,12400,4657,422,189,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
11,28-02-2020 13:07:29,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0185,11810,4435,402,180,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
12,28-02-2020 13:07:29,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,2 гр,0.0083,5577,2094,190,85,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
13,28-02-2020 13:07:29,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0389,23620,8870,804,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
14,28-02-2020 13:07:29,Tbilisi,5JG6,BenderMan,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0432,26244,9856,894,400,,,,,,,,,"Cocaine, 2 g"
15,28-02-2020 13:07:29,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,True,3,нет,Тбилиси,2 гр,0.0339,20995,7885,715,320,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
16,28-02-2020 13:07:29,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0076,4593,1725,156,70,,,,,,,,,"LSD - 250 ug, 2 pieces"
17,28-02-2020 13:07:29,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0374,22898,8599,780,349,,True,,,,,,,Kokain KOLUMBIA 2g
18,28-02-2020 13:07:29,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0225,13778,5174,469,210,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
19,28-02-2020 13:07:29,Tbilisi,X4ZM,ZYX,NEW ! Easy Bud ! 3g,True,2,нет,Тбилиси,3 гр,0.0086,5249,1971,179,80,,,,,,,,,NEW ! Easy Bud ! 3g
20,28-02-2020 13:07:29,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0167,10104,3795,344,154,,,,,,,,,NEW !!! 5G White Widow !!! NEW
21,28-02-2020 13:07:29,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0216,13778,5174,469,210,,,,,,,,,gashish evro 5g
22,28-02-2020 13:07:29,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,2,нет,Тбилиси,5 гр,0.0278,17715,6653,603,270,,,,,,,,,🍃 5gr GAShISh 🍃
23,28-02-2020 13:07:29,Tbilisi,0WE,Khachapuri,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0337,21494,8133,732,,,,300,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
24,28-02-2020 13:07:29,Tbilisi,0WE,Khachapuri,10 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,10 гр,0.0337,21494,8133,732,,,,300,,,,,,10 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
25,28-02-2020 13:07:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0286,17518,6579,596,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
26,28-02-2020 13:07:29,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0324,19683,7392,670,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
27,28-02-2020 13:07:29,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,1,нет,Тбилиси,10 гр,0.0247,15746,5914,536,240,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
28,28-02-2020 13:07:29,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0411,26244,9856,894,400,,,,,,,,,gashish evro 10g
29,28-02-2020 13:07:29,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,5,нет,Тбилиси,10 гр,0.0093,6233,2341,212,95,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
30,28-02-2020 13:07:29,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,2,нет,Тбилиси,20 гр,0.0463,29524,11088,1005,450,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
31,28-02-2020 13:07:29,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0799,50979,19145,1736,777,,,,,,,,,Gashish Evro 20gr
32,28-02-2020 13:07:29,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,3,Тбилиси,0.27 гр,0.0246,14893,5593,507,227,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
33,28-02-2020 13:07:29,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0325,19683,7392,670,300,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
34,28-02-2020 13:07:29,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 0.5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,0.5 гр,0.0054,3280,1232,112,50,,,,,,,,,MARIXYANA - 0.5 G. (SHISHKI) (SALE)
35,28-02-2020 13:08:37,Tbilisi,TDSHF,THC,Hybrid Gagarin.(THC 30%) 1g.,True,нет,1,Тбилиси,1 гр,0.0046,2952,1106,101,45,,,,,,,,,Hybrid Gagarin.(THC 30%) 1g.
36,28-02-2020 13:08:37,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,1,5,Тбилиси,1 гр,0.0651,39366,14742,1340,600,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
37,28-02-2020 13:08:37,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.3g,True,нет,2,Тбилиси,1.3 гр,0.059,36085,13514,1229,550,,,,,,,,,Methadone HQ in city 1.3g
38,28-02-2020 13:08:37,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0179,10957,4103,373,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
39,28-02-2020 13:08:37,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,4,Тбилиси,2 гр,0.0174,11822,4460,403,,,,165,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
40,28-02-2020 13:08:37,Tbilisi,OX85,amnesia420,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,2,Тбилиси,3 гр,0.0107,7217,2703,246,110,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
41,28-02-2020 13:08:37,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,5,Тбилиси,3 гр,0.064,38710,14496,1318,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,28-02-2020 13:08:37,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0184,12400,4644,422,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
43,28-02-2020 13:08:37,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.0429,26244,9828,894,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
