,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,16-03-2020 05:35:44,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,1 гр,0.0076,3659,1345,117,50.0,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
11,11,16-03-2020 05:35:44,Tbilisi,4a91350669,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,3,нет,Тбилиси,1 гр,0.0084,3659,1345,117,50.0,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
12,12,16-03-2020 05:35:44,Tbilisi,64284550d9,1G ---> ONLY BUDS,True,11,нет,Тбилиси,1 гр,0.0064,2854,1049,91,39.0,,,,,,,,,,,1G ---> ONLY BUDS
13,13,16-03-2020 05:35:44,Tbilisi,8ddca45a78,1g NORTHERN LIGHTS Indica THC 20% / BTC -5% sale,True,4,нет,Тбилиси,1 гр,0.0065,2928,1076,94,40.0,,,,,,,,,,,1g NORTHERN LIGHTS Indica THC 20% / BTC -5% sale
14,14,16-03-2020 05:35:44,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,1 гр,0.0143,6221,2286,199,85.0,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
15,15,16-03-2020 05:35:44,Tbilisi,366326d4d6,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,1 гр,0.0336,14491,5324,463,198.0,,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
16,16,16-03-2020 05:35:44,Tbilisi,7c395c455d,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,8,нет,Тбилиси,1 гр,0.0135,5855,2151,187,80.0,,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
17,17,16-03-2020 05:35:44,Tbilisi,22610cd7c4,Amsterdam weed sativa 1гр,True,7,нет,Тбилиси,1 гр,0.0077,3367,1237,108,46.0,,,,,,,,,,,Amsterdam weed sativa 1gr
18,18,16-03-2020 05:35:44,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,6,нет,Тбилиси,1 гр,0.0289,13101,4813,419,179.0,,,,,,,,,,,Cocaine Pure VHQ 1g
19,19,16-03-2020 05:35:44,Tbilisi,99accec7c7,MDMA 1gr лучший товар на площадке!,,4,нет,Тбилиси,1 гр,0.0185,8051,2958,257,110.0,True,,,,,,,,,,MDMA 1gr luchshij tovar na ploschadke!
20,20,16-03-2020 05:35:44,Tbilisi,ae784bef73,NEW ! Afghan HQ buds ! NEW ! 1G,True,5,нет,Тбилиси,1 гр,0.0084,3659,1345,117,50.0,,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 1G
21,21,16-03-2020 05:35:44,Tbilisi,ae784bef73,NEW ! Super Skunk ! NEW ! BUDS ! 1G,True,3,нет,Тбилиси,1 гр,0.0081,3513,1291,112,48.0,,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
22,22,16-03-2020 05:35:44,Tbilisi,edfbad0151,THC Snow Buds Only 1G (THC 23+%),True,6,нет,Тбилиси,1 гр,0.006999999999999999,3074,1129,98,42.0,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
23,23,16-03-2020 05:35:44,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,2,нет,Тбилиси,1 гр,0.0321,14564,5351,466,199.0,,,,,,,,,,,VHQ BEST Cocaine 1g.
24,24,16-03-2020 05:35:44,Tbilisi,99accec7c7,cocaine 1gr СУПЕР COCA!!!,,6,нет,Тбилиси,1 гр,0.0306,14638,5378,468,200.0,True,,,,,,,,,,cocaine 1gr SUPER COCA!!!
25,25,16-03-2020 05:35:44,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0315,13833,5082,442,189.0,,,,,,,,,,,Kokain HQ 1g.
26,26,16-03-2020 05:35:44,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1376,65869,24201,2106,900.0,,,,,,,,,,,Metadon 1gr
27,27,16-03-2020 05:35:44,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,7,нет,Тбилиси,1 гр,0.0031,1464,538,47,20.0,,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
28,28,16-03-2020 05:35:44,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,14,нет,Тбилиси,2 гр,0.0138,6587,2420,211,90.0,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
29,29,16-03-2020 05:35:44,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0611,26348,9680,842,360.0,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
30,30,16-03-2020 05:35:44,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0611,27738,10191,887,379.0,,,,,,,,,,,Kokain HQ 2g.
31,31,16-03-2020 05:35:44,Tbilisi,7ee4f68218,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.0451,20465,7488,654,,,,250.0,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
32,32,16-03-2020 05:35:44,Tbilisi,64284550d9,3G ---> Plan,,1,нет,Тбилиси,3 гр,0.0066,2854,1049,91,39.0,True,,,,,,,,,,3G ---> Plan
33,33,16-03-2020 05:35:44,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0178,7685,2823,246,105.0,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
34,34,16-03-2020 05:36:44,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0489,23420,8605,749,320.0,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
35,35,16-03-2020 05:36:44,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0499,21956,8067,702,300.0,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
36,36,16-03-2020 05:36:44,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0632,28651,10483,915,,,,350.0,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
37,37,16-03-2020 05:36:44,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0297,12808,4706,410,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
38,38,16-03-2020 05:36:44,Tbilisi,be97026d1d,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1323,57599,21162,1842,787.0,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
39,39,16-03-2020 05:36:44,Tbilisi,0fa6c5b020,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.026000000000000002,12442,4571,398,170.0,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
40,40,16-03-2020 05:36:44,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.0099,4757,1748,152,65.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
41,41,16-03-2020 05:36:44,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0657,28909,10622,924,395.0,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
42,42,16-03-2020 05:36:44,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0614,26714,9815,854,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
43,43,16-03-2020 05:36:44,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,2,нет,Тбилиси,10 гр,0.0449,19541,7180,625,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
44,44,16-03-2020 05:36:44,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0151,7246,2662,232,99.0,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
45,45,16-03-2020 05:36:44,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0645,29275,10756,936,400.0,,,,,,,,,,,gashish evro 10g
46,46,16-03-2020 05:36:44,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.1337,58185,21378,1860,795.0,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
47,47,16-03-2020 05:36:44,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,15,5,Тбилиси,0.27 гр,0.0458,19761,7260,632,270.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
48,48,16-03-2020 05:36:44,Tbilisi,2dbb5960b9,Methadone HQ in city 0.35g,True,нет,4,Тбилиси,0.35 гр,0.0387,16833,6185,538,230.0,,,,,,,,,,,Methadone HQ in city 0.35g
49,49,16-03-2020 05:36:44,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,3,Тбилиси,0.75 гр,0.0622,27080,9949,866,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
50,50,16-03-2020 05:36:44,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.1189,51232,18823,1638,700.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
51,51,16-03-2020 05:36:44,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,2,Тбилиси,1.4 гр,0.1177,51232,18823,1638,700.0,,,,,,,,,,,Methadone HQ in city 1.4g
52,52,16-03-2020 05:36:44,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.1002,43181,15865,1381,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
53,53,16-03-2020 05:36:44,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0673,29275,10756,936,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
54,54,16-03-2020 05:36:44,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0925,40254,14790,1287,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
55,55,16-03-2020 05:36:44,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0262,11417,4195,365,156.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
56,56,16-03-2020 05:36:44,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0335,14564,5351,466,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
57,57,16-03-2020 05:36:44,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0269,11710,4302,374,160.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
58,58,16-03-2020 05:36:44,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0335,14564,5351,466,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
59,59,16-03-2020 05:36:44,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0335,14564,5351,466,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
60,60,16-03-2020 05:36:44,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0244,10612,3899,339,145.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
61,61,16-03-2020 05:36:44,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0335,16028,5889,513,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
62,62,16-03-2020 05:36:44,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0509,21956,8067,702,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
63,63,16-03-2020 05:36:44,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0252,10978,4034,351,150.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
64,64,16-03-2020 05:36:44,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0306,14638,5378,468,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
65,65,16-03-2020 05:36:44,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3968,190000,87429,6072,,,,,,,,,,,,reagent 25i nbome. 5gr
66,66,16-03-2020 05:37:24,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3973,190000,87429,6072,,,,,,,,,,,,reagent 25i nbome. 5gr
67,67,16-03-2020 05:37:24,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4591,219565,80670,7021,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
68,68,16-03-2020 05:37:24,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1461,62869,23099,2010,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
69,69,16-03-2020 05:37:24,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0315,13540,4975,433,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
70,70,16-03-2020 05:37:24,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0831,35789,13149,1144,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
71,71,16-03-2020 05:37:24,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0559,24079,8847,770,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
72,72,16-03-2020 05:37:24,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1515,65869,24201,2106,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
73,73,16-03-2020 05:37:24,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1178,51232,18823,1638,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
74,74,16-03-2020 05:37:24,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0672,29202,10729,934,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
75,75,16-03-2020 05:37:24,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0595,25616,9412,819,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
76,76,16-03-2020 05:37:24,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1347,58551,21512,1872,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
77,77,16-03-2020 05:37:24,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3746,162844,59830,5207,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
78,78,16-03-2020 05:37:24,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2464,106050,38964,3391,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
79,79,16-03-2020 05:37:24,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0627,27006,9922,864,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
80,80,16-03-2020 05:37:24,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0508,21883,8040,700,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
81,81,16-03-2020 05:37:24,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.1018,43840,16107,1402,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
82,82,16-03-2020 05:37:24,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1836,87826,32268,2808,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
83,83,16-03-2020 05:37:24,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3367,146376,53780,4680,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
84,84,16-03-2020 05:37:24,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3401,146376,53780,4680,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
85,85,16-03-2020 05:37:24,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4209,182971,67225,5851,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
86,86,16-03-2020 05:37:24,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.255,109782,40335,3510,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
87,87,16-03-2020 05:37:24,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7744,336666,123694,10765,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
88,88,16-03-2020 05:37:24,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2626,548912,201675,17552,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
89,89,16-03-2020 05:37:24,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.4309,622100,228565,19892,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
90,90,16-03-2020 05:37:24,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0306,14638,5378,468,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
91,91,16-03-2020 05:37:24,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.023,10978,4034,351,150.0,,,,,,,,,,,Rabota na marki (kur'er)
92,92,16-03-2020 05:37:24,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0337,14638,5378,468,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
93,93,16-03-2020 05:37:24,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0421,18297,6723,585,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
94,94,16-03-2020 05:37:24,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.5481,1097823,403350,35103,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
95,95,16-03-2020 05:38:41,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2522,109782,40335,3510,1500.0,,,,,,,,True,,,Skunk! 50 gr.
96,96,16-03-2020 05:38:41,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0306,14638,5378,468,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
97,97,16-03-2020 05:38:41,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3396,146376,53780,4680,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
98,98,16-03-2020 05:38:41,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2547,109782,40335,3510,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
99,99,16-03-2020 05:38:41,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0153,7319,2689,234,100.0,,,,,,,,True,,,kur'er v Batumi
100,100,16-03-2020 05:38:41,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0382,18297,6723,585,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
101,101,16-03-2020 05:38:41,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0229,10978,4034,351,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
102,102,16-03-2020 05:38:41,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0382,18297,6723,585,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
103,103,16-03-2020 05:38:41,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5448,1097823,403350,35103,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
104,104,16-03-2020 05:38:41,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0841,36594,13445,1170,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
