,time_stamp,region,sell_code,sell_name,description,Nadzaladevi,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Saburtalo,Vazisubani,Gldani,Varketili,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
19,06-07-2020 12:59:15,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,,1,нет,Тбилиси,3 гр,0.0091,6134,2371,211,,,87,,,,True,,,,,,3 gr georgian weed. Package on magnet
20,06-07-2020 12:59:15,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,16,нет,Тбилиси,3 гр,0.0058,3878,1499,133,,True,55,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
21,06-07-2020 12:59:15,Tbilisi,7U9YP,ChitosPizz,Weed Сорт Purple 3гр,,1,нет,Тбилиси,3 гр,0.008,5922,2289,203,,True,84,,,,,,,,,,Weed Sort Purple 3gr
22,06-07-2020 12:59:15,Tbilisi,8B31,GEOWEEDSHOP,5gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,14,нет,Тбилиси,5 гр,0.0073,4865,1880,167,,True,69,,,,,,,,,,5gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
23,06-07-2020 12:59:15,Tbilisi,5LZ,ExtraShop,5г. GEO Марихуана бошки,,6,нет,Тбилиси,5 гр,0.0141,10504,4060,361,,True,149,,,,,,,,,,5g. GEO Marihuana boshki
24,06-07-2020 12:59:15,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",,2,нет,Тбилиси,5 гр,0.0227,16920,6540,581,,,240,,,,,True,,,,,"Hindu Kush (photoperiod, regular) 5gr"
25,06-07-2020 12:59:15,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,3,нет,Тбилиси,5 гр,0.0261,17625,6813,605,,,250,True,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
26,06-07-2020 12:59:15,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,,2,нет,Тбилиси,10 гр,0.0249,16849,6513,579,,True,239,,,,,,,,,,10 gr georgian weed. Package on magnet
27,06-07-2020 12:59:15,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,6,нет,Тбилиси,10 гр,0.0136,9094,3515,312,,True,129,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
28,06-07-2020 12:59:15,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,2,нет,Тбилиси,10 гр,0.0455,31725,12263,1090,,True,450,,,,,,,,,,Gashish Evro 10gr
29,06-07-2020 12:59:15,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,,1,нет,Тбилиси,11 гр,0.0171,12690,4905,436,,True,180,,,,,,,,,,11+ GRAMM BEASTWEED NEW
30,06-07-2020 12:59:15,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0474,35250,13625,1211,,True,500,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
31,06-07-2020 12:59:15,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,,8,нет,Тбилиси,15 гр,0.0068,4583,1771,157,,True,65,,,,,,,,,,Silver haze leaves list'ja 15gr sale
32,06-07-2020 12:59:15,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2104,141000,54500,4843,,True,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
33,06-07-2020 12:59:15,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,1,Тбилиси,2 гр,0.0525,35179,13598,1208,,True,499,,,,,,,,,,❄❄2g HQ COCAINE❄❄
34,06-07-2020 12:59:15,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,5,Тбилиси,4 гр,0.0417,28200,10900,969,,True,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
35,06-07-2020 13:00:49,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,1,Тбилиси,2 гр,0.0526,35179,13598,1208,,True,499,,,,,,,,,,❄❄2g HQ COCAINE❄❄
36,06-07-2020 13:00:49,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,5,Тбилиси,4 гр,0.0418,28200,10900,969,,True,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
37,06-07-2020 13:00:49,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0261,17625,6813,605,,True,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
38,06-07-2020 13:00:49,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0574,38775,14988,1332,,True,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
39,06-07-2020 13:00:49,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0282,19035,7358,654,,True,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
40,06-07-2020 13:00:49,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0292,19740,7630,678,,True,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
41,06-07-2020 13:00:49,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0287,19387,7494,666,,True,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
42,06-07-2020 13:00:49,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0251,16920,6540,581,,True,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
43,06-07-2020 13:00:49,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0292,19740,7630,678,,True,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
44,06-07-2020 13:00:49,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0282,19035,7358,654,,True,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
45,06-07-2020 13:00:49,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0208,15439,5968,530,,True,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
46,06-07-2020 13:00:49,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0282,19035,7358,654,,True,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
47,06-07-2020 13:00:49,Tbilisi,6P9R,RickNMorty,VHQ MDMA Champagne Imported 5G A+++,,нет,5,Тбилиси,5 гр,0.0522,35250,13625,1211,,True,500,,,,,,,,,,VHQ MDMA Champagne Imported 5G A+++
48,06-07-2020 13:00:49,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2558,190000,87429,6528,,True,,,,,,,,,,,reagent 25i nbome. 5gr
49,06-07-2020 13:00:49,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2848,211500,81750,7264,,,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
50,06-07-2020 13:00:49,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.094,63450,24525,2179,,True,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,06-07-2020 13:00:49,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0574,38775,14988,1332,,True,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
52,06-07-2020 13:00:49,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0731,49350,19075,1695,,True,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,06-07-2020 13:00:49,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0439,29610,11445,1017,,True,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,06-07-2020 13:00:49,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0835,56400,21800,1937,,True,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,06-07-2020 13:00:49,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2323,156862,60631,5388,,True,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
56,06-07-2020 13:00:49,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0462,30896,11973,1065,390,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
57,06-07-2020 13:00:49,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2506,169200,65400,5811,,True,2400,,,,,,,,,,100 gr marijuana buds
58,06-07-2020 13:00:49,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2611,176250,68125,6054,,True,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
59,06-07-2020 13:00:49,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6161,415949,160775,14286,,True,5900,,,,,,,,,,180 gr marihuana persoalno
60,06-07-2020 13:00:49,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8876,599249,231625,20582,,True,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
61,06-07-2020 13:00:49,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.019,14100,5450,484,,True,200,,,,,,,,,,KURYER..500RUB.+BONUS
62,06-07-2020 13:00:49,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0261,17625,6813,605,,True,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
63,06-07-2020 13:00:49,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0209,14100,5450,484,,True,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
64,06-07-2020 13:00:49,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0261,17625,6813,605,,True,250,,,,,,,,,,Rabota na marki (kur'er)
65,06-07-2020 13:00:49,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5806,1057499,408750,36321,,True,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
66,06-07-2020 13:03:15,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,8,нет,Батуми,2 гр,0.005,3384,1308,116,,,48,,,,,,,,True,,Melkie shishki (Indica) 2g
67,06-07-2020 13:03:15,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️",,1,нет,Батуми,2 гр,0.0118,7922,3070,273,100,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️"
68,06-07-2020 13:03:15,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,нет,9,Батуми,0.25 гр,0.0264,17625,6813,605,,,250,,,,,,,,True,,METADON - 0.25 - SALE
69,06-07-2020 13:03:15,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0462,30896,11973,1065,390,,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
70,06-07-2020 13:03:15,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,4,Батуми,11 гр,0.0497,33273,12894,1147,420,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
71,06-07-2020 13:03:15,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1674,112990,51992,3882,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
72,06-07-2020 13:03:15,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.265,178900,82321,6147,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
73,06-07-2020 13:03:15,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7050,2725,242,,,100,,,,,,,,True,,kur'er v Batumi
74,06-07-2020 13:03:15,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,17625,6813,605,,,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
75,06-07-2020 13:03:15,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,17625,6813,605,,,250,,,,,,,,True,,Ischu kur'era v Gruzii!
76,06-07-2020 13:03:15,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0209,14100,5450,484,,,200,,,,,,,,True,,Kur'er Batumi na marihuanu
77,06-07-2020 13:03:15,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5806,1057499,408750,36321,,,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
78,06-07-2020 13:03:15,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0522,35250,13625,1211,,,500,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
