,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,Saburtalo,$,Didube,Gldani,Vake,Old Tbilisi (Старый город),Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
88,13-07-2020 07:38:58,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,3,Батуми,1 гр,0.0368,24883,9517,850,310,,,,,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
89,13-07-2020 07:38:58,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0522,35318,13508,1207,440,,,,,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
90,13-07-2020 07:38:58,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0463,31305,11973,1070,390,,,,,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
91,13-07-2020 07:38:58,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0474,32027,12249,1095,399,,,,,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
92,13-07-2020 07:38:58,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1656,112990,51992,3855,,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
93,13-07-2020 07:38:58,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2622,178900,82321,6104,,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
94,13-07-2020 07:38:58,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7123,2725,243,,,,100,,,,,,,True,,,kur'er v Batumi
95,13-07-2020 07:38:58,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0237,17807,6813,608,,,,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
96,13-07-2020 07:38:58,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0237,17807,6813,608,,,,250,,,,,,,True,,,Ischu kur'era v Gruzii!
97,13-07-2020 07:38:58,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0209,14246,5450,486,,,,200,,,,,,,True,,,Kur'er Batumi na marihuanu
98,13-07-2020 07:38:58,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.58,1068447,408750,36450,,,,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
99,13-07-2020 07:38:58,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0522,35615,13625,1215,,,,500,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,13-07-2020 07:40:24,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4405,300590,114995,10255,,,,4220,,,,,,,,,True,CUSTOM Shishki 230g 3in1
