,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Vake,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
0,0,30-03-2020 02:54:39,Tbilisi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,True,4,нет,Тбилиси,0.25 гр,0.0285,14769,5415,489,190.0,,,,,,,,,,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
1,1,30-03-2020 02:54:39,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,,2,нет,Тбилиси,0.5 гр,0.0144,7696,2822,255,99.0,True,,,,,,,,,,,Cocaine Pure VHQ 0.5g
2,2,30-03-2020 02:54:39,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,,1,нет,Тбилиси,0.5 гр,0.0174,9328,3420,309,120.0,True,,,,,,,,,,,Pure COCAINE VHQ 0.5g
3,3,30-03-2020 02:54:39,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 грамм",,1,нет,Тбилиси,0.7 гр,0.0131,7385,2708,245,95.0,True,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gramm"
4,4,30-03-2020 02:54:39,Tbilisi,edfbad0151,!NEW! PineApple Express Auto !NEW! (B.F) Buds Only 1G (THC 24+%),,12,нет,Тбилиси,1 гр,0.0065,3343,1226,111,43.0,True,,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F) Buds Only 1G (THC 24+%)
5,5,30-03-2020 02:54:39,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,16,нет,Тбилиси,1 гр,0.0083,4664,1710,155,60.0,True,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
6,6,30-03-2020 02:54:39,Tbilisi,4a91350669,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,4,нет,Тбилиси,1 гр,0.0076,3887,1425,129,50.0,True,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
7,7,30-03-2020 02:54:39,Tbilisi,e56bb6ca93,1 gr auto ULTIMATE.Dutch Passion strain. 50% indica 50% sativa.,True,5,нет,Тбилиси,1 гр,0.0062,3187,1169,106,41.0,,,,,,,,,,,,1 gr auto ULTIMATE.Dutch Passion strain. 50% indica 50% sativa.
8,8,30-03-2020 02:54:39,Tbilisi,4659482266,1 г.Super Skunk top class buds! Indica,,1,нет,Тбилиси,1 гр,0.0066,3343,1226,111,43.0,,True,,,,,,,,,,1 g.Super Skunk top class buds! Indica
9,9,30-03-2020 02:54:39,Tbilisi,7c395c455d,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,13,нет,Тбилиси,1 гр,0.0058,2954,1083,98,38.0,True,,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
10,10,30-03-2020 02:54:39,Tbilisi,0dec0e1c48,1gr Six Shooter buds. HQ 420 strain,True,1,нет,Тбилиси,1 гр,0.0059,3032,1112,100,39.0,,,,,,,,,,,,1gr Six Shooter buds. HQ 420 strain
11,11,30-03-2020 02:54:39,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,,3,нет,Тбилиси,1 гр,0.0275,14691,5387,487,189.0,True,,,,,,,,,,,Cocaine Pure VHQ 1g
12,12,30-03-2020 02:54:39,Tbilisi,ba95863126,Hybrid Ana-sha 1G.,,7,нет,Тбилиси,1 гр,0.0056,3187,1169,106,41.0,True,,,,,,,,,,,Hybrid Ana-sha 1G.
13,13,30-03-2020 02:54:39,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,,2,нет,Тбилиси,1 гр,0.0833,42753,15675,1416,550.0,True,,,,,,,,,,,Metadon VHQ 1 24/7
14,14,30-03-2020 02:54:39,Tbilisi,22610cd7c4,"NEW PRODUCT,,💣💣💣 Amsterdam weed sativa 1гр",,11,нет,Тбилиси,1 гр,0.0065,3343,1226,111,43.0,True,,,,,,,,,,,"NEW PRODUCT,,💣💣💣 Amsterdam weed sativa 1gr"
15,15,30-03-2020 02:54:39,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,,1,нет,Тбилиси,1 гр,0.0298,15935,5843,528,205.0,True,,,,,,,,,,,VHQ BEST Cocaine 1g.
16,16,30-03-2020 02:54:39,Tbilisi,99accec7c7,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),True,9,нет,Тбилиси,1 гр,0.0227,11660,4275,386,150.0,,,,,,,,,,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
17,17,30-03-2020 02:54:39,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,2,нет,Тбилиси,1 гр,0.0271,13914,5102,461,179.0,,,True,,,,,,,,,Kokain KOLUMBIA 1g
18,18,30-03-2020 02:54:39,Tbilisi,61df6a1c90,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.124,69959,25650,2318,900.0,True,,,,,,,,,,,Metadon 1gr
19,19,30-03-2020 02:54:39,Tbilisi,edfbad0151,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%),,2,нет,Тбилиси,2 гр,0.0121,6219,2280,206,80.0,True,,,,,,,,,,,!NEW! PineApple Express Auto !NEW! (B.F)Buds Only 2G (THC 24+%)
20,20,30-03-2020 02:54:39,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,,5,нет,Тбилиси,2 гр,0.0114,5830,2138,193,75.0,True,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
21,21,30-03-2020 02:54:39,Tbilisi,7c395c455d,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,3,нет,Тбилиси,2 гр,0.0105,5364,1967,178,69.0,True,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
22,22,30-03-2020 02:54:39,Tbilisi,bb1791277e,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,6,нет,Тбилиси,2 гр,0.0105,5364,1967,178,69.0,True,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
23,23,30-03-2020 02:54:39,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,,8,нет,Тбилиси,2 гр,0.0105,5364,1967,178,69.0,True,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
24,24,30-03-2020 02:54:39,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,2 гр,0.0107,5441,1995,180,70.0,True,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
25,25,30-03-2020 02:54:39,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,,2,нет,Тбилиси,2 гр,0.0496,27984,10260,927,360.0,True,,,,,,,,,,,Cocaine Pure VHQ 2 g
26,26,30-03-2020 02:54:39,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,,3,нет,Тбилиси,2 гр,0.0565,31870,11685,1056,410.0,True,,,,,,,,,,,VHQ BEST Cocaine 2g.
27,27,30-03-2020 02:54:39,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!! (в упаковке одна бумага которую вы можете сами ножницей поднлить так как вы считайте нужным! или же если вы старец и имейте большой опыт можно целую,,4,нет,Тбилиси,2 гр,0.0048,2721,998,90,35.0,True,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!! (v upakovke odna bumaga kotoruju vy mozhete sami nozhnitsej podnlit' tak kak vy schitajte nuzhnym! ili zhe esli vy starets i imejte bol'shoj opyt mozhno tseluju
28,28,30-03-2020 02:54:39,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,2 гр,0.0048,2721,998,90,35.0,True,,,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
29,29,30-03-2020 02:54:39,Tbilisi,4be7861731,metadon hydrochloride 4г,True,3,нет,Тбилиси,4 гр,0.0083,4275,1568,142,55.0,,,,,,,,,,,,metadon hydrochloride 4g
30,30,30-03-2020 02:54:39,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,,1,нет,Тбилиси,5 гр,0.0237,12049,4418,399,155.0,True,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
31,31,30-03-2020 02:54:39,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0441,24874,9120,824,320.0,True,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
32,32,30-03-2020 02:54:39,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.045,23320,8550,773,300.0,True,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
33,33,30-03-2020 02:54:39,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,2,нет,Тбилиси,5 гр,0.025,12826,4703,425,165.0,True,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
34,34,30-03-2020 02:55:05,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0369,19720,7303,653,,True,,,230.0,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
35,35,30-03-2020 02:55:05,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,7,нет,Тбилиси,5 гр,0.0268,13603,4988,451,175.0,True,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
36,36,30-03-2020 02:55:05,Tbilisi,eb7e03535b,Cocaine Pure VHQ 5g.,,1,нет,Тбилиси,5 гр,0.1101,62108,22772,2058,799.0,True,,,,,,,,,,,Cocaine Pure VHQ 5g.
37,37,30-03-2020 02:55:05,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,,1,нет,Тбилиси,5 гр,0.1184,66772,24482,2212,859.0,True,,,,,,,,,,,VHQ BEST Cocaine 5g.
38,38,30-03-2020 02:55:05,Tbilisi,0dec0e1c48,10 gr georgian weed. Wholesale,True,1,нет,Тбилиси,10 гр,0.0302,15469,5672,513,199.0,,,,,,,,,,,,10 gr georgian weed. Wholesale
39,39,30-03-2020 02:55:05,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,True,2,нет,Тбилиси,10 гр,0.0362,18578,6812,616,239.0,,,,,,,,,,,,10 gr marijuana buds. -indica-
40,40,30-03-2020 02:55:05,Tbilisi,64284550d9,10G ---> ONLY BUDS,,1,нет,Тбилиси,10 гр,0.0318,16324,5985,541,210.0,True,,,,,,,,,,,10G ---> ONLY BUDS
41,41,30-03-2020 02:55:05,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",True,1,нет,Тбилиси,10 гр,0.0605,31015,11372,1028,399.0,,,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
42,42,30-03-2020 02:55:05,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0553,28372,10403,940,365.0,,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
43,43,30-03-2020 02:55:05,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0405,20755,7610,688,267.0,True,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
44,44,30-03-2020 02:55:05,Tbilisi,c225d2f67d,гашиш евро 10г,,1,нет,Тбилиси,10 гр,0.0582,31093,11400,1030,400.0,True,,,,,,,,,,,gashish evro 10g
45,45,30-03-2020 02:55:05,Tbilisi,be97026d1d,MDMA from Europe!!! 25g SALE!!!,,1,нет,Тбилиси,25 гр,0.1893,97088,35597,3217,1249.0,,,,,,True,,,,,,MDMA from Europe!!! 25g SALE!!!
46,46,30-03-2020 02:55:05,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2756,155465,57000,5151,2000.0,True,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
47,47,30-03-2020 02:55:05,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0551,31093,11400,1030,400.0,,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
48,48,30-03-2020 02:55:05,Tbilisi,f8a875c191,0.25G - METADON - VHQ,,нет,4,Тбилиси,0.25 гр,0.0268,13603,4988,451,175.0,True,,,,,,,,,,,0.25G - METADON - VHQ
49,49,30-03-2020 02:55:05,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,,1,2,Тбилиси,2 гр,0.0306,15547,5700,515,200.0,True,,,,,,,,,,,✨✨2gram. MDMA✨✨
50,50,30-03-2020 02:55:05,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,4,Тбилиси,2 гр,0.0565,28683,10517,950,369.0,True,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
51,51,30-03-2020 02:55:05,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0903,45862,16815,1519,590.0,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
52,52,30-03-2020 02:55:05,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0606,31093,11400,1030,400.0,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
53,53,30-03-2020 02:55:05,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0243,12437,4560,412,160.0,True,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
54,54,30-03-2020 02:55:05,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0834,42753,15675,1416,550.0,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
55,55,30-03-2020 02:55:05,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0256,13137,4817,435,169.0,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
56,56,30-03-2020 02:55:05,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,9,Тбилиси,5 гр,0.0258,13215,4845,438,170.0,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
57,57,30-03-2020 02:55:05,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0302,15469,5672,513,199.0,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
58,58,30-03-2020 02:55:05,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0302,15469,5672,513,199.0,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
59,59,30-03-2020 02:55:05,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0302,15469,5672,513,199.0,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
60,60,30-03-2020 02:55:05,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0302,17023,6242,564,219.0,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
61,61,30-03-2020 02:55:05,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0459,23320,8550,773,300.0,True,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
62,62,30-03-2020 02:55:05,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0302,15469,5672,513,199.0,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
63,63,30-03-2020 02:55:05,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,13,Тбилиси,5 гр,0.0276,15547,5700,515,200.0,True,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
64,64,30-03-2020 02:55:05,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3368,190000,87429,6293,,True,,,,,,,,,,,reagent 25i nbome. 5gr
65,65,30-03-2020 02:55:05,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4134,233198,85500,7726,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
66,66,30-03-2020 02:55:05,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1331,67550,24767,2238,869.0,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
67,67,30-03-2020 02:55:05,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0291,14769,5415,489,190.0,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
68,68,30-03-2020 02:55:58,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0748,38011,13937,1259,489.0,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
69,69,30-03-2020 02:55:58,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,7,Тбилиси,5 гр,0.0289,14691,5387,487,189.0,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
70,70,30-03-2020 02:55:58,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1364,69959,25650,2318,900.0,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
71,71,30-03-2020 02:55:58,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1061,54413,19950,1803,700.0,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
72,72,30-03-2020 02:55:58,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0485,24874,9120,824,320.0,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,73,30-03-2020 02:55:58,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1212,62186,22800,2060,800.0,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,74,30-03-2020 02:55:58,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3371,172955,63413,5730,2225.0,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
75,75,30-03-2020 02:55:58,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2218,112634,41297,3732,1449.0,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
76,76,30-03-2020 02:55:58,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0565,28683,10517,950,369.0,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
77,77,30-03-2020 02:55:58,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0458,23242,8522,770,299.0,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
78,78,30-03-2020 02:55:58,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0917,46562,17072,1543,599.0,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,79,30-03-2020 02:55:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1667,85506,31350,2833,1100.0,True,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
80,80,30-03-2020 02:55:58,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.3637,186558,68400,6181,2400.0,True,,,,,,,,,,,100 gr marijuana buds
81,81,30-03-2020 02:55:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3031,155465,57000,5151,2000.0,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,82,30-03-2020 02:55:58,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3061,155465,57000,5151,2000.0,True,,,,,,,,,,,SUBOXIN - HQ - 100 G.
83,83,30-03-2020 02:55:58,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3788,194331,71250,6439,2500.0,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
84,84,30-03-2020 02:55:58,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2296,116599,42750,3863,1500.0,True,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
85,85,30-03-2020 02:55:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6970000000000001,357570,131100,11847,4600.0,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
86,86,30-03-2020 02:55:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.1365,582994,213750,19316,7500.0,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
87,87,30-03-2020 02:55:58,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.288,660726,242250,21891,8500.0,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
88,88,30-03-2020 02:55:58,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0276,15547,5700,515,200.0,True,,,,,,,,,,,KURYER..500RUB.+BONUS
89,89,30-03-2020 02:55:58,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0303,15547,5700,515,200.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
90,90,30-03-2020 02:55:58,Tbilisi,54915c4374,Работа на марки (курьер),,1,нет,Тбилиси,50 гр,0.038,21435,7938,709,,True,,,250.0,,,,,,,,Rabota na marki (kur'er)
91,91,30-03-2020 02:55:58,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0303,15547,5700,515,200.0,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
92,92,30-03-2020 02:55:58,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0379,19433,7125,644,250.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
93,93,30-03-2020 02:55:58,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.2936,1165988,427500,38631,15000.0,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
94,94,30-03-2020 02:57:26,Batumi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,1,нет,Батуми,0.25 гр,0.0288,14769,5415,489,190.0,,,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
95,95,30-03-2020 02:57:26,Batumi,99accec7c7,METHADONE 0.25 THE BEST QUALITY VHQ,,3,нет,Батуми,0.25 гр,0.0303,15547,5700,515,200.0,,,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
96,96,30-03-2020 02:57:26,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.011000000000000001,6219,2280,206,80.0,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
97,97,30-03-2020 02:57:26,Batumi,99accec7c7,mephedrone 1gr высшый стиль!) лекарство от корона вируса!),,4,нет,Батуми,1 гр,0.0228,11660,4275,386,150.0,,,,,,,,,True,,,mephedrone 1gr vysshyj stil'!) lekarstvo ot korona virusa!)
98,98,30-03-2020 02:57:26,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,18,нет,Батуми,2 гр,0.0062,3498,1283,116,45.0,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
99,99,30-03-2020 02:57:26,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,1,нет,Батуми,4 гр,0.0097,5441,1995,180,70.0,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
100,100,30-03-2020 02:57:26,Batumi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Батуми,6 гр,0.0131,7385,2708,245,95.0,,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
