,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,19-05-2020 15:14:54,Tbilisi,4c4ab8c0de,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨ SALE BTC 10%,,5,нет,Тбилиси,2 гр,0.0089,2341,214,6370,88.0,,True,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨ SALE BTC 10%
11,11,19-05-2020 15:14:54,Tbilisi,366326d4d6,3 ECSTASY << PACO RABANNE >>,True,4,нет,Тбилиси,3 гр,0.0121,3165,290,8615,119.0,,,,,,,,,3 ECSTASY << PACO RABANNE >>
12,12,19-05-2020 15:14:54,Tbilisi,366326d4d6,3LSD ---- LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,3 гр,0.0121,3165,290,8615,119.0,,,,,,,,,3LSD ---- LSD ALBERT HOFFMAN 200ug
13,13,19-05-2020 15:14:54,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,7,нет,Тбилиси,3 гр,0.0107,2793,256,7601,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
14,14,19-05-2020 15:14:54,Tbilisi,0dec0e1c48,5 gr georgian weed. Package on magnet,,3,нет,Тбилиси,5 гр,0.013999999999999999,3697,339,10062,139.0,True,,,,,,,,5 gr georgian weed. Package on magnet
15,15,19-05-2020 15:14:54,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,5 гр,0.012,3165,290,8615,119.0,True,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
16,16,19-05-2020 15:14:54,Tbilisi,eb7e03535b,Cocaine Pure VHQ 5g.,True,1,нет,Тбилиси,5 гр,0.11599999999999999,30590,2802,83251,1150.0,,,,,,,,,Cocaine Pure VHQ 5g.
17,17,19-05-2020 15:14:54,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.1125,30590,2802,83251,1150.0,,,,,,,,,VHQ BEST Cocaine 5g.
18,18,19-05-2020 15:14:54,Tbilisi,9610a68a0a,GABAGAMA 10 SHTUK,True,1,нет,Тбилиси,10 гр,0.0021,612,56,1665,23.0,,,,,,,,,GABAGAMA 10 SHTUK
19,19,19-05-2020 15:14:54,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1834,53200,4873,144784,2000.0,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
20,20,19-05-2020 15:14:54,Tbilisi,54915c4374,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,9,Тбилиси,0.2 гр,0.0099,2624,237,7125,,,,90.0,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
21,21,19-05-2020 15:14:54,Tbilisi,54915c4374,"MDMA ""цунами удовольствия) 0.5 грамм",True,нет,10,Тбилиси,0.5 гр,0.0081,2128,195,5791,80.0,,,,,,,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
22,22,19-05-2020 15:14:54,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",True,нет,7,Тбилиси,0.5 гр,0.0076,1995,183,5429,75.0,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
23,23,19-05-2020 15:14:54,Tbilisi,89f7212915,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0161,4256,390,11583,160.0,,,,,,,,,"""Kief"" Weed trichomes 1G"
24,24,19-05-2020 15:14:54,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.0376,9815,899,26713,369.0,,,,,,,,,❄❄2g HQ COCAINE❄❄
25,25,19-05-2020 15:14:54,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.059000000000000004,15401,1411,41915,579.0,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
26,26,19-05-2020 15:14:54,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0403,10640,975,28957,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
27,27,19-05-2020 15:14:54,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0141,3724,341,10135,140.0,True,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
28,28,19-05-2020 15:14:54,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0555,14630,1340,39815,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
29,29,19-05-2020 15:14:54,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0237,6251,573,17012,235.0,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
30,30,19-05-2020 15:14:54,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0242,6384,585,17374,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
31,31,19-05-2020 15:14:54,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0232,6118,560,16650,230.0,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
32,32,19-05-2020 15:14:54,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.016,4229,387,11510,159.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
33,33,19-05-2020 15:14:54,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0242,6384,585,17374,240.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
34,34,19-05-2020 15:15:50,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0232,6118,560,16650,230.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
35,35,19-05-2020 15:15:50,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0201,5825,534,15854,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
36,36,19-05-2020 15:15:50,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0237,6251,573,17012,235.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
37,37,19-05-2020 15:15:50,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0161,4256,390,11583,160.0,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
38,38,19-05-2020 15:15:50,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2407,87429,6341,190000,,,,,,,,,,reagent 25i nbome. 5gr
39,39,19-05-2020 15:15:50,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2752,79800,7310,217175,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,40,19-05-2020 15:15:50,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0977,25509,2337,69424,959.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,41,19-05-2020 15:15:50,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0194,5054,463,13754,190.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
42,42,19-05-2020 15:15:50,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0498,13007,1191,35400,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
43,43,19-05-2020 15:15:50,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0193,5027,461,13682,189.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
44,44,19-05-2020 15:15:50,Tbilisi,54915c4374,"""Express Batumi"" марки н-боооом 8 шт.",True,нет,4,Тбилиси,8 гр,0.0101,2660,244,7239,100.0,,,,,,,,,"""Express Batumi"" marki n-boooom 8 sht."
45,45,19-05-2020 15:15:50,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0908,23940,2193,65153,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
46,46,19-05-2020 15:15:50,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0404,10640,975,28957,400.0,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
47,47,19-05-2020 15:15:50,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0706,18620,1706,50674,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
48,48,19-05-2020 15:15:50,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0424,11172,1023,30405,420.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
49,49,19-05-2020 15:15:50,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0101,2660,244,7239,100.0,,,,,,,,,10G Hybrid Marijuana Leafs
50,50,19-05-2020 15:15:50,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0807,21280,1949,57913,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,51,19-05-2020 15:15:50,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0293,7714,707,20994,290.0,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
52,52,19-05-2020 15:15:50,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2245,59185,5421,161072,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
53,53,19-05-2020 15:15:50,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1589,41469,3799,112859,1559.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,54,19-05-2020 15:15:50,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0376,9815,899,26713,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,55,19-05-2020 15:15:50,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0321,8379,768,22803,315.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,56,19-05-2020 15:15:50,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5095,133000,12183,361959,5000.0,,,,,,,,,METADON - 20 G.
57,57,19-05-2020 15:15:50,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.061,15933,1459,43363,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
58,58,19-05-2020 15:15:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.111,29260,2680,79631,1100.0,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
59,59,19-05-2020 15:15:50,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2421,63840,5848,173740,2400.0,,,,,,,,,100 gr marijuana buds
60,60,19-05-2020 15:15:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2018,53200,4873,144784,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,61,19-05-2020 15:15:50,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2522,66500,6091,180980,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,62,19-05-2020 15:15:50,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5953,156940,14375,427112,5900.0,,,,,,,,,180 gr marihuana persoalno
63,63,19-05-2020 15:15:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4641,122360,11208,333002,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,64,19-05-2020 15:15:50,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7567,199500,18274,542939,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,65,19-05-2020 15:15:50,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8576,226100,20710,615330,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,66,19-05-2020 15:15:50,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0183,5320,487,14478,200.0,,,,,,,,,KURYER..500RUB.+BONUS
67,67,19-05-2020 15:15:50,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0404,10640,975,28957,400.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
68,68,19-05-2020 15:15:50,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,5320,487,14478,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
69,69,19-05-2020 15:16:25,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,5320,487,14478,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,70,19-05-2020 15:16:25,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0252,6650,609,18098,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,71,19-05-2020 15:16:25,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5258,399000,36548,1085877,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
72,72,19-05-2020 15:17:36,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2216,58520,5360,159262,2200.0,,,,,,True,,,[100g] SPAIN HASH
73,73,19-05-2020 15:17:36,Batumi,54915c4374,Бупренорфин (аналог суботекса) 0.2 гр.,,нет,8,Батуми,0.2 гр,0.0099,2624,237,7125,,,,90.0,,,True,,,Buprenorfin (analog suboteksa) 0.2 gr.
74,74,19-05-2020 15:17:36,Batumi,54915c4374,"MDMA ""цунами удовольствия) 0.5 грамм",,нет,24,Батуми,0.5 гр,0.0091,2394,219,6515,90.0,,,,,,True,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
75,75,19-05-2020 15:17:36,Batumi,54915c4374,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0036,962,87,2613,,,,33.0,,,True,,,Batumi n-booom 2 shtuki
76,76,19-05-2020 15:17:36,Batumi,54915c4374,"""Express Batumi"" марки н-боооом 8 шт.",,нет,10,Батуми,8 гр,0.0101,2660,244,7239,100.0,,,,,,True,,,"""Express Batumi"" marki n-boooom 8 sht."
77,77,19-05-2020 15:17:36,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1572,51992,3771,112990,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
78,78,19-05-2020 15:17:36,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2489,82321,5970,178900,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
79,79,19-05-2020 15:17:36,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,2660,244,7239,100.0,,,,,,True,,,kur'er v Batumi
80,80,19-05-2020 15:17:36,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,6650,609,18098,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
81,81,19-05-2020 15:17:36,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,6650,609,18098,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
82,82,19-05-2020 15:17:36,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5243,399000,36548,1085877,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
83,83,19-05-2020 15:17:36,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0504,13300,1218,36196,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
84,84,19-05-2020 15:19:05,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.0207,5586,512,15202,210.0,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
85,85,19-05-2020 15:19:05,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0484,12901,1182,35110,485.0,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
86,86,19-05-2020 15:19:05,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0369,9842,902,26785,370.0,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,87,19-05-2020 15:19:05,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0201,5320,487,14478,200.0,,,,,,,,True,Rabota na marki (kur'er)
