,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Old Tbilisi (Старый город),Saburtalo,Gldani,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
105,13-03-2020 03:51:09,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2565,111041,40005,3521,1500,,,,,,,,True,,,Skunk! 50 gr.
106,13-03-2020 03:51:09,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,3,5,Батуми,0.27 гр,0.0466,19987,7201,634,270,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
107,13-03-2020 03:51:10,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0311,14805,5334,469,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
108,13-03-2020 03:51:10,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3454,148055,53340,4695,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
109,13-03-2020 03:51:10,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2591,111041,40005,3521,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
110,13-03-2020 03:51:10,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0078,3701,1334,117,50,,,,,,,,True,,,kur'er v Batumi
111,13-03-2020 03:51:10,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0389,18507,6668,587,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
112,13-03-2020 03:51:10,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0233,11104,4001,352,150,,,,,,,,True,,,Rabota na marki (kur'er)
113,13-03-2020 03:51:10,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0389,18507,6668,587,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
114,13-03-2020 03:51:10,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5884,1110411,400050,35211,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
115,13-03-2020 03:51:10,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0855,37014,13335,1174,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
116,13-03-2020 03:52:27,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0233,11104,4001,352,150,,,,,,,,,,True,Rabota na marki (kur'er)
