,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
17,17,28-02-2020 17:58:57,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0425,26796,9856,894,400.0,,,,,,,,,gashish evro 10g
18,18,28-02-2020 17:58:57,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,1,нет,Тбилиси,10 гр,0.0096,6364,2341,212,95.0,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
19,19,28-02-2020 17:58:57,Tbilisi,e501bd0ada,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,2,нет,Тбилиси,20 гр,0.0478,30146,11088,1005,450.0,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
20,20,28-02-2020 17:58:57,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0826,52052,19145,1736,777.0,,,,,,,,,Gashish Evro 20gr
21,21,28-02-2020 17:58:57,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,3,Тбилиси,0.27 гр,0.0254,15207,5593,507,227.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
22,22,28-02-2020 17:58:57,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0336,20097,7392,670,300.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
23,23,28-02-2020 17:58:57,Tbilisi,f8a875c191,MARIXYANA - 0.5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,0.5 гр,0.0056,3350,1232,112,50.0,,,,,,,,,MARIXYANA - 0.5 G. (SHISHKI) (SALE)
24,24,28-02-2020 17:58:57,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0671,40195,14784,1340,600.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
25,25,28-02-2020 17:58:57,Tbilisi,cb721d4bca,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0185,11187,4115,373,167.0,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
26,26,28-02-2020 17:58:57,Tbilisi,cb721d4bca,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,3,Тбилиси,2 гр,0.0181,12164,4473,403,,,,165.0,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
27,27,28-02-2020 17:58:57,Tbilisi,8ddca45a78,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,2,Тбилиси,3 гр,0.0111,7369,2710,246,110.0,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
28,28,28-02-2020 17:58:57,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.066,39525,14538,1318,590.0,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
29,29,28-02-2020 17:58:57,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.019,12661,4657,422,189.0,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
30,30,28-02-2020 17:58:57,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.0443,26796,9856,894,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
31,31,28-02-2020 17:58:57,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0609,36845,13552,1229,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
32,32,28-02-2020 17:58:57,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0266,16078,5914,536,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
33,33,28-02-2020 17:58:57,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0277,16748,6160,559,250.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
34,34,28-02-2020 17:58:57,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0277,16748,6160,559,250.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
35,35,28-02-2020 17:59:32,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0277,16748,6160,559,250.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
36,36,28-02-2020 17:59:32,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0277,16748,6160,559,250.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
37,37,28-02-2020 17:59:32,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0221,13331,4903,445,199.0,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
38,38,28-02-2020 17:59:32,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0277,16748,6160,559,250.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,39,28-02-2020 17:59:32,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0221,14671,5396,489,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,40,28-02-2020 17:59:32,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0277,16748,6160,559,250.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
41,41,28-02-2020 17:59:32,Tbilisi,3814ba5701,Weed from Gali 5g.,True,нет,1,Тбилиси,5 гр,0.0255,16078,5914,536,240.0,,,,,,,,,Weed from Gali 5g.
42,42,28-02-2020 17:59:32,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.0202,13398,4928,447,200.0,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
43,43,28-02-2020 17:59:32,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.28600000000000003,190000,87429,6465,,,,,,,,,,reagent 25i nbome. 5gr
44,44,28-02-2020 17:59:32,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3025,200973,73920,6702,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
45,45,28-02-2020 17:59:32,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0962,57545,21166,1919,859.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
46,46,28-02-2020 17:59:32,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,8,Тбилиси,5 гр,0.0207,12393,4558,413,185.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
47,47,28-02-2020 17:59:32,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0548,32759,12049,1092,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
48,48,28-02-2020 17:59:32,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0369,22040,8107,735,329.0,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
49,49,28-02-2020 17:59:32,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,4,Тбилиси,5 гр,0.0202,12058,4435,402,180.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
50,50,28-02-2020 17:59:32,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0998,60292,22176,2011,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,51,28-02-2020 17:59:32,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0776,46894,17248,1564,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,52,28-02-2020 17:59:32,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0443,26729,9831,891,399.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,53,28-02-2020 17:59:32,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.0392,23447,8624,782,350.0,,,,,,,,,10x Extasy Duracell 223mg MDMA.
54,54,28-02-2020 17:59:32,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0887,53593,19712,1787,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,55,28-02-2020 17:59:32,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2468,149055,54824,4971,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
56,56,28-02-2020 17:59:32,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1623,97070,35703,3237,1449.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
57,57,28-02-2020 17:59:32,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0413,24720,9092,824,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
58,58,28-02-2020 17:59:32,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0335,20030,7367,668,299.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
59,59,28-02-2020 17:59:32,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0784,46894,17248,1564,700.0,,,,,,,,,20x Extasy Duracell 223mg MDMA.
60,60,28-02-2020 17:59:32,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0671,40128,14759,1338,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
61,61,28-02-2020 17:59:32,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0745,46894,17248,1564,700.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
62,62,28-02-2020 17:59:32,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.121,80389,29568,2681,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
63,63,28-02-2020 17:59:32,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1063,66924,24615,2232,999.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
64,64,28-02-2020 17:59:32,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.1054,63641,23408,2122,950.0,,,,,,,,,Hybrid Skunk! 50 gr
65,65,28-02-2020 17:59:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2218,133982,49280,4468,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
66,66,28-02-2020 17:59:32,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1997,120584,44352,4021,1800.0,,,,,,,,,Hybrid Skunk! 100 gr
67,67,28-02-2020 17:59:32,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2773,167477,61600,5585,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,68,28-02-2020 17:59:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5102,308158,113344,10276,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
69,69,28-02-2020 17:59:32,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8319,502432,184800,16755,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
70,70,28-02-2020 18:00:18,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0222,13398,4928,447,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
71,71,28-02-2020 18:00:18,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0277,16748,6160,559,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
72,72,28-02-2020 18:00:18,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6789,1004864,369600,33510,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
73,73,28-02-2020 18:01:51,Batumi,d30ed85c42,XTC-MDMA 0.5g purity 93%+,,4,нет,Батуми,0.5 гр,0.0088,5292,1947,176,79.0,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
74,74,28-02-2020 18:01:51,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,8,Батуми,0.27 гр,0.0254,15207,5593,507,227.0,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
75,75,28-02-2020 18:01:51,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0202,13398,4928,447,200.0,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
76,76,28-02-2020 18:01:51,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.1054,63641,23408,2122,950.0,,,,,,True,,,Hybrid Skunk! 50 gr
77,77,28-02-2020 18:01:51,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1998,120584,44352,4021,1800.0,,,,,,True,,,Hybrid Skunk! 100 gr
78,78,28-02-2020 18:01:51,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3363,200973,73920,6702,3000.0,,,,,,True,,,SUBOXIN - HQ - 100 G.
79,79,28-02-2020 18:01:51,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2802,167477,61600,5585,2500.0,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
80,80,28-02-2020 18:01:51,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0112,6699,2464,223,100.0,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
81,81,28-02-2020 18:01:51,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.005,3350,1232,112,50.0,,,,,,True,,,kur'er v Batumi
82,82,28-02-2020 18:01:51,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.005,3350,1232,112,50.0,,,,,,True,,,Vakansija Kur'era v Batumi
83,83,28-02-2020 18:01:51,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0075,5000,2301,170,,,,,,,True,,,Vakansija Kur'era v Batumi
84,84,28-02-2020 18:01:51,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0252,16748,6160,559,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
85,85,28-02-2020 18:01:51,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0252,16748,6160,559,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
86,86,28-02-2020 18:01:51,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6798,1004864,369600,33510,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
87,87,28-02-2020 18:01:51,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0555,33495,12320,1117,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
88,88,28-02-2020 18:03:07,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0083,4957,1823,165,74.0,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
89,89,28-02-2020 18:03:07,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0121,7235,2661,241,108.0,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
90,90,28-02-2020 18:03:07,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0112,6699,2464,223,100.0,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
