,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
38,27-05-2020 20:22:44,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.0244,16345,6251,552,230,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
39,27-05-2020 20:22:44,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,1,Тбилиси,5 гр,0.0169,11299,4322,382,159,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
40,27-05-2020 20:22:44,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0255,17055,6523,576,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
41,27-05-2020 20:22:44,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0255,17055,6523,576,240,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
42,27-05-2020 20:22:44,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0244,16345,6251,552,230,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
43,27-05-2020 20:22:44,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0211,15563,5952,526,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
44,27-05-2020 20:22:44,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0249,16700,6387,564,235,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
45,27-05-2020 20:22:44,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,4,Тбилиси,5 гр,0.0265,17766,6795,601,250,,,,,True,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
46,27-05-2020 20:22:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2579,190000,87429,6418,,,,,,,,,,,,,reagent 25i nbome. 5gr
47,27-05-2020 20:22:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2894,213191,81540,7206,3000,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
48,27-05-2020 20:22:44,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1028,68150,26066,2304,959,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
49,27-05-2020 20:22:44,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0204,13502,5164,456,190,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
50,27-05-2020 20:22:44,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,3,Тбилиси,5 гр,0.0524,34750,13291,1175,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
51,27-05-2020 20:22:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0955,63957,24462,2162,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,27-05-2020 20:22:44,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0424,28425,10872,961,400,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
53,27-05-2020 20:22:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0743,49744,19026,1681,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,27-05-2020 20:22:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0446,29847,11416,1009,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,27-05-2020 20:22:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0849,56851,21744,1922,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,27-05-2020 20:22:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2361,158116,60476,5344,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
57,27-05-2020 20:22:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1671,110788,42374,3745,1559,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,27-05-2020 20:22:44,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0395,26222,10029,886,369,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,27-05-2020 20:22:44,Tbilisi,7LHWP,GEOBUDS,20 gr georgian weed. Package on magnet,True,нет,11,Тбилиси,20 гр,0.0423,28354,10845,958,399,,,,,,,,,,,,20 gr georgian weed. Package on magnet
60,27-05-2020 20:22:44,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5358,355318,135900,12010,5000,,,,,,,,,,,,METADON - 20 G.
61,27-05-2020 20:22:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0642,42567,16281,1439,599,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,27-05-2020 20:22:44,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1378,92311,35307,3120,1299,,,,,,,,,,,,50 gr georgian weed. Package on magnet
63,27-05-2020 20:22:44,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2651,177588,67923,6003,2499,,,,,,,,,,,,100 gr georgian weed. Package on magnet
64,27-05-2020 20:22:44,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2546,170552,65232,5765,2400,,,,,,,,,,,,100 gr marijuana buds
65,27-05-2020 20:22:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2122,142127,54360,4804,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
66,27-05-2020 20:22:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2653,177659,67950,6005,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,27-05-2020 20:22:44,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.626,419275,160362,14172,5900,,,,,,,,,,,,180 gr marihuana persoalno
68,27-05-2020 20:23:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4879,326892,125028,11049,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
69,27-05-2020 20:23:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7955,532976,203850,18015,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
70,27-05-2020 20:23:15,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9016,604040,231030,20417,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
71,27-05-2020 20:23:15,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0193,14213,5436,480,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
72,27-05-2020 20:23:15,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0193,14213,5436,480,200,,,,,,,,,,,,Trebuetsja Kur'er
73,27-05-2020 20:23:15,Tbilisi,6P9R,RickNMorty,Need Delivery 150$ Only MJ & Hash | куриер залог 150$ | 200 Rub For Adress 1 Gr,True,нет,1,Тбилиси,1 гр,0.0158,10660,4077,360,150,,,,,,,,,,,,Need Delivery 150$ Only MJ & Hash | kurier zalog 150$ | 200 Rub For Adress 1 Gr
74,27-05-2020 20:23:15,Tbilisi,6P9R,RickNMorty,Need Delivery 300$ Only MJ & Hash | куриер залог 300$ | 200 Rub For Adress 0.5-1 Gr,True,нет,1,Тбилиси,1 гр,0.0318,21319,8154,721,300,,,,,,,,,,,,Need Delivery 300$ Only MJ & Hash | kurier zalog 300$ | 200 Rub For Adress 0.5-1 Gr
75,27-05-2020 20:23:15,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0212,14213,5436,480,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
76,27-05-2020 20:23:15,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0265,17766,6795,601,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,27-05-2020 20:23:15,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6055,1065953,407700,36030,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
78,27-05-2020 20:25:03,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2333,156340,59796,5284,2200,,,,,,,,True,,,,[100g] SPAIN HASH
79,27-05-2020 20:25:03,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,1,Батуми,0.5 гр,0.009,6040,2310,204,85,,,,,,,,True,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
80,27-05-2020 20:25:03,Batumi,A3I9,Joookerrr,MDMA !! 3 грамма,,нет,1,Батуми,3 гр,0.043,28781,11008,973,405,,,,,,,,True,,,,MDMA !! 3 gramma
81,27-05-2020 20:25:03,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1686,112990,51992,3817,,,,,,,,,True,,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
82,27-05-2020 20:25:03,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.267,178900,82321,6043,,,,,,,,,True,,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
83,27-05-2020 20:25:03,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7106,2718,240,100,,,,,,,,True,,,,kur'er v Batumi
84,27-05-2020 20:25:03,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0241,17766,6795,601,250,,,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
85,27-05-2020 20:25:03,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0241,17766,6795,601,250,,,,,,,,True,,,,Ischu kur'era v Gruzii!
86,27-05-2020 20:25:03,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0291,19477,7450,657,,,,,,,,,True,250,,,Rabota na marki (kur'er)
87,27-05-2020 20:25:03,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6052,1065953,407700,36030,15000,,,,,,,,True,,,,Vakansija optovogo kur'era na mef
88,27-05-2020 20:25:03,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.053,35532,13590,1201,500,,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
89,27-05-2020 20:26:50,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0509,34466,13182,1165,485,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,27-05-2020 20:26:50,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,3 гр,0.0343,23451,8969,793,330,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!
91,27-05-2020 20:26:50,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0291,19477,7450,657,,,,,,,,,,250,,True,Rabota na marki (kur'er)
