,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
0,27-05-2020 20:21:51,Tbilisi,C36EL,TripGuru,Iranian Sirec 0.25g.,True,1,нет,Тбилиси,0.25 гр,0.0106,7106,2718,240,100,,,,,,,,,,,,Iranian Sirec 0.25g.
1,27-05-2020 20:21:51,Tbilisi,U26MW,Skyhigh,HQ Euro Hashish 0.5 g,,8,нет,Тбилиси,0.5 гр,0.0058,3909,1495,132,55,True,,,,,,,,,,,HQ Euro Hashish 0.5 g
2,27-05-2020 20:21:51,Tbilisi,U26MW,Skyhigh,NEW WEED SOMANGO BUDS PRESSED 0.5,,15,нет,Тбилиси,0.5 гр,0.0031,2061,788,70,29,True,True,,,,,,,,,,NEW WEED SOMANGO BUDS PRESSED 0.5
3,27-05-2020 20:21:51,Tbilisi,6P9R,RickNMorty,VHQ Tutankhamon Buds ONLY high THc 0.5,True,7,нет,Тбилиси,0.5 гр,0.0032,2132,815,72,30,,,,,,,,,,,,VHQ Tutankhamon Buds ONLY high THc 0.5
4,27-05-2020 20:21:51,Tbilisi,9VLN,AlienShop,☃️ 0.5g New Columbian COCAINE ☃️,,1,нет,Тбилиси,0.5 гр,0.0139,9238,3533,312,130,True,,,,,,,,,,,☃️ 0.5g New Columbian COCAINE ☃️
5,27-05-2020 20:21:51,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,4,нет,Тбилиси,1 гр,0.0249,16700,6387,564,235,,,,,,,,,,,,Cocaine Pure VHQ 1g
6,27-05-2020 20:21:51,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0868,63957,24462,2162,900,,,,,,,,,,,,Metadon 1gr
7,27-05-2020 20:21:51,Tbilisi,9VLN,AlienShop,☃️❄1g. New Columbian COCAINE!!❄☃️,,1,нет,Тбилиси,1 гр,0.0256,16984,6496,574,239,True,,,,,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
8,27-05-2020 20:21:51,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,17,нет,Тбилиси,2 гр,0.0093,6254,2392,211,88,,,,,,,,,,,,2gr HYBRID buds
9,27-05-2020 20:21:51,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,6,нет,Тбилиси,2 гр,0.0075,4974,1903,168,70,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
10,27-05-2020 20:21:51,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,3,нет,Тбилиси,2 гр,0.0504,34110,13046,1153,480,,,,,,,,,,,,VHQ BEST Cocaine 2g.
11,27-05-2020 20:21:51,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,2,нет,Тбилиси,2 гр,0.009,6040,2310,204,85,True,,,,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
12,27-05-2020 20:21:51,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds.,,1,нет,Тбилиси,3 гр,0.0134,8883,3398,300,125,,,True,,,,,,,,,3g superskunk top class buds.
13,27-05-2020 20:21:51,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,True,3,нет,Тбилиси,3 гр,0.0145,10660,4077,360,150,,,,,,,,,,,,3g. marihuana shishki Critical
14,27-05-2020 20:21:51,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,2,нет,Тбилиси,3 гр,0.0112,7462,2854,252,105,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
15,27-05-2020 20:21:51,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!,,2,нет,Тбилиси,3 гр,0.0343,23451,8969,793,330,,,,True,,,,,,,,MDMA from Europe!!! 3g !!! BTC SALE 5%!!!!
16,27-05-2020 20:21:51,Tbilisi,EIH4,San4oPan4o,!!Critical Kush 5g!!,,2,нет,Тбилиси,5 гр,0.0253,16984,6496,574,239,,,,,True,,,,,,,!!Critical Kush 5g!!
17,27-05-2020 20:21:51,Tbilisi,7LHWP,GEOBUDS,5 gr georgian weed. Package on magnet,,7,нет,Тбилиси,5 гр,0.0147,9878,3778,334,139,True,,,,True,,,,,,,5 gr georgian weed. Package on magnet
18,27-05-2020 20:21:51,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0187,12436,4757,420,175,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
19,27-05-2020 20:21:51,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,2,нет,Тбилиси,5 гр,0.0268,17766,6795,601,250,,,,,,,,,,,,MARIXYANA - INDICA - 5 G.
20,27-05-2020 20:21:51,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.1183,81723,31257,2762,1150,,,,,,,,,,,,VHQ BEST Cocaine 5g.
21,27-05-2020 20:21:51,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,1,нет,Тбилиси,10 гр,0.0143,9594,3669,324,135,,,,,,,,,,,,10G Hybrid Marijuana Leafs
22,27-05-2020 20:21:51,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,1,нет,Тбилиси,10 гр,0.0463,31979,12231,1081,450,,,,,,,,,,,,Gashish Evro 10gr
23,27-05-2020 20:21:51,Tbilisi,HWUW,opiopi,GABAGAMA 20 SHTUK,True,7,нет,Тбилиси,20 гр,0.0035,2558,978,86,36,,,,,,,,,,,,GABAGAMA 20 SHTUK
24,27-05-2020 20:21:51,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0791,55216,21119,1866,777,,,,,,,,,,,,Gashish Evro 20gr
25,27-05-2020 20:21:51,Tbilisi,HWUW,opiopi,GABAGAMA 50 SHTUK,True,2,нет,Тбилиси,50 гр,0.0077,5685,2174,192,80,,,,,,,,,,,,GABAGAMA 50 SHTUK
26,27-05-2020 20:21:51,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1928,142127,54360,4804,2000,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
27,27-05-2020 20:21:51,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,True,1,нет,Тбилиси,150 гр,0.0178,13147,5028,444,185,,,,,,,,,,,,GABAGAMA 150 shtuk
28,27-05-2020 20:21:51,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,5,Тбилиси,2 гр,0.0225,14923,5708,504,210,,,,,,,,,,,,✨✨2gram. MDMA✨✨
29,27-05-2020 20:21:51,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,7,Тбилиси,2 гр,0.0395,26222,10029,886,369,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
30,27-05-2020 20:21:51,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.062,41146,15737,1391,579,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,27-05-2020 20:21:51,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0424,28425,10872,961,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
32,27-05-2020 20:21:51,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0148,9949,3805,336,140,True,,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
33,27-05-2020 20:22:44,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0149,9949,3805,336,140,True,,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
34,27-05-2020 20:22:44,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0743,49744,19026,1681,700,,,,,,,,,,,,"""Kief"" Weed trichomes 5G"
35,27-05-2020 20:22:44,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0584,39085,14949,1321,550,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
36,27-05-2020 20:22:44,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0249,16700,6387,564,235,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
37,27-05-2020 20:22:44,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0255,17055,6523,576,240,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
