,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
100,24-02-2020 15:47:08,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1072,77161,29412,2654,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
101,24-02-2020 15:47:08,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0942,64237,24485,2210,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
102,24-02-2020 15:47:29,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0933,61086,23285,2101,950,,,,,,,,,,Hybrid Skunk! 50 gr
103,24-02-2020 15:47:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1965,128602,49020,4424,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
104,24-02-2020 15:47:29,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1768,115741,44118,3982,1800,,,,,,,,,,Hybrid Skunk! 100 gr
105,24-02-2020 15:47:29,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2456,160752,61275,5530,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
106,24-02-2020 15:47:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4519,295784,112746,10175,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
107,24-02-2020 15:47:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7368,482256,183825,16590,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
108,24-02-2020 15:47:29,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.835,546557,208335,18802,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
109,24-02-2020 15:47:29,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0179,12860,4902,442,200,,,,,,,,,,KURYER..500RUB.+BONUS
110,24-02-2020 15:47:29,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0179,12860,4902,442,200,,,,,,,,,,Trebuetsja Kur'er
111,24-02-2020 15:47:29,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0196,12860,4902,442,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
112,24-02-2020 15:47:29,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0246,16075,6128,553,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
113,24-02-2020 15:47:29,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4869,964512,367650,33180,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
114,24-02-2020 15:48:51,Batumi,6KB,Marioshop,XTC-MDMA 0.5g purity 93%+,,10,нет,Батуми,0.5 гр,0.0078,5080,1936,175,79,,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
115,24-02-2020 15:48:51,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,5,нет,Батуми,1 гр,0.0169,12217,4657,420,190,,,,,,,True,,,NZT-52 mind storm limited 1g muka
116,24-02-2020 15:48:51,Batumi,Z9UT,Rainbow,KALI MIST 2G,,1,нет,Батуми,2 гр,0.0098,6430,2451,221,100,,,,,,,,True,,KALI MIST 2G
117,24-02-2020 15:48:51,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,9,Батуми,0.27 гр,0.0225,14596,5564,502,227,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
118,24-02-2020 15:48:51,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0178,12860,4902,442,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
119,24-02-2020 15:48:51,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0932,61086,23285,2101,950,,,,,,,True,,,Hybrid Skunk! 50 gr
120,24-02-2020 15:48:51,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1766,115741,44118,3982,1800,,,,,,,True,,,Hybrid Skunk! 100 gr
121,24-02-2020 15:48:51,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2972,192902,73530,6636,3000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
122,24-02-2020 15:48:51,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,4,Батуми,150 гр,0.2477,160752,61275,5530,2500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
123,24-02-2020 15:48:51,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0099,6430,2451,221,100,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
124,24-02-2020 15:48:51,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3215,1226,111,50,,,,,,,True,,,kur'er v Batumi
125,24-02-2020 15:48:51,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3215,1226,111,50,,,,,,,True,,,Vakansija Kur'era v Batumi
126,24-02-2020 15:48:51,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0069,5000,2301,172,,,,,,,,True,,,Vakansija Kur'era v Batumi
127,24-02-2020 15:48:51,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0223,16075,6128,553,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
128,24-02-2020 15:48:51,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4848,964512,367650,33180,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
129,24-02-2020 15:48:51,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.049,32150,12255,1106,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
130,24-02-2020 15:50:20,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,1,нет,Кутаиси,0.5 гр,0.002,1286,490,44,20,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
131,24-02-2020 15:50:20,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,1,нет,Кутаиси,1 гр,0.0038,2443,931,84,38,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
132,24-02-2020 15:50:20,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0073,4758,1814,164,74,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
133,24-02-2020 15:50:20,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0107,6944,2647,239,108,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
134,24-02-2020 15:50:20,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0099,6430,2451,221,100,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
