,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,27-02-2020 18:16:03,Tbilisi,4b4cde4fad,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,1,нет,Тбилиси,0.25 гр,0.0109,6561,2464,224,100.0,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
1,1,27-02-2020 18:16:03,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0163,9841,3696,336,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
2,2,27-02-2020 18:16:03,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,17,нет,Тбилиси,1 гр,0.0047,3149,1183,107,48.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
3,3,27-02-2020 18:16:03,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,24,нет,Тбилиси,1 гр,0.0039,2428,912,83,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
4,4,27-02-2020 18:16:03,Tbilisi,8ddca45a78,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale,True,1,нет,Тбилиси,1 гр,0.004,2624,986,90,40.0,,,,,,,,,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale
5,5,27-02-2020 18:16:03,Tbilisi,ae784bef73,Afghan HQ buds ! NEW ! 1G,True,2,нет,Тбилиси,1 гр,0.0051,3084,1158,105,47.0,,,,,,,,,Afghan HQ buds ! NEW ! 1G
6,6,27-02-2020 18:16:03,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0188,12466,4682,425,190.0,,,,,,,,,Cocaine Pure VHQ 1g
7,7,27-02-2020 18:16:03,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,2,нет,Тбилиси,1 гр,0.0241,14434,5421,492,220.0,,,,,,,,,"Cocaine, 1g"
8,8,27-02-2020 18:16:03,Tbilisi,ae784bef73,NEW ! Super Critical ! NEW ! Buds ! 1G,True,2,нет,Тбилиси,1 гр,0.0049,2952,1109,101,45.0,,,,,,,,,NEW ! Super Critical ! NEW ! Buds ! 1G
9,9,27-02-2020 18:16:03,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,2,нет,Тбилиси,1 гр,0.0207,12400,4657,423,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
10,10,27-02-2020 18:16:03,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0188,11810,4435,403,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
11,11,27-02-2020 18:16:03,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,2 гр,0.0084,5577,2094,190,85.0,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
12,12,27-02-2020 18:16:03,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0205,12400,4657,423,189.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
13,13,27-02-2020 18:16:03,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,2 гр,0.0087,5183,1947,177,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
14,14,27-02-2020 18:16:03,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0439,26244,9856,895,400.0,,,,,,,,,"Cocaine, 2 g"
15,15,27-02-2020 18:16:03,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0371,22635,8501,772,345.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
16,16,27-02-2020 18:16:03,Tbilisi,8219f5e7b8,Ketamine 2 g,True,1,нет,Тбилиси,2 гр,0.0197,11810,4435,403,180.0,,,,,,,,,Ketamine 2 g
17,17,27-02-2020 18:16:03,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,4,нет,Тбилиси,2 гр,0.0077,4593,1725,157,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
18,18,27-02-2020 18:16:03,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0379,22898,8599,781,349.0,,True,,,,,,,Kokain KOLUMBIA 2g
19,19,27-02-2020 18:16:03,Tbilisi,7ee4f68218,🍃 2гр ГАШИШ 🍃,True,3,нет,Тбилиси,2 гр,0.0115,7217,2710,246,110.0,,,,,,,,,🍃 2gr GAShISh 🍃
20,20,27-02-2020 18:16:03,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0228,13778,5174,470,210.0,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
21,21,27-02-2020 18:16:03,Tbilisi,ae784bef73,NEW ! Easy Bud ! 3g,True,3,нет,Тбилиси,3 гр,0.0087,5249,1971,179,80.0,,,,,,,,,NEW ! Easy Bud ! 3g
